Index,0 [FLOAT] [0x0],1 [FLOAT] [0x4],2 [FLOAT] [0x8],3 [FLOAT] [0xC],4 [USHORT] [0x18],5 [USHORT] [0x1A],6 [USHORT] [0x1C],7 [USHORT] [0x1E],8 [USHORT] [0x20],9 [USHORT] [0x22],10 [USHORT] [0x24],11 [USHORT] [0x26],12 [FLOAT] [0x10],13 [FLOAT] [0x14],14 [USHORT] [0x28],15 [UBYTE] [0x2A],16 [BBOOL] [0x2C],17 [UBYTE] [0x2B]
8028,0.3,0.5,0.3,0.5,100,300,66,200,66,167,0,0,3.0,3.0,0,0,false,1
8029,0.3,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8030,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8031,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8032,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8033,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8034,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8035,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8036,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8037,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8038,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8039,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8040,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8041,0.2,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8042,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8043,0.3,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8044,0.3,0.5,0.3,0.5,100,300,100,100,100,100,100,140,8.0,3.0,0,1,false,1
8045,0.3,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8046,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8047,0.3,0.5,0.35,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8048,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8049,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8050,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8051,0.3,0.5,0.45,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8052,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8053,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8054,0.3,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8055,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8056,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8057,0.3,0.5,0.3,0.5,100,300,100,100,100,100,100,100,2.0,1.0,0,1,false,1
8058,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8059,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8060,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8061,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8062,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8063,0.2,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8064,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8065,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8066,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8067,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8068,0.3,0.5,0.35,0.5,100,300,200,200,167,167,0,0,3.0,3.0,0,0,false,1
8069,0.3,0.5,0.35,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8070,0.4,0.5,0.5,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8071,0.2,0.5,0.35,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8072,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8073,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8074,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8075,0.3,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8076,0.3,0.5,0.35,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8077,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8078,0.1,0.5,0.25,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8079,0.3,0.5,0.45,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8080,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8081,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8082,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8083,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8084,0.3,0.5,0.4,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8085,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8086,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8087,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8088,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8089,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8090,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8091,0.2,0.5,0.3,0.5,100,300,100,100,100,100,50,80,1.0,1.0,0,1,false,1
8092,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8093,0.2,0.5,0.4,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8094,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8095,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8096,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8097,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8098,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8099,0.2,0.5,0.3,0.5,100,300,100,100,100,100,130,130,8.0,3.0,0,1,false,1
8100,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8101,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8102,0.4,0.5,0.6,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8103,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8104,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8105,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8106,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8107,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8108,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8109,0.2,0.5,0.15,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8110,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8111,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8112,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8113,0.2,0.5,0.3,0.5,100,300,100,100,100,100,10,10,1.0,1.0,0,1,false,1
8114,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8115,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8116,0.2,0.5,0.2,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8117,0.2,0.5,0.2,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8118,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8119,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8120,0.2,0.5,0.4,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8121,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8122,0.2,0.5,0.35,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8123,0.2,0.5,0.3,0.5,100,300,100,100,100,100,20,30,1.0,1.0,0,1,false,1
8124,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8125,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8126,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8127,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8128,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8129,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8130,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8131,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8132,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8133,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8134,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8135,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8136,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8137,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8138,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,90,1.0,1.0,0,1,false,1
8139,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8140,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8141,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8142,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8143,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8144,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8145,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8146,0.2,0.5,0.3,0.5,100,300,100,100,100,100,10,10,1.0,1.0,0,1,false,1
8147,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8148,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8149,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8150,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8151,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8152,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8153,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8154,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8155,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8156,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8157,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8158,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,90,8.0,3.0,0,1,false,1
8159,0.2,0.5,0.3,0.5,100,300,100,100,100,100,10,10,1.0,1.0,0,1,false,1
8160,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,90,8.0,3.0,0,1,false,1
8161,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8162,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8163,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8164,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,90,8.0,3.0,0,1,false,1
8165,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8166,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,90,8.0,3.0,0,1,false,1
8167,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,90,8.0,3.0,0,1,false,1
8168,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8169,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8170,0.2,0.5,0.2,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8171,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8172,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8173,0.25,0.5,0.25,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8174,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8175,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8176,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8177,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8178,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8179,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8180,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8181,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8182,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8183,0.0,0.0,0.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,0
8184,0.2,0.5,0.3,0.5,100,300,100,100,100,100,10,10,1.0,1.0,0,1,false,1
8185,0.2,0.5,0.3,0.5,100,300,100,100,100,100,10,10,1.0,1.0,0,1,false,1
8186,0.2,0.5,0.3,0.5,100,300,100,100,100,100,20,60,1.0,1.0,0,1,false,1
8187,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8188,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8189,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8190,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8191,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8192,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8193,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8194,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8195,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8196,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8197,0.2,0.5,0.2,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8198,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8199,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8200,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8201,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8202,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8203,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8204,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8205,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8206,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8207,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8208,0.2,0.5,0.3,0.5,100,300,100,100,100,100,130,130,8.0,3.0,0,1,false,1
8209,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8210,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8211,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8212,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8213,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8214,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8215,0.2,0.5,0.3,0.5,100,300,100,100,100,100,40,60,8.0,1.0,0,1,false,1
8216,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8217,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8218,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8219,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8220,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8221,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8222,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8223,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8224,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8225,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8226,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8227,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8228,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8229,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8230,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8231,0.2,0.5,0.3,0.5,100,300,100,100,100,100,40,60,8.0,1.0,0,1,false,1
8232,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,1,false,1
8233,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8234,0.2,0.5,0.3,0.5,100,300,100,100,100,100,10,10,1.0,1.0,0,1,false,1
8235,0.2,0.5,0.3,0.5,100,300,100,100,100,100,10,10,1.0,1.0,0,1,false,1
8236,0.2,0.5,0.3,0.5,100,300,100,100,100,100,60,100,8.0,1.0,0,1,false,1
8237,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8238,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8239,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8240,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8241,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8242,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8243,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8244,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8245,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8246,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8247,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8248,0.2,0.5,0.3,0.5,100,300,100,100,100,100,100,100,8.0,3.0,0,1,false,1
8249,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,1,false,1
8250,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8251,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8252,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8253,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8254,0.2,0.5,0.3,0.5,100,300,100,100,100,100,40,60,8.0,3.0,0,0,false,1
8255,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8256,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8257,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8258,0.2,0.5,0.3,0.5,100,300,100,100,100,100,40,60,8.0,3.0,0,1,false,1
8259,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8260,0.2,0.5,0.3,0.5,100,300,100,100,100,100,30,40,8.0,1.0,0,1,false,1
8261,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8262,0.2,0.5,0.3,0.5,100,300,100,100,100,100,90,130,8.0,3.0,0,1,false,1
8263,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8264,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8265,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8266,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8269,0.2,0.5,0.3,0.5,100,300,100,100,100,100,40,60,8.0,1.0,0,1,false,1
8270,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
8271,0.2,0.5,0.3,0.5,100,300,66,300,66,300,0,0,3.0,3.0,0,0,false,1
9001,1.0,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
9002,1.0,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
9003,1.0,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
9009,1.0,1.0,1.0,1.0,300,600,66,300,66,300,0,0,3.0,3.0,0,0,false,1
9993,1.0,1.0,1.0,1.0,200,700,100,100,71,71,0,0,3.0,3.0,0,0,false,1
9994,1.0,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
9995,1.0,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,true,1
9996,1.0,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
9998,1.0,1.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,false,1
10001,1.1,2.4,1.6,2.0,320,900,66,100,66,100,0,0,3.0,3.0,120,0,false,1
10002,2.0,3.5,2.4,4.0,320,900,66,100,66,100,0,0,3.0,3.0,60,0,false,1
11001,1.0,2.0,1.5,1.5,250,550,66,80,66,91,0,0,3.0,3.0,0,0,false,1
11002,0.9,2.0,1.3,1.5,250,550,66,80,66,91,0,0,3.0,3.0,0,0,false,1
11003,0.6,1.0,0.8,0.8,250,550,66,80,66,91,0,0,3.0,3.0,0,0,false,1
11004,0.7,1.0,0.8,0.8,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11005,0.5,0.9,0.7,0.7,200,500,100,100,100,100,70,110,8.0,3.0,0,1,true,1
11006,0.3,0.5,0.6,0.5,200,500,100,100,100,100,100,100,8.0,3.0,0,1,true,1
11007,1.0,1.5,1.2,1.3,200,500,66,125,66,125,0,0,3.0,3.0,0,0,false,1
11008,1.0,1.5,1.3,1.5,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11009,1.9,3.4,2.4,2.5,200,500,66,125,66,125,0,0,3.0,3.0,0,1,false,2
11010,1.0,1.0,1.0,1.0,200,600,66,222,66,185,0,0,3.0,3.0,0,0,false,1
11011,1.0,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,false,1
11012,0.8,1.0,0.8,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11013,0.3,1.0,0.6,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,false,1
11014,1.0,1.7,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,true,1
11015,0.5,1.5,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,false,1
11016,1.0,1.0,1.3,1.0,200,500,100,100,100,100,150,160,2.0,3.0,0,1,true,1
