Index,0 Name [0x0],1 Description [0x4],2 Icon [0x8],3 Category (ActionCategory) [0x1C],4 Start Timeline (ActionTimeline) [0xA],5 [UBYTE] [0x1D],6 End Timeline (ActionTimeline) [0x1A],7 [USHORT] [0xC],8 [UBYTE] [0x1E],9 [BYTE] [0x2C],10 [UBYTE] [0x1F],11 [BYTE] [0x2D],12 [BBOOL] [0x30],13 [BBOOL] [0x30],14 [BBOOL] [0x30],15 [BBOOL] [0x30],16 [BBOOL] [0x30],17 [BBOOL] [0x30],18 [BBOOL] [0x30],19 [BBOOL] [0x30],20 [BBOOL] [0x31],21 [BYTE] [0x2E],22 [BBOOL] [0x31],23 [BBOOL] [0x31],24 [UBYTE] [0x20],25 [UBYTE] [0x21],26 [UBYTE] [0x22],27 [BBOOL] [0x31],28 [UBYTE] [0x23],29 [USHORT] [0xE],30 [UBYTE] [0x24],31 [USHORT] [0x10],32 [USHORT] [0x12],33 [BBOOL] [0x31],34 [USHORT] [0x14],35 [USHORT] [0x16],36 [UBYTE] [0x25],37 [BYTE] [0x2F],38 [UBYTE] [0x26],39 [UBYTE] [0x27],40 [USHORT] [0x18],41 [UBYTE] [0x28],42 [UBYTE] [0x29],43 [UBYTE] [0x2A],44 [BBOOL] [0x31],45 [BBOOL] [0x31],46 [UBYTE] [0x2B],47 [BBOOL] [0x31],48 [BBOOL] [0x32],49 [BBOOL] [0x32],50 [BBOOL] [0x32],51 [BBOOL] [0x32],52 [BBOOL] [0x32],53 [BBOOL] [0x32],54 [BBOOL] [0x32],55 [BBOOL] [0x32]
1978,"黑暗球","",705,0,0,0,2879,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1979,"石化","",705,0,130,109,3061,3062,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,60,0,true,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1980,"恐怖球","",705,0,130,109,2880,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1981,"风纪","",705,0,0,0,2947,2948,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1982,"风纪","",705,0,0,0,2949,2950,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,14,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1983,"风纪","",705,0,0,0,2951,2952,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,22,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1984,"攻击","",705,1,0,0,-1,1875,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1985,"攻击","",705,1,0,0,2991,3000,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,2,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1986,"扩散射线","",705,0,0,0,2992,3001,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,30,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1987,"洗脑","",705,0,130,109,2993,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1988,"亚拉戈领域","",705,0,130,109,2994,3002,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1989,"临界突破","",705,0,0,0,3007,3008,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,80,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1990,"气化炸弹","",705,0,0,0,2995,3003,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1991,"自控导弹","",705,0,0,0,2996,3004,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1992,"原子射线","",705,0,130,109,2990,2999,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,45,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1993,"惰性流","",705,0,0,0,2997,3005,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1994,"弹道导弹","",705,0,130,109,2998,3006,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1995,"弹道导弹","",705,0,0,0,2953,2954,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,1,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1996,"弹道导弹","",705,0,0,0,2955,2956,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,2,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1997,"弹道导弹","",705,0,0,0,2957,2958,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,4,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1998,"生命吸收","",705,0,0,0,2907,2908,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,10,0,true,0,0,0,0,0,false,0,30,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
1999,"防卫反应","",705,0,0,0,2909,2910,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,60,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2000,"妨碍波","",705,0,0,0,2911,2912,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,60,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2001,"地雷爆炸","",705,0,0,0,2915,2916,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2002,"地雷大爆炸","",705,0,0,0,2917,2918,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,60,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2003,"猛扫","",705,0,0,0,2325,2330,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,8,0,true,0,0,0,0,0,false,0,80,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2004,"燃烧处理","",705,0,0,0,2288,2304,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,50,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2005,"凶鸟利爪","",705,0,0,0,2751,2752,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2006,"凶鸟尖喙","",705,0,130,109,2753,2754,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,30,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2007,"凶鸟崛起","",705,0,0,0,2755,2756,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2008,"钢铁战车","",705,0,130,109,2757,2758,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,25,0,0,1,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
2009,"钢铁战车","",705,0,130,109,2757,2758,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,25,0,0,1,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
2010,"月流电圈","",705,0,130,109,2759,2760,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,20,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2011,"月流电圈","",705,0,130,109,2759,2760,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,20,0,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2012,"月华冲","",705,0,0,0,2765,2766,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2013,"凶鸟冲","",705,0,0,0,2767,2768,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,true,2,3,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,true,true,true,true,false,false,true
2014,"陨石流","",705,0,0,0,2769,2770,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2015,"热离子光束","",705,0,0,0,2789,2790,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,false,2,4,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2016,"超新星","",705,0,0,0,2761,2762,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2017,"万有引力","",705,0,0,0,2763,2764,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2018,"拘束圈","",705,0,0,0,3059,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2019,"战车","",705,0,0,0,2791,3118,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2020,"天崩地裂","",705,0,0,0,2792,2793,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,50,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2021,"热离子爆发","",705,0,0,0,2794,2795,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,24,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,45,false,false,false,true,true,true,false,false,true
2022,"龙神的加护","",705,0,130,109,2988,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2023,"百万核爆","",705,0,0,0,2776,2777,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2024,"百万核爆","",705,0,130,109,2776,2777,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2025,"陨石冲击","",705,0,0,0,2772,2773,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2026,"陨石冲击","",705,0,0,0,2772,2773,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2027,"陨石冲击","",705,0,0,0,2772,2773,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2028,"岩屑爆炸","",705,0,0,0,2774,2775,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,100,0,true,2,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2029,"岩石骷髅","",705,0,0,0,1208,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2030,"巨石霹雳","",705,0,0,0,1209,1993,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2031,"破魔震","",705,0,130,109,1529,1530,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,60,0,true,0,0,0,0,0,false,30,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2032,"核心之光","",705,0,130,109,2578,2579,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,25,0,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
2033,"沉重打击","",705,0,130,109,2779,1875,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2034,"沉重打击","",705,0,0,0,2780,2781,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,25,0,0,5,4,0,0,0,0,0,false,false,41,false,false,false,false,true,false,false,false,true
2035,"沉重打击","",705,0,0,0,2782,2783,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,12,0,true,0,0,0,0,0,false,25,0,0,5,4,0,0,0,0,0,false,false,42,false,false,false,false,true,false,false,false,true
2036,"沉重打击","",705,0,0,0,2784,2785,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,18,0,true,0,0,0,0,0,false,25,0,0,5,4,0,0,0,0,0,false,false,43,false,false,false,false,true,false,false,false,true
2037,"震地","",705,0,130,109,1529,1530,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,60,0,true,0,0,0,0,0,false,30,0,0,5,4,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
2038,"磁力","",705,0,130,109,2786,3115,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,10,0,true,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2039,"火球","",705,0,0,0,2796,2797,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,true,2,5,0,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2040,"致命冲动","",705,0,0,0,1789,1875,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2041,"拘束链","",705,0,130,109,2798,2799,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,true,0,0,0,0,0,false,100,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2042,"拘束冲击","",705,0,130,109,2800,2801,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,10,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
2043,"烈火球","",705,0,0,0,2802,2803,0,-1,0,100,false,false,false,true,false,false,true,false,false,0,false,true,2,4,0,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2044,"寒冰球","",705,0,0,0,2804,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2045,"雷光链","",705,0,0,0,2805,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2046,"雷光链","",705,0,0,0,2986,2987,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,5,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2047,"灼热俯冲","",705,0,134,109,2806,2807,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,48,20,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2048,"低温俯冲","",705,0,134,109,1825,1861,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,48,20,true,0,0,0,0,0,false,30,0,0,5,2,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2049,"雷霆俯冲","",705,0,134,109,2808,2809,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,4,48,20,true,0,0,0,0,0,false,30,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2050,"千库啵横扫","",705,3,130,109,3031,3043,0,-1,0,30,true,false,false,false,false,false,false,false,false,0,false,true,3,30,0,true,0,0,0,0,0,false,30,0,0,1,7,0,0,0,0,0,false,false,49,false,false,false,true,true,true,false,false,true
2051,"莫古飞天乱","",705,3,130,109,3032,3044,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,80,0,0,1,7,0,0,0,0,0,false,false,30,false,false,false,true,true,true,false,false,true
2052,"莫古之暗","",705,3,0,0,3033,3045,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2053,"放马过来库啵！","",705,3,0,0,2426,2457,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2054,"莫古之光","",705,3,0,0,3034,3046,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2055,"绒绒核爆","",705,2,130,85,2442,2443,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,20,0,true,0,0,0,0,0,false,80,0,0,5,1,0,0,0,0,0,true,false,29,false,false,false,true,true,true,false,false,true
2056,"绒绒陨石","",705,2,0,0,2491,2492,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,30,false,false,false,true,true,true,false,false,true
2057,"莫古的诅咒","",705,2,130,85,3035,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true
2058,"绒绒治疗","",705,2,130,87,2431,2432,0,-1,0,100,true,true,true,false,true,false,false,true,true,0,false,false,1,0,0,false,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2059,"绒绒神圣","",705,2,130,85,2433,2434,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,50,0,true,0,0,0,0,0,false,80,0,0,5,7,0,0,0,0,0,false,false,29,false,false,false,true,true,true,false,false,true
2060,"莫古助威歌","",705,2,130,85,3038,3049,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,false,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2061,"莫古神准箭","",705,3,0,0,2435,2436,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2062,"莫古死亡雨","",705,3,0,0,2488,2489,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2063,"莫古三角攻击","",705,3,0,0,1222,1875,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,false,false,6,19,0,true,0,0,0,0,0,false,15,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,true,true,false,false,true
2064,"莫古三角攻击","",705,3,130,109,3103,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,15,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,false,false,false,false,true
2065,"出其不意库啵","",705,3,0,0,2448,2449,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2066,"攻其不备库啵","",705,3,0,0,2448,2449,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2067,"千库啵冲锋","",705,3,0,0,2451,2452,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,true,3,8,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2068,"森罗贤王","",705,2,130,109,3026,3039,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,50,10,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,25,false,false,false,true,true,true,false,false,true
2069,"位高任重","",705,2,130,109,3027,3040,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,false,0,0,0,0,0,false,30,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2070,"出阵号令","",705,2,130,109,3028,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2071,"王室鼓舞","",705,2,130,109,3029,3041,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,15,0,false,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2072,"莫古陨石","",705,2,130,109,3030,3042,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,50,0,true,0,0,0,0,0,false,50,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2073,"分裂刺","",705,3,130,109,2937,2938,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,5,0,true,0,0,0,0,0,false,25,300,0,1,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
2074,"微墙","",705,3,130,109,2939,2940,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,6,0,false,0,0,0,0,0,false,65,0,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true
2075,"千吨回转","",705,3,134,109,2943,2944,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,20,0,true,0,0,0,0,0,false,160,600,0,3,7,0,0,0,0,0,false,false,30,false,false,false,true,true,true,false,false,true
2076,"掠夺本能","",705,2,134,109,2945,2946,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,50,0,true,0,0,0,0,0,false,0,600,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2077,"狞视","",705,3,130,109,1362,2075,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,17,7,true,0,0,0,0,0,false,23,200,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2078,"十吨横扫","",705,3,130,109,1358,2071,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,0,100,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2079,"百吨横扫","",705,3,132,109,1360,2073,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,25,200,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2080,"百吨回转","",705,3,134,109,1361,2074,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,5,8,0,true,0,0,0,0,0,false,40,250,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2081,"眼魔之眼","",705,3,130,109,1364,2076,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,3,15,0,true,0,0,0,0,0,false,10,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2082,"攻击","",705,4,0,0,2692,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2083,"恐慌潮水","",705,3,0,0,3053,3054,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,false,2,2,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
2084,"恐慌潮水","",705,3,0,0,3055,3056,0,-1,0,50,false,false,false,false,false,false,true,false,false,0,false,false,2,3,0,true,0,0,0,0,0,false,0,0,0,5,6,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true
