Index,0 [BOOL] [0x9],1 [BOOL] [0xA],2 [BOOL] [0xB],3 [BOOL] [0xC],4 [BOOL] [0xD],5 [BOOL] [0xE],6 [BOOL] [0xF],7 [BOOL] [0x10],8 [UBYTE] [0x6],9 [UINT] [0x0],10 [UBYTE] [0x7],11 [USHORT] [0x4],12 [BBOOL] [0x11],13 [BBOOL] [0x11],14 [BBOOL] [0x11],15 [UBYTE] [0x8],16 [BBOOL] [0x11]
2005983,false,false,false,false,false,false,false,false,3,67570,7,2075,true,false,true,0,false
2005984,false,false,false,false,false,false,false,false,3,67570,7,2702,false,false,true,0,false
2005985,false,false,false,false,false,false,false,false,3,67570,7,1626,false,false,true,0,false
2005986,false,false,false,false,false,false,false,false,3,67571,7,2075,true,false,true,0,false
2005987,false,false,false,false,false,false,false,false,3,67572,7,2701,false,false,true,0,false
2005989,false,false,false,false,false,false,false,false,3,67572,7,2701,false,false,true,0,false
2005990,false,false,false,false,false,false,false,false,3,67573,7,2075,true,false,true,0,false
2005991,false,false,false,false,false,false,false,false,3,67573,7,1626,false,false,true,0,false
2005992,false,false,false,false,false,false,false,false,3,67269,7,9497,true,false,true,0,false
2005993,false,false,false,false,false,false,false,false,3,67281,7,2075,true,false,true,0,false
2005994,false,false,false,false,false,false,false,false,3,67281,7,9499,false,false,true,0,false
2005995,false,false,false,false,false,false,false,false,3,67283,7,2075,true,false,true,0,false
2005996,false,false,false,false,false,false,false,false,3,67283,7,2075,true,false,true,0,false
2005997,false,false,false,false,false,false,false,false,3,67283,7,2075,true,false,true,0,false
2005998,false,false,false,false,false,false,false,false,3,67283,7,9081,false,false,true,0,false
2005999,false,false,false,false,false,false,false,false,3,67283,7,9500,false,false,true,0,false
2006000,false,false,false,false,false,false,false,false,3,67276,7,3745,true,false,true,0,false
2006001,false,false,false,false,false,false,false,false,3,67285,7,3717,true,false,true,0,false
2006002,false,false,false,false,false,false,false,false,3,67292,7,2702,false,false,true,0,false
2006003,false,false,false,false,false,false,false,false,3,67292,7,7270,false,false,true,0,false
2006004,false,false,false,false,false,false,false,false,3,67292,7,2075,true,false,true,0,false
2006005,false,false,false,false,false,false,false,false,3,67298,7,2075,true,false,true,0,false
2006006,false,false,false,false,false,false,false,false,3,67298,7,2075,true,false,true,0,false
2006007,false,false,false,false,false,false,false,false,3,67298,7,2075,true,false,true,0,false
2006008,false,false,false,false,false,false,false,false,3,67301,7,2702,false,false,true,0,false
2006009,false,false,false,false,false,false,false,false,3,67302,7,2702,false,false,true,0,false
2006010,false,false,false,false,false,false,false,false,3,67305,7,9501,false,false,true,0,false
2006011,false,false,false,false,false,false,false,false,3,67305,7,9501,false,false,true,0,false
2006012,false,false,false,false,false,false,false,false,3,1835014,0,1626,true,false,true,0,false
2006013,false,false,false,false,false,false,false,false,3,67305,7,2075,true,false,true,0,false
2006014,false,false,false,false,false,false,false,false,3,67305,7,2075,true,false,true,0,false
2006015,false,false,false,false,false,false,false,false,3,67305,7,2075,true,false,true,0,false
2006016,false,false,false,false,false,false,false,false,3,131236,0,1629,true,false,true,0,false
2006017,false,false,false,false,false,false,false,false,3,67425,7,1625,true,false,true,0,false
2006018,false,false,false,false,false,false,false,false,3,67428,7,9534,false,false,true,0,false
2006019,false,false,false,false,false,false,false,false,3,67428,7,1625,true,false,true,0,false
2006020,false,false,false,false,false,false,false,false,2,983600,0,5478,true,false,true,3,false
2006021,false,false,false,false,false,false,false,false,2,983600,0,5479,true,false,true,3,false
2006022,false,false,false,false,false,false,false,false,2,983600,0,11500,true,false,true,3,false
2006023,false,false,false,false,false,false,false,false,3,67434,7,9511,false,false,true,0,false
2006024,false,false,false,false,false,false,false,false,3,67434,7,9512,false,false,true,0,false
2006025,false,false,false,false,false,false,false,false,3,67434,7,9512,false,false,true,0,false
2006026,false,false,false,false,false,false,false,false,3,67434,7,2075,true,false,true,0,false
2006027,false,false,false,false,false,false,false,false,3,67434,7,2075,true,false,true,0,false
2006028,false,false,false,false,false,false,false,false,3,67434,7,1625,true,false,true,0,false
2006029,false,false,false,false,false,false,false,false,3,67351,7,1625,true,false,true,0,false
2006030,false,false,false,false,false,false,false,false,3,67352,7,1625,true,false,true,0,false
2006031,false,false,false,false,false,false,false,false,3,67353,7,9508,true,false,true,0,false
2006032,false,false,false,false,false,false,false,false,3,67354,7,9509,true,false,true,0,false
2006033,false,false,false,false,false,false,false,false,3,67447,7,2075,true,false,true,0,false
2006034,false,false,false,false,false,false,false,false,4,0,0,9522,false,false,true,0,false
2006035,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006036,false,false,false,false,false,false,false,false,2,0,0,3697,false,false,true,0,false
2006037,false,false,false,false,false,false,false,false,1,2359301,0,0,true,false,true,0,false
2006038,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006039,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006040,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006041,false,false,false,false,false,false,false,false,3,67270,7,2075,true,false,true,0,false
2006042,false,false,false,false,false,false,false,false,3,67270,7,2075,true,false,true,0,false
2006043,false,false,false,false,false,false,false,false,3,67270,7,2075,true,false,true,0,false
2006044,false,false,false,false,false,false,false,false,2,0,7,2075,true,false,true,0,false
2006045,false,false,false,false,false,false,false,false,2,0,7,2075,true,false,true,0,false
2006046,false,false,false,false,false,false,false,false,2,0,7,2075,true,false,true,0,false
2006047,false,false,false,false,false,false,false,false,3,67222,7,2702,false,false,true,0,false
2006048,false,false,false,false,false,false,false,false,4,0,0,9621,false,false,true,0,false
2006049,false,false,false,false,false,false,false,false,3,0,0,3784,false,false,true,0,false
2006050,false,false,false,false,false,false,false,false,3,66121,7,2075,true,false,true,0,false
2006051,false,false,false,false,false,false,false,false,3,66121,7,2075,true,false,true,0,false
2006052,false,false,false,false,false,false,false,false,3,66121,7,2075,true,false,true,0,false
2006053,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006054,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006055,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006056,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006057,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006058,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006059,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006060,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006061,false,false,false,false,false,false,false,false,3,67502,7,1625,true,false,true,0,false
2006062,false,false,false,false,false,false,false,false,3,67502,7,1625,true,false,true,0,false
2006063,false,false,false,false,false,false,false,false,3,67502,7,1625,true,false,true,0,false
2006064,false,false,false,false,false,false,false,false,3,67503,7,11436,true,false,true,0,false
2006065,false,false,false,false,false,false,false,false,3,67503,7,11436,true,false,true,0,false
2006066,false,false,false,false,false,false,false,false,3,67503,7,11436,true,false,true,0,false
2006067,false,false,false,false,false,false,false,false,3,67503,7,11436,true,false,true,0,false
2006068,false,false,false,false,false,false,false,false,3,67503,7,11436,true,false,true,0,false
2006069,false,false,false,false,false,false,false,false,3,67503,7,11436,true,false,true,0,false
2006070,false,false,false,false,false,false,false,false,3,67503,7,11436,true,false,true,0,false
2006071,false,false,false,false,false,false,false,false,3,67503,7,11436,true,false,true,0,false
2006072,false,false,false,false,false,false,false,false,3,67504,7,11436,true,false,true,0,false
2006073,false,false,false,false,false,false,false,false,3,67504,7,11436,true,false,true,0,false
2006074,false,false,false,false,false,false,false,false,3,67504,7,11436,true,false,true,0,false
2006075,false,false,false,false,false,false,false,false,3,67504,7,11436,true,false,true,0,false
2006076,false,false,false,false,false,false,false,false,3,67504,7,11436,true,false,true,0,false
2006077,false,false,false,false,false,false,false,false,3,67505,7,2075,true,false,true,0,false
2006080,false,false,false,false,false,false,false,false,3,67506,7,2075,true,false,true,0,false
2006081,false,false,false,false,false,false,false,false,3,67507,7,2075,true,false,true,0,false
2006082,false,false,false,false,false,false,false,false,3,67507,7,2075,true,false,true,0,false
2006083,false,false,false,false,false,false,false,false,3,67507,7,2075,true,false,true,0,false
2006084,false,false,false,false,false,false,false,false,3,0,7,2075,true,false,true,0,false
2006085,false,false,false,false,false,false,false,false,3,67399,7,2702,false,false,true,0,false
2006086,false,false,false,false,false,false,false,false,3,67400,7,2702,false,false,true,0,false
2006087,false,false,false,false,false,false,false,false,3,67402,7,2702,false,false,true,0,false
2006088,false,false,false,false,false,false,false,false,3,67402,7,2702,false,false,true,0,false
2006089,false,false,false,false,false,false,false,false,3,67402,7,2702,false,false,true,0,false
2006090,false,false,false,false,false,false,false,false,3,67403,7,2702,false,false,true,0,false
2006091,false,false,false,false,false,false,false,false,3,67403,7,2702,false,false,true,0,false
2006092,false,false,false,false,false,false,false,false,3,67403,7,2702,false,false,true,0,false
2006093,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006094,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006095,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006096,false,false,false,false,false,false,false,false,3,67571,7,2047,false,false,true,0,false
2006097,false,false,false,false,false,false,false,false,3,67471,7,2702,false,false,true,0,false
2006098,false,false,false,false,false,false,false,false,3,67478,7,2702,false,false,true,0,false
2006099,false,false,false,false,false,false,false,false,3,67485,7,2702,false,false,true,0,false
2006100,false,false,false,false,false,false,false,false,3,67487,7,2702,false,false,true,0,false
2006101,false,false,false,false,false,false,false,false,3,67487,7,2702,false,false,true,0,false
2006102,false,false,false,false,false,false,false,false,3,67487,7,2702,false,false,true,0,false
2006103,false,false,false,false,false,false,false,false,3,67489,7,2056,false,false,true,0,false
2006104,false,false,false,false,false,false,false,false,3,67489,7,2075,true,false,true,0,false
2006105,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006106,false,false,false,false,false,false,false,false,3,67357,7,2702,false,false,true,0,false
2006107,false,false,false,false,false,false,false,false,3,67367,7,2702,false,false,true,0,false
2006108,false,false,false,false,false,false,false,false,3,67367,7,2702,false,false,true,0,false
2006109,false,false,false,false,false,false,false,false,3,67511,7,9476,true,false,true,0,false
2006110,false,false,false,false,false,false,false,false,3,67511,7,9476,true,false,true,0,false
2006111,false,false,false,false,false,false,false,false,3,67511,7,9476,true,false,true,0,false
2006112,false,false,false,false,false,false,false,false,3,67511,7,9476,true,false,true,0,false
2006113,false,false,false,false,false,false,false,false,3,67512,7,9476,true,false,true,0,false
2006114,false,false,false,false,false,false,false,false,3,67512,7,9510,true,false,true,0,false
2006115,false,false,false,false,false,false,false,false,3,67512,7,9510,true,false,true,0,false
2006116,false,false,false,false,false,false,false,false,3,67512,7,3755,false,false,true,0,false
2006117,false,false,false,false,false,false,false,false,3,67512,7,3755,false,false,true,0,false
2006118,false,false,false,false,false,false,false,false,3,67513,7,9523,false,false,true,0,false
2006119,false,false,false,false,false,false,false,false,3,67514,7,2702,false,false,true,0,false
2006120,false,false,false,false,false,false,false,false,3,853041,7,3904,false,false,true,0,false
2006121,false,false,false,false,false,false,false,false,3,853041,7,3904,false,false,true,0,false
2006122,false,false,false,false,false,false,false,false,3,853041,7,9335,false,false,true,0,false
2006123,false,false,false,false,false,false,false,false,3,853041,7,9336,false,false,true,0,false
2006124,false,false,false,false,false,false,false,false,3,67626,7,2075,true,false,true,0,false
2006125,false,false,false,false,false,false,false,false,3,0,7,2075,true,false,true,0,false
2006126,false,false,false,false,false,false,false,false,2,0,0,3995,true,false,true,0,false
2006127,false,false,false,false,false,false,false,false,3,67311,7,3745,true,false,true,0,false
2006128,false,false,false,false,false,false,false,false,3,67311,7,3745,true,false,true,0,false
2006129,false,false,false,false,false,false,false,false,3,67311,7,3745,true,false,true,0,false
2006130,false,false,false,false,false,false,false,false,3,67312,7,2075,true,false,true,0,false
2006131,false,false,false,false,false,false,false,false,3,67312,7,9504,false,false,true,0,false
2006132,false,false,false,false,false,false,false,false,3,67313,7,2075,true,false,true,0,false
2006133,false,false,false,false,false,false,false,false,3,67313,7,2075,true,false,true,0,false
2006134,false,false,false,false,false,false,false,false,3,67313,7,2075,true,false,true,0,false
2006135,false,false,false,false,false,false,false,false,3,67313,7,9504,false,false,true,0,false
2006136,false,false,false,false,false,false,false,false,3,67313,7,9504,false,false,true,0,false
2006137,false,false,false,false,false,false,false,false,3,67313,7,9504,false,false,true,0,false
2006138,false,false,false,false,false,false,false,false,3,67313,7,9504,false,false,true,0,false
2006139,false,false,false,false,false,false,false,false,3,67317,7,9080,false,false,true,0,false
2006140,false,false,false,false,false,false,false,false,3,67317,7,9079,false,false,true,0,false
2006141,false,false,false,false,false,false,false,false,3,67318,7,2075,true,false,true,0,false
2006142,false,false,false,false,false,false,false,false,3,67318,7,9505,false,false,true,0,false
2006143,false,false,false,false,false,false,false,false,3,67319,7,2075,true,false,true,0,false
2006144,false,false,false,false,false,false,false,false,3,67319,7,4106,false,false,true,0,false
2006145,false,false,false,false,false,false,false,false,3,67458,7,2702,false,false,true,0,false
2006146,false,false,false,false,false,false,false,false,3,67458,7,2702,false,false,true,0,false
2006147,false,false,false,false,false,false,false,false,3,67458,7,2702,false,false,true,0,false
2006148,false,false,false,false,false,false,false,false,3,67459,7,2702,false,false,true,0,false
2006149,false,false,false,false,false,false,false,false,3,67460,7,3183,true,false,true,0,false
2006150,false,false,false,false,false,false,false,false,3,67460,7,3183,true,false,true,0,false
2006151,false,false,false,false,false,false,false,false,3,67460,7,3183,true,false,true,0,false
2006153,false,false,false,false,false,false,false,false,3,67461,7,9507,false,false,true,0,false
2006154,false,false,false,false,false,false,false,false,3,67461,7,7271,false,false,true,0,false
2006155,false,false,false,false,false,false,false,false,3,67461,7,3186,false,false,true,0,false
2006156,false,false,false,false,false,false,false,false,3,67461,7,5765,false,false,true,0,false
2006157,false,false,false,false,false,false,false,false,3,67462,7,2056,false,false,true,0,false
2006158,false,false,false,false,false,false,false,false,3,67462,7,3186,false,false,true,0,false
2006159,false,false,false,false,false,false,false,false,3,67462,7,7271,false,false,true,0,false
2006160,false,false,false,false,false,false,false,false,3,67462,7,9463,false,false,true,0,false
2006161,false,false,false,false,false,false,false,false,3,67462,7,9082,false,false,true,0,false
2006162,false,false,false,false,false,false,false,false,3,67462,7,2702,false,false,true,0,false
2006163,false,false,false,false,false,false,false,false,3,67463,7,2056,false,false,true,0,false
2006164,false,false,false,false,false,false,false,false,3,67463,7,3186,false,false,true,0,false
2006165,false,false,false,false,false,false,false,false,3,67463,7,7271,false,false,true,0,false
2006166,false,false,false,false,false,false,false,false,3,67463,7,9463,false,false,true,0,false
2006167,false,false,false,false,false,false,false,false,3,67463,7,9082,false,false,true,0,false
2006168,false,false,false,false,false,false,false,false,3,853190,7,9081,false,false,true,0,false
2006169,false,false,false,false,false,false,false,false,3,67463,7,9465,false,false,true,0,false
2006170,false,false,false,false,false,false,false,false,3,853038,7,4397,true,false,true,0,false
2006171,false,false,false,false,false,false,false,false,4,0,0,9189,false,false,true,0,false
2006172,false,false,false,false,false,false,false,false,3,0,7,9330,false,false,true,0,false
2006173,false,false,false,false,false,false,false,false,2,0,0,3719,false,false,true,0,false
2006174,false,false,false,false,false,false,false,false,2,0,0,3133,false,false,true,0,false
2006175,false,false,false,false,false,false,false,false,2,0,7,2075,true,false,true,0,false
2006177,false,false,false,false,false,false,false,false,2,0,0,9405,true,false,true,0,false
2006178,false,false,false,false,false,false,false,false,2,0,0,9406,true,false,true,0,false
2006179,false,false,false,false,false,false,false,false,3,67318,7,9506,false,false,true,0,false
2006180,false,false,false,false,false,false,false,false,3,67626,7,2075,true,false,true,0,false
2006181,false,false,false,false,false,false,false,false,3,67428,7,2075,true,false,true,0,false
2006182,false,false,false,false,false,false,false,false,3,67226,7,1625,true,false,true,0,false
2006183,false,false,false,false,false,false,false,false,3,67564,7,1626,false,false,true,0,false
2006184,false,false,false,false,false,false,false,false,3,67567,7,1626,false,false,true,0,false
2006185,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006186,false,false,false,false,false,false,false,false,3,2818054,7,9524,true,false,true,0,false
2006187,false,false,false,false,false,false,false,false,3,2818055,7,9524,true,false,true,0,false
2006188,false,false,false,false,false,false,false,false,3,2818056,7,9524,true,false,true,0,false
2006189,false,false,false,false,false,false,false,false,3,2818057,7,9524,true,false,true,0,false
2006190,false,false,false,false,false,false,false,false,3,2818058,7,9524,true,false,true,0,false
2006191,false,false,false,false,false,false,false,false,3,2818059,7,9524,true,false,true,0,false
2006192,false,false,false,false,false,false,false,false,3,2818060,7,9524,true,false,true,0,false
2006193,false,false,false,false,false,false,false,false,3,2818061,7,9524,true,false,true,0,false
2006194,false,false,false,false,false,false,false,false,3,2818062,7,9524,true,false,true,0,false
2006195,false,false,false,false,false,false,false,false,3,2818068,7,9524,true,false,true,0,false
2006196,false,false,false,false,false,false,false,false,3,2818069,7,9524,true,false,true,0,false
2006197,false,false,false,false,false,false,false,false,3,2818070,7,9524,true,false,true,0,false
2006198,false,false,false,false,false,false,false,false,3,2818071,7,9524,true,false,true,0,false
2006199,false,false,false,false,false,false,false,false,3,2818072,7,9524,true,false,true,0,false
2006200,false,false,false,false,false,false,false,false,3,2818073,7,9524,true,false,true,0,false
2006201,false,false,false,false,false,false,false,false,3,2818074,7,9524,true,false,true,0,false
2006202,false,false,false,false,false,false,false,false,3,2818075,7,9524,true,false,true,0,false
2006203,false,false,false,false,false,false,false,false,3,2818076,7,9524,true,false,true,0,false
2006204,false,false,false,false,false,false,false,false,3,2818077,7,9524,true,false,true,0,false
2006205,false,false,false,false,false,false,false,false,3,2818083,7,9524,true,false,true,0,false
2006206,false,false,false,false,false,false,false,false,3,2818084,7,9524,true,false,true,0,false
2006207,false,false,false,false,false,false,false,false,3,2818085,7,9524,true,false,true,0,false
2006208,false,false,false,false,false,false,false,false,3,2818086,7,9524,true,false,true,0,false
2006209,false,false,false,false,false,false,false,false,3,2818087,7,9524,true,false,true,0,false
2006210,false,false,false,false,false,false,false,false,3,2818088,7,9524,true,false,true,0,false
2006211,false,false,false,false,false,false,false,false,3,2818089,7,9524,true,false,true,0,false
2006212,false,false,false,false,false,false,false,false,3,2818090,7,9524,true,false,true,0,false
2006213,false,false,false,false,false,false,false,false,3,2818091,7,9524,true,false,true,0,false
2006214,false,false,false,false,false,false,false,false,3,2818092,7,9524,true,false,true,0,false
2006215,false,false,false,false,false,false,false,false,3,2818098,7,9524,true,false,true,0,false
2006216,false,false,false,false,false,false,false,false,3,2818099,7,9524,true,false,true,0,false
2006217,false,false,false,false,false,false,false,false,3,2818100,7,9524,true,false,true,0,false
2006218,false,false,false,false,false,false,false,false,3,2818101,7,9524,true,false,true,0,false
2006219,false,false,false,false,false,false,false,false,3,2818102,7,9524,true,false,true,0,false
2006220,false,false,false,false,false,false,false,false,3,2818103,7,9524,true,false,true,0,false
2006221,false,false,false,false,false,false,false,false,3,2818104,7,9524,true,false,true,0,false
2006222,false,false,false,false,false,false,false,false,3,2818105,7,9524,true,false,true,0,false
2006223,false,false,false,false,false,false,false,false,3,2818106,7,9524,true,false,true,0,false
2006224,false,false,false,false,false,false,false,false,3,2818107,7,9524,true,false,true,0,false
2006225,false,false,false,false,false,false,false,false,3,2818113,7,9524,true,false,true,0,false
2006226,false,false,false,false,false,false,false,false,3,2818114,7,9524,true,false,true,0,false
2006227,false,false,false,false,false,false,false,false,3,2818115,7,9524,true,false,true,0,false
2006228,false,false,false,false,false,false,false,false,3,2818116,7,9524,true,false,true,0,false
2006229,false,false,false,false,false,false,false,false,3,2818117,7,9524,true,false,true,0,false
2006230,false,false,false,false,false,false,false,false,3,2818118,7,9524,true,false,true,0,false
2006231,false,false,false,false,false,false,false,false,3,2818119,7,9524,true,false,true,0,false
2006232,false,false,false,false,false,false,false,false,3,2818120,7,9524,true,false,true,0,false
2006233,false,false,false,false,false,false,false,false,3,2818121,7,9524,true,false,true,0,false
2006234,false,false,false,false,false,false,false,false,3,2818122,7,9524,true,false,true,0,false
2006235,false,false,false,false,false,false,false,false,1,983045,0,12479,true,false,true,0,true
2006236,false,false,false,false,false,false,false,false,3,67200,7,2075,true,false,true,0,false
2006237,false,false,false,false,false,false,false,false,3,67200,7,2075,true,false,true,0,false
2006238,false,false,false,false,false,false,false,false,3,67200,7,2075,true,false,true,0,false
2006239,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006240,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006241,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006242,false,false,false,false,false,false,false,false,3,67265,7,9516,true,false,true,0,false
2006243,false,false,false,false,false,false,false,false,3,67405,7,2076,true,false,true,0,false
2006244,false,false,false,false,false,false,false,false,3,67405,7,2076,true,false,true,0,false
2006245,false,false,false,false,false,false,false,false,3,67405,7,2075,true,false,true,0,false
2006246,false,false,false,false,false,false,false,false,3,67406,7,2075,true,false,true,0,false
2006247,false,false,false,false,false,false,false,false,3,67406,7,2075,true,false,true,0,false
2006248,false,false,false,false,false,false,false,false,3,67406,7,2075,true,false,true,0,false
2006249,false,false,false,false,false,false,false,false,3,67406,7,9514,true,false,true,0,false
2006250,false,false,false,false,false,false,false,false,3,67406,7,9514,true,false,true,0,false
2006251,false,false,false,false,false,false,false,false,3,67406,7,9514,true,false,true,0,false
2006252,false,false,false,false,false,false,false,false,3,67406,7,9514,true,false,true,0,false
2006253,false,false,false,false,false,false,false,false,3,67406,7,9514,true,false,true,0,false
2006254,false,false,false,false,false,false,false,false,3,67442,7,9073,true,false,true,0,false
2006255,false,false,false,false,false,false,false,false,3,67442,7,2075,true,false,true,0,false
2006256,false,false,false,false,false,false,false,false,3,67442,7,9515,false,false,true,0,false
2006257,false,false,false,false,false,false,false,false,3,67406,7,9513,false,false,true,0,false
2006258,false,false,false,false,false,false,false,false,3,67406,7,9513,false,false,true,0,false
2006259,false,false,false,false,false,false,false,false,3,67233,7,1626,false,false,true,0,false
2006260,false,false,false,false,false,false,false,false,3,67236,7,1626,false,false,true,0,false
2006261,false,false,false,false,false,false,false,false,3,67238,7,9528,false,false,true,0,false
2006262,false,false,false,false,false,false,false,false,3,67238,7,2075,true,false,true,0,false
2006265,false,false,false,false,false,false,false,false,3,67238,7,4155,false,false,true,0,false
2006266,false,false,false,false,false,false,false,false,3,67238,7,1626,false,false,true,0,false
2006267,false,false,false,false,false,false,false,false,3,67239,7,9455,false,false,true,0,false
2006268,false,false,false,false,false,false,false,false,3,67240,7,1626,false,false,true,0,false
2006269,false,false,false,false,false,false,false,false,3,67242,7,2076,true,false,true,0,false
2006270,false,false,false,false,false,false,false,false,3,67242,7,2076,true,false,true,0,false
2006271,false,false,false,false,false,false,false,false,3,67242,7,2076,true,false,true,0,false
2006272,false,false,false,false,false,false,false,false,3,67242,7,2075,true,false,true,0,false
2006273,false,false,false,false,false,false,false,false,3,67243,7,1626,false,false,true,0,false
2006274,false,false,false,false,false,false,false,false,3,67246,7,2075,true,false,true,0,false
2006275,false,false,false,false,false,false,false,false,3,67246,7,2075,true,false,true,0,false
2006276,false,false,false,false,false,false,false,false,3,67247,7,9456,false,false,true,0,false
2006277,false,false,false,false,false,false,false,false,3,67247,7,9457,false,false,true,0,false
2006278,false,false,false,false,false,false,false,false,3,67248,7,9450,false,false,true,0,false
2006279,false,false,false,false,false,false,false,false,3,67248,7,1626,false,false,true,0,false
2006280,false,false,false,false,false,false,false,false,3,67256,0,9422,false,false,true,0,false
2006281,false,false,false,false,false,false,false,false,2,0,7,9435,true,false,true,0,false
2006282,false,false,false,false,false,false,false,false,2,0,7,9435,true,false,true,0,false
2006283,false,false,false,false,false,false,false,false,2,0,7,9435,true,false,true,0,false
2006284,false,false,false,false,false,false,false,false,2,0,7,9435,true,false,true,0,false
2006285,false,false,false,false,false,false,false,false,2,0,7,9435,true,false,true,0,false
2006286,false,false,false,false,false,false,false,false,2,0,7,9435,true,false,true,0,false
2006287,false,false,false,false,false,false,false,false,3,67650,7,2075,true,false,true,0,false
2006288,false,false,false,false,false,false,false,false,3,67651,7,2076,true,false,true,0,false
2006289,false,false,false,false,false,false,false,false,3,67652,7,2076,true,false,true,0,false
2006290,false,false,false,false,false,false,false,false,3,67590,7,1626,false,false,true,0,false
2006291,false,false,false,false,false,false,false,false,3,67591,7,2075,true,false,true,0,false
2006292,false,false,false,false,false,false,false,false,3,67591,7,9321,true,false,true,0,false
2006293,false,false,false,false,false,false,false,false,3,67591,7,1625,true,false,true,0,false
2006294,false,false,false,false,false,false,false,false,4,0,0,9447,false,false,true,0,false
2006295,false,false,false,false,false,false,false,false,3,67592,7,1625,true,false,true,0,false
2006296,false,false,false,false,false,false,false,false,3,67592,7,1626,false,false,true,0,false
2006297,false,false,false,false,false,false,false,false,4,0,0,9526,false,false,true,0,false
2006298,false,false,false,false,false,false,false,false,3,67593,7,1626,false,false,true,0,false
2006299,false,false,false,false,false,false,false,false,4,0,0,9527,false,false,true,0,false
2006300,false,false,false,false,false,false,false,false,3,67250,7,1625,true,false,true,0,false
2006301,false,false,false,false,false,false,false,false,3,67251,7,1625,true,false,true,0,false
2006302,false,false,false,false,false,false,false,false,3,67253,7,1625,true,false,true,0,false
2006303,false,false,false,false,false,false,false,false,3,67253,7,1625,true,false,true,0,false
2006304,false,false,false,false,false,false,false,false,3,67253,7,1625,true,false,true,0,false
2006305,false,false,false,false,false,false,false,false,3,67594,7,2075,true,false,true,0,false
2006306,false,false,false,false,false,false,false,false,3,67594,7,1625,true,false,true,0,false
2006307,false,false,false,false,false,false,false,false,3,67594,7,1626,false,false,true,0,false
2006308,false,false,false,false,false,false,false,false,3,1900632,7,4397,true,false,true,0,false
2006309,false,false,false,false,false,false,false,false,3,1900633,7,4397,true,false,true,0,false
2006310,false,false,false,false,false,false,false,false,4,0,0,9422,false,false,true,0,false
2006311,false,false,false,false,false,false,false,false,3,67319,7,9506,false,false,true,0,false
2006312,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006313,false,false,false,false,false,false,false,false,3,67549,7,1626,false,false,true,0,false
2006314,false,false,false,false,false,false,false,false,3,67550,7,2075,true,false,true,0,false
2006315,false,false,false,false,false,false,false,false,3,67550,7,2075,true,false,true,0,false
2006316,false,false,false,false,false,false,false,false,3,67552,7,1626,true,false,true,0,false
2006317,false,false,false,false,false,false,false,false,3,67553,7,1626,false,false,true,0,false
2006318,false,false,false,false,false,false,false,false,3,67553,7,2075,true,false,true,0,false
2006319,false,false,false,false,false,false,false,false,3,67555,7,2742,false,false,true,0,false
2006320,false,false,false,false,false,false,false,false,3,67555,7,1626,false,false,true,0,false
2006321,false,false,false,false,false,false,false,false,3,0,0,2742,false,false,true,0,false
2006322,false,false,false,false,false,false,false,false,3,67548,7,9547,false,false,true,0,false
2006323,false,false,false,false,false,false,false,false,3,67563,7,2701,false,false,true,0,false
2006324,false,false,false,false,false,false,false,false,3,67563,7,2701,false,false,true,0,false
2006325,false,false,false,false,false,false,false,false,3,67563,7,2701,false,false,true,0,false
2006326,false,false,false,false,false,false,false,false,4,0,0,4155,false,false,true,0,false
2006327,false,false,false,false,false,false,false,false,1,0,0,0,false,false,true,0,false
2006328,false,false,false,false,false,false,false,false,4,0,0,9335,false,false,true,0,false
2006329,false,false,false,false,false,false,false,false,4,0,0,3904,false,false,true,0,false
2006330,false,false,false,false,false,false,false,false,3,67406,7,2075,true,false,true,0,false
2006331,false,false,false,false,false,false,false,false,3,67406,7,9513,false,false,true,0,false
2006332,false,false,false,false,false,false,false,false,2,0,0,2075,true,false,true,0,false
2006333,false,false,false,false,false,false,false,false,3,67591,7,9447,false,false,true,0,false
