Index,0 [STRING] [0x0],1 [BYTE] [0x8],2 [STRING] [0x4],3 [BYTE] [0x9],4 [BYTE] [0xA],5 [BYTE] [0xB],6 [BYTE] [0xC],7 [BYTE] [0xD]
1071,"真菌长须豹",0,"",0,0,1,0,0
1072,"卢恩人采菌手",0,"",0,0,1,0,0
1073,"虚雷弹怪",0,"",0,0,1,0,0
1074,"愤怒针鼹",0,"",0,0,1,0,0
1075,"血腥海盗",0,"",0,0,1,0,0
1076,"丑陋水牛",0,"",0,0,1,0,0
1077,"狂热原牛",0,"",0,0,1,0,0
1078,"吸血蝙蝠",0,"",0,0,1,0,0
1079,"多疑巨型陆蟹",0,"",0,0,1,0,0
1080,"鲜血滨利螯陆蟹",0,"",0,0,1,0,0
1081,"大螯陆蟹",0,"",0,0,1,0,0
1082,"无毛鼹鼠",0,"",0,0,1,0,0
1083,"大鼹鼠",0,"",0,0,1,0,0
1084,"欺诈盲头蟹",0,"",0,0,1,0,0
1085,"大洋妖红花",0,"",0,0,1,0,0
1086,"醉酒小魔精",0,"",0,0,1,0,0
1087,"野生渡渡鸟",0,"",0,0,1,0,0
1088,"脏乱黑豺",0,"",0,0,1,0,0
1089,"黑豺幼崽",0,"",0,0,1,0,0
1090,"急促黑豺",0,"",0,0,1,0,0
1091,"贪婪古菩猩猩",0,"",0,0,1,0,0
1092,"海岸蔓德拉",0,"",0,0,1,0,0
1093,"行进蔓德拉",0,"",0,0,1,0,0
1094,"鹰眼兀鹫",0,"",0,0,1,0,0
1095,"堆蛋渡渡鸟",0,"",0,0,1,0,0
1096,"离群渡渡鸟",0,"",0,0,1,0,0
1097,"有鳞跳蜥",0,"",0,0,1,0,0
1098,"野性白牡羊",0,"",0,0,1,0,0
1099,"迷途白绵羊",0,"",0,0,1,0,0
1100,"堤蟾蜍",0,"",0,0,1,0,0
1101,"仓储沟鼠",0,"",0,0,1,0,0
1102,"狂暴海月水母",0,"",0,0,1,0,0
1103,"盐水海月水母",0,"",0,0,1,0,0
1104,"阿拉米格人志愿兵",0,"",0,0,1,0,0
1105,"贼眉鼠眼的商人",0,"",0,0,1,0,0
1106,"贼眉鼠眼的无赖",0,"",0,0,1,0,0
1107,"贼眉鼠眼的无赖",0,"",0,0,1,0,0
1108,"打火心 玛格丽",0,"",0,0,1,0,0
1109,"精炼之人 玛玛恩佐",0,"",0,0,1,0,0
1110,"精炼者奴隶",0,"",0,0,1,0,0
1111,"斩首食人魔",0,"",0,0,1,0,0
1112,"砂岩守卫",0,"",0,0,1,0,0
1113,"帝国传令官",0,"",0,0,1,0,0
1114,"黄牙 姆姆卢恩",0,"",0,0,1,0,0
1115,"卢恩人吞黄手",0,"",0,0,1,0,0
1116,"瘦喙魔鸟",0,"",0,0,1,0,0
1117,"夜翼小恶魔",0,"",0,0,1,0,0
1118,"岩石毒蜥蜴",0,"",0,0,1,0,0
1119,"丘陵毒蜥蜴",0,"",0,0,1,0,0
1120,"虚焰弹怪",0,"",0,0,1,0,0
1121,"虚无蝇王",0,"",0,0,1,0,0
1122,"不毛秃鹫",0,"",0,0,1,0,0
1123,"顽皮之魂",0,"",0,0,1,0,0
1124,"饥饿母山羊",0,"",0,0,1,0,0
1125,"饥饿公山羊",0,"",0,0,1,0,0
1126,"战斗火蛟",0,"",0,0,1,0,0
1127,"焚刑人 罗德古·春",0,"",0,0,1,0,0
1128,"贼眉鼠眼的偷猎者",0,"",0,0,1,0,0
1129,"贼眉鼠眼的偷猎者",0,"",0,0,1,0,0
1130,"红腹抢夺蜂兵",0,"",0,0,1,0,0
1131,"红腹冲刺蜂兵",0,"",0,0,1,0,0
1132,"猛息套索花",0,"",0,0,1,0,0
1133,"变节者 克莱尔维斯",0,"",0,0,1,0,0
1134,"斑纹水蜥",0,"",0,0,1,0,0
1135,"利齿鬼鮟鱇",0,"",0,0,1,0,0
1136,"扭曲树精",0,"",0,0,1,0,0
1137,"大羽翼 帕妮希亚",0,"",0,0,1,0,0
1138,"精炼清飒之妖精",0,"",0,0,1,0,0
1139,"精炼呻吟之妖精",0,"",0,0,1,0,0
1140,"巨蜂",0,"",0,0,1,0,0
1141,"无赖石像魔",0,"",0,0,1,0,0
1142,"蜜蜂云",0,"",0,0,1,0,0
1143,"入魔的蕾芙奎因",0,"",0,0,1,0,0
1144,"长风狐猴",0,"",0,0,1,0,0
1145,"叶脉兔蝓",0,"",0,0,1,0,0
1146,"翼手蝠",0,"",0,0,1,0,0
1147,"食腐血蚤",0,"",0,0,1,0,0
1148,"哥布林牧人",0,"",0,0,1,0,0
1149,"第3陆战队二等漩兵",0,"",0,0,1,0,0
1150,"贼眉鼠眼的海盗",0,"",0,0,1,0,0
1151,"贼眉鼠眼的海盗",0,"",0,0,1,0,0
1152,"256号",0,"",0,0,1,0,0
1153,"莫拉比石壳蟹",0,"",0,0,1,0,0
1154,"第426团募缘修士 籍蛊",0,"",0,0,1,0,0
1155,"第426团传教士",0,"",0,0,1,0,0
1156,"第426团受施者",0,"",0,0,1,0,0
1157,"第426团采矿员",0,"",0,0,1,0,0
1158,"第426团巡视员",0,"",0,0,1,0,0
1159,"虚无战士",0,"",0,0,1,0,0
1160,"妄言的曼赛尔",0,"",0,0,1,0,0
1161,"徘徊水皮水母",0,"",0,0,1,0,0
1162,"鱼人工兵",0,"",0,0,1,0,0
1163,"鱼人间谍",0,"",0,0,1,0,0
1164,"诱饵陆蟹",0,"",0,0,1,0,0
1165,"疯言疯语 沃姆威克斯",0,"",0,0,1,0,0
1166,"潮湿沟鼠",0,"",0,0,1,0,0
1167,"甜齿古菩猩猩",0,"",0,0,1,0,0
1168,"海蛇剑术师",0,"",0,0,1,0,0
1169,"海蛇甲板猎犬",0,"",0,0,1,0,0
1170,"卢恩人偷蛋手",0,"",0,0,1,0,0
1171,"烧绳海盗",0,"",0,0,1,0,0
1172,"油渍海盗",0,"",0,0,1,0,0
1173,"强风海盗",0,"",0,0,1,0,0
1174,"雷纹弓箭手",0,"",0,0,1,0,0
1175,"雷纹斧术师",0,"",0,0,1,0,0
1176,"雷纹幻术师",0,"",0,0,1,0,0
1177,"蜥蜴人破坏者",0,"",0,0,1,0,0
1178,"疾风怒涛 法尔穆尔",0,"",0,0,1,0,0
1179,"粗野的斧术师",0,"",0,0,1,0,0
1180,"狂野黑狼",0,"",0,0,1,0,0
1181,"罗斯利特鹈鹕",0,"",0,0,1,0,0
1182,"牛头魔",0,"",0,0,1,0,0
1183,"短尾雕",0,"",0,0,1,0,0
1184,"百合球茎",0,"",0,0,1,0,0
1185,"伊弗利特",0,"",0,0,1,0,0
1186,"火狱之楔",0,"",0,0,1,0,0
1187,"怨火",0,"",0,0,1,0,0
1188,"无头医师",0,"",0,0,1,0,0
1189,"大镰螳螂",0,"",0,0,1,0,0
1190,"斗技场巨蚺",0,"",0,0,1,0,0
1191,"粗喙魔鸟",0,"",0,0,1,0,0
1192,"洞穴毒蜥蜴",0,"",0,0,1,0,0
1193,"瓦斯弹怪",0,"",0,0,1,0,0
1194,"炽热火丛",0,"",0,0,1,0,0
1195,"毒火",0,"",0,0,1,0,0
1196,"霹雳雷蛟",0,"",0,0,1,0,0
1197,"兽斗士 坦伽塔",0,"",0,0,1,0,0
1198,"破坏小魔精",0,"",0,0,1,0,0
1199,"丽蝇群",0,"",0,0,1,0,0
1200,"黄道巨蟹",0,"",0,0,1,0,0
1201,"蟹爪水母",0,"",0,0,1,0,0
1202,"懒惰口花劳伦斯",0,"",0,0,1,0,0
1203,"结果蘑菇",0,"",0,0,1,0,0
1204,"锐牙长须豹",0,"",0,0,1,0,0
1205,"坏血野狗",0,"",0,0,1,0,0
1206,"海虎牙 邓恩",0,"",0,0,1,0,0
1207,"邓恩的护卫",0,"",0,0,1,0,0
1208,"巨蚌",0,"",0,0,1,0,0
1209,"影火",0,"",0,0,1,0,0
1210,"洞穴海月水母",0,"",0,0,1,0,0
1211,"古壳蟹",0,"",0,0,1,0,0
1212,"沙斯塔夏鬼鮟鱇",0,"",0,0,1,0,0
1213,"茉门的传教魔",0,"",0,0,1,0,0
1214,"蜥蜴人破坏者",0,"",0,0,1,0,0
1215,"蜥蜴人破坏者",0,"",0,0,1,0,0
1216,"盘旋兀鹫",0,"",0,0,1,0,0
1217,"",0,"",0,0,0,0,0
1218,"腐尸守卫",0,"",0,0,1,0,0
1219,"腐尸法师",0,"",0,0,1,0,0
1220,"蜥蜴人破坏者",0,"",0,0,1,0,0
1221,"虚无战士",0,"",0,0,1,0,0
1222,"寄生花甲虫",0,"",0,0,1,0,0
1223,"钢刺土针鼹",0,"",0,0,1,0,0
1224,"产卵巨型陆蟹",0,"",0,0,1,0,0
1225,"修理桥梁的资材",0,"",0,0,1,0,0
1226,"加固墙壁的建材",0,"",0,0,1,0,0
1227,"恒辉队的油壶",0,"",0,0,1,0,0
1228,"隐藏的军粮",0,"",0,0,1,0,0
1229,"树汁采取器",0,"",0,0,1,0,0
1230,"熊熊燃烧的篝火",0,"",0,0,1,0,0
1231,"军需物资",0,"",0,0,1,0,0
1232,"掉落的补给物资",0,"",0,0,1,0,0
1233,"震天猛牛",0,"",0,0,1,0,0
1234,"利刃豹",0,"",0,0,1,0,0
1235,"地灵恶棍",0,"",0,0,1,0,0
1236,"肮脏沟鼠",0,"",0,0,1,0,0
1237,"诺诺卢恩",0,"",0,0,1,0,0
1238,"狂犬 拉塔塔",0,"",0,0,1,0,0
1239,"猎犬同盟甲板员",0,"",0,0,1,0,0
1240,"猎犬同盟领航员",0,"",0,0,1,0,0
1241,"装谷物的木箱",0,"",0,0,1,0,0
1242,"人贩子 纳约克·秋",0,"",0,0,1,0,0
1243,"守财奴 兹兹卢恩",0,"",0,0,1,0,0
1244,"卢恩人黑商贩",0,"",0,0,1,0,0
1245,"茶茶姆恩",0,"",0,0,1,0,0
1246,"巴特伦",0,"",0,0,1,0,0
1247,"泰尼·奥罗克斯",0,"",0,0,1,0,0
1248,"鲁鲁拉吉",0,"",0,0,1,0,0
1249,"加加恩佐",0,"",0,0,1,0,0
1250,"阿尔德布兰德",0,"",0,0,1,0,0
1251,"里加特",0,"",0,0,1,0,0
1252,"蔚蓝眼 艾·塔嘉",0,"",0,0,1,0,0
1253,"火红眼 艾·拉姆伊",0,"",0,0,1,0,0
1254,"剃刀手 胡恩博克特",0,"",0,0,1,0,0
1255,"铜刃团卫兵",0,"",0,0,1,0,0
1256,"装商品的木箱",0,"",0,0,1,0,0
1257,"业余劫匪",0,"",0,0,1,0,0
1258,"金币龟",0,"",0,0,1,0,0
1259,"鲁莽野猪",0,"",0,0,1,0,0
1260,"驯服魔石精",0,"",0,0,1,0,0
1261,"越壁蟾蜍",0,"",0,0,1,0,0
1262,"岩壁",0,"",0,0,1,0,0
1263,"啄食秃鹰",0,"",0,0,1,0,0
1264,"古菩猩猩长老",0,"",0,0,1,0,0
1265,"剧毒魔花谭琳",0,"",0,0,1,0,0
1266,"腐烂果酱怪",0,"",0,0,1,0,0
1267,"腐坏泡泡",0,"",0,0,1,0,0
1268,"酸性泡泡",0,"",0,0,1,0,0
1269,"布索",0,"",0,0,1,0,0
1270,"虚无猎犬",0,"",0,0,1,0,0
1271,"梅那家看守",0,"",0,0,1,0,0
1272,"黄衫队警备兵",0,"",0,0,1,0,0
1273,"黑涡团兵卒",0,"",0,0,1,0,0
1274,"格格鲁玖家私兵",0,"",0,0,1,0,0
1275,"恒辉队兵卒",0,"",0,0,1,0,0
1276,"铁灯团卫兵",0,"",0,0,1,0,0
1277,"铜刃团卫兵",0,"",0,0,1,0,0
1278,"乌氏的猎人",0,"",0,0,1,0,0
1279,"阿杰特",0,"",0,0,1,0,0
1280,"大黄鹈鹕",0,"",0,0,1,0,0
1281,"蓝背魔鸟",0,"",0,0,1,0,0
1282,"青背魔鸟",0,"",0,0,1,0,0
1283,"紫背魔鸟",0,"",0,0,1,0,0
1284,"狱炎火蛟",0,"",0,0,1,0,0
1285,"暴风雷蛟",0,"",0,0,1,0,0
1286,"水栖蝾螈",0,"",0,0,1,0,0
1287,"水地婴猴",0,"",0,0,1,0,0
1288,"接雨大口花",0,"",0,0,1,0,0
1289,"描色蜂鸟",0,"",0,0,1,0,0
1290,"逐星跳蜥",0,"",0,0,1,0,0
1291,"泥沼雷蛟",0,"",0,0,1,0,0
1292,"白烬火蛟",0,"",0,0,1,0,0
1293,"龙蜥蜴",0,"",0,0,1,0,0
1294,"冲浪水蜥",0,"",0,0,1,0,0
1295,"湿地陆鱼",0,"",0,0,1,0,0
1296,"青背魔鸟",0,"",0,0,1,0,0
1297,"深林长须豹",0,"",0,0,1,0,0
1298,"哥布林寻路人",0,"",0,0,1,0,0
1299,"哥布林寻路人",0,"",0,0,1,0,0
1300,"不战自胜的布雷福洛克斯",0,"",0,0,1,0,0
1301,"诅咒者 奇奇利亚",0,"",0,0,1,0,0
1302,"百臂碎石巨人",0,"",0,0,1,0,0
1303,"爆破爆弹怪",0,"",0,0,1,0,0
1304,"钳蝎帮宽容术士",0,"",0,0,1,0,0
1305,"钳蝎帮贞洁术士",0,"",0,0,1,0,0
1306,"钳蝎帮勤奋术士",0,"",0,0,1,0,0
1307,"钳蝎帮谦恭术士",0,"",0,0,1,0,0
1308,"山贼刺客",0,"",0,0,1,0,0
1309,"山贼拳手",0,"",0,0,1,0,0
1310,"山贼法师",0,"",0,0,1,0,0
1311,"山贼弓手",0,"",0,0,1,0,0
1312,"独行长须豹",0,"",0,0,1,0,0
1313,"大水牛",0,"",0,0,1,0,0
1314,"很眼熟的人",0,"",0,0,1,0,0
1315,"牲畜暴君",0,"",0,0,1,0,0
1316,"巨型啄牛魔鸟",0,"",0,0,1,0,0
1317,"铁刺土针鼹",0,"",0,0,1,0,0
1318,"集群凶蛛蝎",0,"",0,0,1,0,0
1319,"敌侧教导队员",0,"",0,0,1,0,0
1320,"求助的农夫",0,"",0,0,1,0,0
1321,"求助的风车管理人",0,"",0,0,1,0,0
1322,"束手无策的工人",0,"",0,0,1,0,0
1323,"热心工作的工人",0,"",0,0,1,0,0
1324,"慌张不安的渔夫",0,"",0,0,1,0,0
1325,"少年克里斯",0,"",0,0,1,0,0
1326,"大财阀 艾斯穆尔",0,"",0,0,1,0,0
1327,"等待春意的男子",0,"",0,0,1,0,0
1328,"厌恶虫子的樵夫",0,"",0,0,1,0,0
1329,"迟钝魔花乔迪",0,"",0,0,1,0,0
1330,"蜂蜜酒搬运工",0,"",0,0,1,0,0
1331,"黑涡团副漩士",0,"",0,0,1,0,0
1332,"黑涡团二等漩兵",0,"",0,0,1,0,0
1333,"有困难的搬运工",0,"",0,0,1,0,0
1334,"赤血雄鸡农场的农夫",0,"",0,0,1,0,0
1335,"天真无邪的女子",0,"",0,0,1,0,0
1336,"紧张的男人",0,"",0,0,1,0,0
1337,"熟练的警备兵",0,"",0,0,1,0,0
1338,"新人警备兵",0,"",0,0,1,0,0
1339,"害怕亡灵的男人",0,"",0,0,1,0,0
1340,"不信亡灵的男人",0,"",0,0,1,0,0
1341,"失败的冒险者",0,"",0,0,1,0,0
1342,"运铜魔石精",0,"",0,0,1,0,0
1343,"恒辉队侦察兵",0,"",0,0,1,0,0
1344,"强化型战斗火蛟",0,"",0,0,1,0,0
1345,"黄衫队新兵",0,"",0,0,1,0,0
1346,"黑涡团运输兵",0,"",0,0,1,0,0
1347,"负伤的商人",0,"",0,0,1,0,0
1348,"饥饿的少女",0,"",0,0,1,0,0
1349,"拦路小魔精",0,"",0,0,1,0,0
1350,"干燥蛞蝓",0,"",0,0,1,0,0
1351,"古代魔法研究者",0,"",0,0,1,0,0
1352,"关心儿子的渔夫",0,"",0,0,1,0,0
1353,"蜥蜴人驯蛟师",0,"",0,0,1,0,0
1354,"诘问小魔精",0,"",0,0,1,0,0
1355,"一筹莫展的农夫",0,"",0,0,1,0,0
1356,"惊慌失措的渔夫",0,"",0,0,1,0,0
1357,"蔓德拉王子",0,"",0,0,1,0,0
1358,"愤怒的农夫",0,"",0,0,1,0,0
1359,"黄衫队陆尉",0,"",0,0,1,0,0
1360,"哥布林商人",0,"",0,0,1,0,0
1361,"粗心的送货人",0,"",0,0,1,0,0
1362,"渡渡鸟窝",0,"",0,0,1,0,0
1363,"寻找虹蝶贝的女子",0,"",0,0,1,0,0
1364,"第四大队角斗士",0,"",0,0,1,0,0
1365,"第四大队咒法士",0,"",0,0,1,0,0
1366,"第四大队战犬",0,"",0,0,1,0,0
1367,"金库灵柩亭的保镖",0,"",0,0,1,0,0
1368,"埠头的劳动者",0,"",0,0,1,0,0
1369,"歇斯底里的商人",0,"",0,0,1,0,0
1370,"害怕魔物而失眠的市民",0,"",0,0,1,0,0
1371,"恒辉队二等耀兵",0,"",0,0,1,0,0
1372,"第382团采集员 格埠",0,"",0,0,1,0,0
1373,"溺水鬼 贝恩利斯",0,"",0,0,1,0,0
1374,"神秘的幻术师",0,"",0,0,1,0,0
1375,"开朗的格斗家",0,"",0,0,1,0,0
1376,"语气刻薄的咒术师",0,"",0,0,1,0,0
1377,"帅气的男子",0,"",0,0,1,0,0
1378,"正直者 弗弗鲁帕",0,"",0,0,1,0,0
1379,"",0,"",0,0,0,0,0
1380,"屈伊伯龙男爵四世",0,"",0,0,1,0,0
1381,"星码枪 波德温",0,"",0,0,1,0,0
1382,"麦迪逊船长",0,"",0,0,1,0,0
1383,"令人不适的水泡",0,"",0,0,1,0,0
1384,"小炸弹",0,"",0,0,1,0,0
1385,"炸弹",0,"",0,0,1,0,0
1386,"大炸弹",0,"",0,0,1,0,0
1387,"蜥蜴人守狱兵",0,"",0,0,1,0,0
1388,"蜥蜴人劫道兵",0,"",0,0,1,0,0
1389,"蜥蜴人清道夫",0,"",0,0,1,0,0
1390,"燃烧的圣火台",0,"",0,0,1,0,0
1391,"极北战士 居里斯·高吉",0,"",0,0,1,0,0
1392,"原初的勇猛",0,"",0,0,1,0,0
1393,"原初的愤怒",0,"",0,0,1,0,0
1394,"屠龙者 埃斯蒂尼安",0,"",0,0,1,0,0
1395,"强弓 让泰尔",0,"",0,0,1,0,0
1396,"巴特拉尔",0,"",0,0,1,0,0
1397,"全视之眼",0,"",0,0,1,0,0
1398,"朝日小仙女",0,"",0,0,1,0,0
1399,"夕月小仙女",0,"",0,0,1,0,0
1400,"黄宝石兽",0,"",0,0,1,0,0
1401,"绿宝石兽",0,"",0,0,1,0,0
1402,"伊弗利特之灵",0,"",0,0,1,0,0
1403,"泰坦之灵",0,"",0,0,1,0,0
1404,"迦楼罗之灵",0,"",0,0,1,0,0
1405,"",0,"",0,0,0,0,0
1406,"",0,"",0,0,1,0,0
1407,"",0,"",0,0,0,0,0
1408,"",0,"",0,0,0,0,0
1409,"",0,"",0,0,0,0,0
1410,"",0,"",0,0,0,0,0
1411,"",0,"",0,0,0,0,0
1412,"",0,"",0,0,0,0,0
1413,"",0,"",0,0,0,0,0
1414,"",0,"",0,0,0,0,0
1415,"陶拉德",0,"",0,0,1,0,0
1416,"紫电 维达盖尔特",0,"",0,0,1,0,0
1417,"塞壬",0,"",0,0,1,0,0
1418,"比格斯",0,"",0,0,1,0,0
1419,"伍尔夫尤法师",0,"",0,0,1,0,0
1420,"风之浊",0,"",0,0,1,0,0
1421,"秋水剑 杰林斯",0,"",0,0,1,0,0
1422,"拉雅·奥·神纳",0,"",0,0,1,0,0
1423,"阿·卢恩·神纳",0,"",0,0,1,0,0
1424,"土之浊",0,"",0,0,1,0,0
1425,"诺拉内尔法师",0,"",0,0,1,0,0
1426,"若阿桑法师",0,"",0,0,1,0,0
1427,"毛绒绒邓斯坦",0,"",0,0,1,0,0
1428,"伽威巨鳄",0,"",0,0,1,0,0
1429,"加尔加梅勒",0,"",0,0,1,0,0
1430,"吕坦",0,"",0,0,1,0,0
1431,"妖蛇飞蜥",0,"",0,0,1,0,0
1432,"啮齿雷蛟",0,"",0,0,1,0,0
1433,"克吕提俄斯",0,"",0,0,1,0,0
1434,"大鹏",0,"",0,0,1,0,0
1435,"北风 斯塔里·怀罗克",0,"",0,0,1,0,0
1436,"南风 萨特里·怀罗克",0,"",0,0,1,0,0
1437,"东风 索托里·怀罗克",0,"",0,0,1,0,0
1438,"西风 塞图里·怀罗克",0,"",0,0,1,0,0
1439,"工匠 戈佐尔·伊茨坎",0,"",0,0,1,0,0
1440,"斯瓦拉",0,"",0,0,1,0,0
1441,"恩布鲁",0,"",0,0,1,0,0
1442,"波罗斯",0,"",0,0,1,0,0
1443,"银发的狄俄涅",0,"",0,0,1,0,0
1444,"黑夜鹰犬",0,"",0,0,1,0,0
1445,"史特罗佩斯",0,"",0,0,1,0,0
1446,"强化奇美拉",0,"",0,0,1,0,0
1447,"史特罗佩斯的弟子",0,"",0,0,1,0,0
1448,"有翼拾荒鹰",0,"",0,0,1,0,0
1449,"狱鬼战士",0,"",0,0,1,0,0
1450,"长老树",0,"",0,0,1,0,0
1451,"光灵",0,"",0,0,1,0,0
1452,"阿·拓瓦的幻影",0,"",0,0,1,0,0
1453,"第269团募缘修士 鞑札",0,"",0,0,1,0,0
1454,"顽固的阿尔德里克",0,"",0,0,1,0,0
1455,"奥尔什方",0,"",0,0,1,0,0
1456,"帕斯卡耶雷",0,"",0,0,1,0,0
1457,"吉耶姆",0,"",0,0,1,0,0
1458,"韦尔蒙",0,"",0,0,1,0,0
1459,"自卫系统",0,"",0,0,1,0,0
1460,"警备系统",0,"",0,0,1,0,0
1461,"暗物质巨像",0,"",0,0,1,0,0
1462,"暗物质长须豹",0,"",0,0,1,0,0
1463,"暗物质翼蜥",0,"",0,0,1,0,0
1464,"暗物质螳螂",0,"",0,0,1,0,0
1465,"暗物质鹈鹕",0,"",0,0,1,0,0
1466,"神杖巨蛇",0,"",0,0,1,0,0
1467,"暗物质粘液怪",0,"",0,0,1,0,0
1468,"防疫系统",0,"",0,0,1,0,0
1469,"迎击系统",0,"",0,0,1,0,0
1470,"净化系统",0,"",0,0,1,0,0
1471,"监视系统",0,"",0,0,1,0,0
1472,"防卫系统",0,"",0,0,1,0,0
1473,"焚烧系统",0,"",0,0,1,0,0
1474,"亚拉戈发条虫",0,"",0,0,1,0,0
1475,"亚拉戈发条士兵",0,"",0,0,1,0,0
1476,"转盘堡",0,"",0,0,1,0,0
1477,"亚拉戈发条骑士",0,"",0,0,1,0,0
1478,"恐慌装甲",0,"",0,0,1,0,0
1479,"暗物质蛞蝓",0,"",0,0,1,0,0
1480,"暗物质陆鱼",0,"",0,0,1,0,0
1481,"暗物质水母",0,"",0,0,1,0,0
1482,"双塔尼亚",0,"",0,0,1,0,0
1483,"许癸厄亚",0,"",0,0,1,0,0
1484,"阿斯克勒庇俄斯",0,"",0,0,1,0,0
1485,"恐慌骑士",0,"",0,0,1,0,0
1486,"西德",0,"",0,0,1,0,0
1487,"魔导装甲",0,"",0,0,1,0,0
1488,"古恩德巴尔德",0,"",0,0,1,0,0
1489,"威尔雷德",0,"",0,0,1,0,0
1490,"巨像兵的魂石",0,"",0,0,1,0,0
1491,"",0,"",0,0,0,0,0
1492,"于里昂热",0,"",0,0,1,0,0
1493,"先知 克·莉霞",0,"",0,0,1,0,0
1494,"暮风息 盖斯夫林",0,"",0,0,1,0,0
1495,"晨风息 艾尔斯拖塔",0,"",0,0,1,0,0
1496,"明朗的图比尔盖姆",0,"",0,0,1,0,0
1497,"轻盈巨蝇",0,"",0,0,1,0,0
1498,"书记魔",0,"",0,0,1,0,0
1499,"深空巨魔",0,"",0,0,1,0,0
1500,"黑心的杜斯玛伽",0,"",0,0,1,0,0
1501,"不祥的魔法阵",0,"",0,0,1,0,0
1502,"魏吉",0,"",0,0,1,0,0
1503,"埃厄忒斯",0,"",0,0,1,0,0
1504,"巴杜枭",0,"",0,0,1,0,0
1505,"蛇龟",0,"",0,0,1,0,0
1506,"灰煤烟 佩古基·春",0,"",0,0,1,0,0
1507,"白火花 哈普古·秋",0,"",0,0,1,0,0
1508,"虚像之眼阿里玛斯毗",0,"",0,0,1,0,0
1509,"魔导先锋试验型",0,"",0,0,1,0,0
1510,"腊克魔",0,"",0,0,1,0,0
1511,"爆弹男爵",0,"",0,0,1,0,0
1512,"艾迪生",0,"",0,0,1,0,0
1513,"密尔布",0,"",0,0,1,0,0
1514,"绝望的密尔布",0,"",0,0,1,0,0
1515,"赛克迈特",0,"",0,0,1,0,0
1516,"绿巨猩猩",0,"",0,0,1,0,0
1517,"迈驰哈尔加斯",0,"",0,0,1,0,0
1518,"苍鲨肌 伏尔",0,"",0,0,1,0,0
1519,"奥尼斯",0,"",0,0,1,0,0
1520,"天宫蟹",0,"",0,0,1,0,0
1521,"佐菊石",0,"",0,0,1,0,0
1522,"美男子 布迦加",0,"",0,0,1,0,0
1523,"欧赛",0,"",0,0,1,0,0
1524,"第59团采集员 辈泽",0,"",0,0,1,0,0
1525,"布朗格",0,"",0,0,1,0,0
1526,"佩利冬",0,"",0,0,1,0,0
1527,"128号",0,"",0,0,1,0,0
1528,"巴力德特",0,"",0,0,1,0,0
1529,"螳螂帝王",0,"",0,0,1,0,0
1530,"索贝克",0,"",0,0,1,0,0
1531,"思想者 阿尔卡·佐尔卡",0,"",0,0,1,0,0
1532,"守财夫人",0,"",0,0,1,0,0
1533,"数币巨人",0,"",0,0,1,0,0
1534,"锁匠花",0,"",0,0,1,0,0
1535,"魔界花幼苗",0,"",0,0,1,0,0
1536,"魔界花的果实",0,"",0,0,1,0,0
1537,"魔界花的大果实",0,"",0,0,1,0,0
1538,"金藤魔界花",0,"",0,0,1,0,0
1539,"金谷蝙蝠",0,"",0,0,1,0,0
1540,"金蜂水母",0,"",0,0,1,0,0
1541,"水蜥魔饵",0,"",0,0,1,0,0
1542,"金谷百合",0,"",0,0,1,0,0
1543,"地底夜蟾蜍",0,"",0,0,1,0,0
1544,"金谷祸蛛蝎",0,"",0,0,1,0,0
1545,"金谷凶蛛蝎",0,"",0,0,1,0,0
1546,"中毒小农",0,"",0,0,1,0,0
1547,"冬贝利王",0,"",0,0,1,0,0
1548,"圣地守护者",0,"",0,0,1,0,0
1549,"巨大奶冻怪",0,"",0,0,1,0,0
1550,"冬贝利",0,"",0,0,1,0,0
1551,"白色奶冻怪",0,"",0,0,1,0,0
1552,"绿色奶冻怪",0,"",0,0,1,0,0
1553,"黄色奶冻怪",0,"",0,0,1,0,0
1554,"紫色奶冻怪",0,"",0,0,1,0,0
1555,"蓝色奶冻怪",0,"",0,0,1,0,0
1556,"冬贝利追踪者",0,"",0,0,1,0,0
1557,"尼姆妖灵",0,"",0,0,1,0,0
1558,"尼姆妖灵牧师",0,"",0,0,1,0,0
1559,"青铜甲虫",0,"",0,0,1,0,0
1560,"机油蛞蝓",0,"",0,0,1,0,0
1561,"润滑蛞蝓",0,"",0,0,1,0,0
1562,"粘土陆鱼",0,"",0,0,1,0,0
1563,"青铜秃鹫",0,"",0,0,1,0,0
1564,"绿色粘液怪",0,"",0,0,1,0,0
1565,"尼姆士兵",0,"",0,0,1,0,0
1566,"寻宝的冒险者",0,"",0,0,1,0,0
1567,"巨齿牛头魔",0,"",0,0,1,0,0
1568,"粪便胡蜂",0,"",0,0,1,0,0
1569,"圣堂守卫",0,"",0,0,1,0,0
1570,"审判化身",0,"",0,0,1,0,0
1571,"陪审石面",0,"",0,0,1,0,0
1572,"常衡石面",0,"",0,0,1,0,0
1573,"喀恩石面",0,"",0,0,1,0,0
1574,"圣堂蝙蝠",0,"",0,0,1,0,0
1575,"圣堂蜂",0,"",0,0,1,0,0
1576,"指控尸鬼",0,"",0,0,1,0,0
1577,"死爪螳螂",0,"",0,0,1,0,0
1578,"攀墙盲头蟹",0,"",0,0,1,0,0
1579,"圣堂巨鳄",0,"",0,0,1,0,0
1580,"谴责之魂",0,"",0,0,1,0,0
1581,"狄兰达尔家的卫兵",0,"",0,0,1,0,0
