Index,0 [STRING] [0x0],1 [BYTE] [0xC],2 [STRING] [0x4],3 [BYTE] [0xD],4 [BYTE] [0xE],5 [BYTE] [0xF],6 [BYTE] [0x10],7 [BYTE] [0x11],8 [STRING] [0x8],9 [UBYTE] [0x14]
961,"嘈杂川",0,"",0,0,1,0,0,"",0
962,"秋瓜湖畔",0,"",0,0,1,0,0,"",0
963,"塔赫托特尔湖",0,"",0,0,1,0,0,"",0
964,"翡翠湖滨",0,"",0,0,1,0,0,"",0
965,"红茶川水系下游",0,"",0,0,1,0,0,"",0
966,"纠缠沼泽林源流",0,"",0,0,1,0,0,"",0
967,"歌咏裂谷北部",0,"",0,0,1,0,0,"",0
968,"库尔札斯河",0,"",0,0,1,0,0,"",0
969,"剑峰山麓",0,"",0,0,1,0,0,"",0
970,"巨龙首营地水库",0,"",0,0,1,0,0,"",0
971,"调查队冰洞",0,"",0,0,1,0,0,"",0
972,"伊修加德大云海",0,"",0,0,1,0,0,"",0
973,"和风流地沿岸",0,"",0,0,1,0,0,"",0
974,"盛夏滩沿岸",0,"",0,0,1,0,0,"",0
975,"西永恒川",0,"",0,0,1,0,0,"",0
976,"莫拉比湾西岸",0,"",0,0,1,0,0,"",0
977,"雪松原沿岸地",0,"",0,0,1,0,0,"",0
978,"南鲜血滨",0,"",0,0,1,0,0,"",0
979,"北鲜血滨",0,"",0,0,1,0,0,"",0
980,"东永恒川",0,"",0,0,1,0,0,"",0
981,"接雨草沼泽地",0,"",0,0,1,0,0,"",0
982,"骷髅谷沿岸地",0,"",0,0,1,0,0,"",0
983,"二分石沿岸地",0,"",0,0,1,0,0,"",0
984,"幻影群岛北岸",0,"",0,0,1,0,0,"",0
985,"幻影群岛南岸",0,"",0,0,1,0,0,"",0
986,"石绿湖南岸",0,"",0,0,1,0,0,"",0
987,"石绿湖北岸",0,"",0,0,1,0,0,"",0
988,"石绿湖浅滩",0,"",0,0,1,0,0,"",0
989,"登天路溪谷",0,"",0,0,1,0,0,"",0
990,"污流上游",0,"",0,0,1,0,0,"",0
991,"污流下游",0,"",0,0,1,0,0,"",0
992,"枯骨北泉",0,"",0,0,1,0,0,"",0
993,"枯骨南泉",0,"",0,0,1,0,0,"",0
994,"紫红河",0,"",0,0,1,0,0,"",0
995,"不悔战泉",0,"",0,0,1,0,0,"",0
996,"撒沟厉沙海",0,"",0,0,1,0,0,"",0
997,"撒沟厉沙丘",0,"",0,0,1,0,0,"",0
998,"蓝雾涌泉",0,"",0,0,1,0,0,"",0
999,"红茶川水系上游",0,"",0,0,1,0,0,"",0
1000,"低语河谷",0,"",0,0,1,0,0,"",0
1001,"",0,"",0,0,1,0,0,"",0
1002,"",0,"",0,0,1,0,0,"",0
1003,"",0,"",0,0,1,0,0,"",0
1004,"",0,"",0,0,1,0,0,"",0
1005,"",0,"",0,0,1,0,0,"",0
1006,"",0,"",0,0,1,0,0,"",0
1007,"",0,"",0,0,1,0,0,"",0
1008,"",0,"",0,0,1,0,0,"",0
1009,"",0,"",0,0,1,0,0,"",0
1010,"",0,"",0,0,1,0,0,"",0
1011,"",0,"",0,0,1,0,0,"",0
1012,"",0,"",0,0,1,0,0,"",0
1013,"",0,"",0,0,1,0,0,"",0
1014,"",0,"",0,0,1,0,0,"",0
1015,"",0,"",0,0,1,0,0,"",0
1016,"",0,"",0,0,1,0,0,"",0
1017,"",0,"",0,0,1,0,0,"",0
1018,"",0,"",0,0,1,0,0,"",0
1019,"",0,"",0,0,1,0,0,"",0
1020,"",0,"",0,0,1,0,0,"",0
1021,"",0,"",0,0,1,0,0,"",0
1022,"",0,"",0,0,1,0,0,"",0
1023,"",0,"",0,0,1,0,0,"",0
1024,"",0,"",0,0,1,0,0,"",0
1025,"",0,"",0,0,1,0,0,"",0
1026,"",0,"",0,0,1,0,0,"",0
1027,"",0,"",0,0,1,0,0,"",0
1028,"",0,"",0,0,1,0,0,"",0
1029,"",0,"",0,0,1,0,0,"",0
1030,"",0,"",0,0,1,0,0,"",0
1031,"",0,"",0,0,1,0,0,"",0
1032,"",0,"",0,0,1,0,0,"",0
1033,"",0,"",0,0,1,0,0,"",0
1034,"",0,"",0,0,1,0,0,"",0
1035,"",0,"",0,0,1,0,0,"",0
1036,"",0,"",0,0,1,0,0,"",0
1037,"",0,"",0,0,1,0,0,"",0
1038,"",0,"",0,0,1,0,0,"",0
1039,"",0,"",0,0,1,0,0,"",0
1040,"",0,"",0,0,1,0,0,"",0
1041,"",0,"",0,0,1,0,0,"",0
1042,"",0,"",0,0,1,0,0,"",0
1043,"",0,"",0,0,1,0,0,"",0
1044,"",0,"",0,0,1,0,0,"",0
1045,"",0,"",0,0,1,0,0,"",0
1046,"",0,"",0,0,1,0,0,"",0
1047,"",0,"",0,0,1,0,0,"",0
1048,"",0,"",0,0,1,0,0,"",0
1049,"",0,"",0,0,1,0,0,"",0
1050,"监狱废墟托托·拉克千狱",0,"",0,0,1,0,0,"",0
1051,"地下灵殿塔姆·塔拉墓园",0,"",0,0,1,0,0,"",0
1052,"封锁坑道铜铃铜山",0,"",0,0,1,0,0,"",0
1053,"天然要害沙斯塔夏溶洞",0,"",0,0,1,0,0,"",0
1054,"毒雾洞窟黄金谷",0,"",0,0,1,0,0,"",0
1055,"名门府邸静语庄园",0,"",0,0,1,0,0,"",0
1056,"魔兽领域日影地修炼所",0,"",0,0,1,0,0,"",0
1057,"休养胜地布雷福洛克斯野营地",0,"",0,0,1,0,0,"",0
1058,"古代遗迹喀恩埋没圣堂",0,"",0,0,1,0,0,"",0
1059,"神灵圣域放浪神古神殿",0,"",0,0,1,0,0,"",0
1060,"对龙城塞石卫塔",0,"",0,0,1,0,0,"",0
1061,"流沙迷宫樵鸣洞",0,"",0,0,1,0,0,"",0
1062,"山中战线泽梅尔要塞",0,"",0,0,1,0,0,"",0
1063,"邪教驻地无限城古堡",0,"",0,0,1,0,0,"",0
1064,"领航明灯天狼星灯塔",0,"",0,0,1,0,0,"",0
1065,"骚乱坑道铜铃铜山",0,"",0,0,1,0,0,"",0
1066,"恶灵府邸静语庄园",0,"",0,0,1,0,0,"",0
1067,"纷争要地布雷福洛克斯野营地",0,"",0,0,1,0,0,"",0
1068,"剑斗领域日影地修炼所",0,"",0,0,1,0,0,"",0
1069,"腐坏遗迹无限城市街古迹",0,"",0,0,1,0,0,"",0
1070,"",0,"",0,0,1,0,0,"",0
1071,"",0,"",0,0,1,0,0,"",0
1072,"",0,"",0,0,1,0,0,"",0
1073,"",0,"",0,0,1,0,0,"",0
1074,"",0,"",0,0,1,0,0,"",0
1075,"",0,"",0,0,1,0,0,"",0
1076,"",0,"",0,0,1,0,0,"",0
1077,"",0,"",0,0,1,0,0,"",0
1078,"",0,"",0,0,1,0,0,"",0
1079,"",0,"",0,0,1,0,0,"",0
1080,"",0,"",0,0,1,0,0,"",0
1081,"",0,"",0,0,1,0,0,"",0
1082,"",0,"",0,0,1,0,0,"",0
1083,"",0,"",0,0,1,0,0,"",0
1084,"",0,"",0,0,1,0,0,"",0
1085,"",0,"",0,0,1,0,0,"",0
1086,"",0,"",0,0,1,0,0,"",0
1087,"",0,"",0,0,1,0,0,"",0
1088,"",0,"",0,0,1,0,0,"",0
1089,"",0,"",0,0,1,0,0,"",0
1090,"",0,"",0,0,1,0,0,"",0
1091,"",0,"",0,0,1,0,0,"",0
1092,"",0,"",0,0,1,0,0,"",0
1093,"",0,"",0,0,1,0,0,"",0
1094,"",0,"",0,0,1,0,0,"",0
1095,"",0,"",0,0,1,0,0,"",0
1096,"",0,"",0,0,1,0,0,"",0
1097,"",0,"",0,0,1,0,0,"",0
1098,"",0,"",0,0,1,0,0,"",0
1099,"",0,"",0,0,1,0,0,"",0
1100,"海雾村私人小屋",0,"",0,0,1,0,0,"",0
1101,"海雾村私人公馆",0,"",0,0,1,0,0,"",0
1102,"海雾村私人别墅",0,"",0,0,1,0,0,"",0
1103,"高脚孤丘私人小屋",0,"",0,0,1,0,0,"",0
1104,"高脚孤丘私人公馆",0,"",0,0,1,0,0,"",0
1105,"高脚孤丘私人别墅",0,"",0,0,1,0,0,"",0
1106,"薰衣草苗圃私人小屋",0,"",0,0,1,0,0,"",0
1107,"薰衣草苗圃私人公馆",0,"",0,0,1,0,0,"",0
1108,"薰衣草苗圃私人别墅",0,"",0,0,1,0,0,"",0
1109,"1层",0,"",0,0,1,0,0,"",0
1110,"2层",0,"",0,0,1,0,0,"",0
1111,"地下1层",0,"",0,0,1,0,0,"",0
1112,"1层",0,"",0,0,1,0,0,"",0
1113,"2层",0,"",0,0,1,0,0,"",0
1114,"地下1层",0,"",0,0,1,0,0,"",0
1115,"1",0,"",0,0,1,0,0,"",0
1116,"2",0,"",0,0,1,0,0,"",0
1117,"3",0,"",0,0,1,0,0,"",0
1118,"4",0,"",0,0,1,0,0,"",0
1119,"5",0,"",0,0,1,0,0,"",0
1120,"6",0,"",0,0,1,0,0,"",0
1121,"7",0,"",0,0,1,0,0,"",0
1122,"8",0,"",0,0,1,0,0,"",0
1123,"9",0,"",0,0,1,0,0,"",0
1124,"10",0,"",0,0,1,0,0,"",0
1125,"11",0,"",0,0,1,0,0,"",0
1126,"12",0,"",0,0,1,0,0,"",0
1127,"13",0,"",0,0,1,0,0,"",0
1128,"14",0,"",0,0,1,0,0,"",0
1129,"15",0,"",0,0,1,0,0,"",0
1130,"16",0,"",0,0,1,0,0,"",0
1131,"17",0,"",0,0,1,0,0,"",0
1132,"18",0,"",0,0,1,0,0,"",0
1133,"19",0,"",0,0,1,0,0,"",0
1134,"20",0,"",0,0,1,0,0,"",0
1135,"21",0,"",0,0,1,0,0,"",0
1136,"22",0,"",0,0,1,0,0,"",0
1137,"23",0,"",0,0,1,0,0,"",0
1138,"24",0,"",0,0,1,0,0,"",0
1139,"25",0,"",0,0,1,0,0,"",0
1140,"26",0,"",0,0,1,0,0,"",0
1141,"27",0,"",0,0,1,0,0,"",0
1142,"28",0,"",0,0,1,0,0,"",0
1143,"29",0,"",0,0,1,0,0,"",0
1144,"30",0,"",0,0,1,0,0,"",0
1145,"房屋",0,"",0,0,1,0,0,"",0
1146,"住宅区管理人",0,"",0,0,1,0,0,"",0
1147,"1层",0,"",0,0,1,0,0,"",0
1148,"地下1层",0,"",0,0,1,0,0,"",0
1149,"海雾村码头",0,"",0,0,1,0,0,"",0
1150,"海雾村东区",0,"",0,0,1,0,0,"",0
1151,"薰衣草苗圃东区",0,"",0,0,1,0,0,"",0
1152,"高脚孤丘北区",0,"",0,0,1,0,0,"",0
1153,"高脚孤丘东南区",0,"",0,0,1,0,0,"",0
1154,"高脚孤丘领路人",0,"",0,0,1,0,0,"",0
1155,"海雾村南区",0,"",0,0,1,0,0,"",0
1156,"海雾村南区码头",0,"",0,0,1,0,0,"",0
1157,"",0,"",0,0,1,0,0,"",0
1158,"",0,"",0,0,1,0,0,"",0
1159,"",0,"",0,0,1,0,0,"",0
1160,"",0,"",0,0,1,0,0,"",0
1161,"",0,"",0,0,1,0,0,"",0
1162,"",0,"",0,0,1,0,0,"",0
1163,"",0,"",0,0,1,0,0,"",0
1164,"",0,"",0,0,1,0,0,"",0
1165,"",0,"",0,0,1,0,0,"",0
1166,"",0,"",0,0,1,0,0,"",0
1167,"",0,"",0,0,1,0,0,"",0
1168,"",0,"",0,0,1,0,0,"",0
1169,"",0,"",0,0,1,0,0,"",0
1170,"",0,"",0,0,1,0,0,"",0
1171,"",0,"",0,0,1,0,0,"",0
1172,"",0,"",0,0,1,0,0,"",0
1173,"",0,"",0,0,1,0,0,"",0
1174,"",0,"",0,0,1,0,0,"",0
1175,"",0,"",0,0,1,0,0,"",0
1176,"",0,"",0,0,1,0,0,"",0
1177,"",0,"",0,0,1,0,0,"",0
1178,"",0,"",0,0,1,0,0,"",0
1179,"",0,"",0,0,1,0,0,"",0
1180,"",0,"",0,0,1,0,0,"",0
1181,"",0,"",0,0,1,0,0,"",0
1182,"",0,"",0,0,1,0,0,"",0
1183,"",0,"",0,0,1,0,0,"",0
1184,"",0,"",0,0,1,0,0,"",0
1185,"",0,"",0,0,1,0,0,"",0
1186,"",0,"",0,0,1,0,0,"",0
1187,"",0,"",0,0,1,0,0,"",0
1188,"",0,"",0,0,1,0,0,"",0
1189,"",0,"",0,0,1,0,0,"",0
1190,"",0,"",0,0,1,0,0,"",0
1191,"",0,"",0,0,1,0,0,"",0
1192,"",0,"",0,0,1,0,0,"",0
1193,"",0,"",0,0,1,0,0,"",0
1194,"",0,"",0,0,1,0,0,"",0
1195,"",0,"",0,0,1,0,0,"",0
1196,"",0,"",0,0,1,0,0,"",0
1197,"",0,"",0,0,1,0,0,"",0
1198,"",0,"",0,0,1,0,0,"",0
1199,"",0,"",0,0,1,0,0,"",0
1200,"雾门广场",0,"",0,0,1,0,0,"",0
1201,"海将水渠",0,"",0,0,1,0,0,"",0
1202,"观海贸易路",0,"",0,0,1,0,0,"",0
1203,"海雾沙滩",0,"",0,0,1,0,0,"",0
1204,"海雾村西北区",0,"",0,0,1,0,0,"",0
1205,"海雾村东北区",0,"",0,0,1,0,0,"",0
1206,"观海贸易路（住宅区管理人）",0,"",0,0,1,0,0,"",0
1207,"海雾村东南区",0,"",0,0,1,0,0,"",0
1208,"高脚市场",0,"",0,0,1,0,0,"",0
1209,"不息风口",0,"",0,0,1,0,0,"",0
1210,"雄心广场",0,"",0,0,1,0,0,"",0
1211,"娜娜莫大风车",0,"",0,0,1,0,0,"",0
1212,"铁腕台",0,"",0,0,1,0,0,"",0
1213,"高脚市场（住宅区管理人）",0,"",0,0,1,0,0,"",0
1214,"高脚孤丘东北区",0,"",0,0,1,0,0,"",0
1215,"高脚孤丘西区",0,"",0,0,1,0,0,"",0
1216,"高脚孤丘东区",0,"",0,0,1,0,0,"",0
1217,"树冠商店街",0,"",0,0,1,0,0,"",0
1218,"神纳大树",0,"",0,0,1,0,0,"",0
1219,"镇守石门",0,"",0,0,1,0,0,"",0
1220,"芳草商店街",0,"",0,0,1,0,0,"",0
1221,"雅努·帕庭院",0,"",0,0,1,0,0,"",0
1222,"紫水栈桥",0,"",0,0,1,0,0,"",0
1223,"薰衣草苗圃西北区",0,"",0,0,1,0,0,"",0
1224,"薰衣草苗圃东南区",0,"",0,0,1,0,0,"",0
1225,"薰衣草苗圃西南区",0,"",0,0,1,0,0,"",0
1226,"树冠商店街（住宅区管理人）",0,"",0,0,1,0,0,"",0
1227,"",0,"",0,0,1,0,0,"",0
1228,"",0,"",0,0,1,0,0,"",0
1229,"",0,"",0,0,1,0,0,"",0
1230,"以太之光",0,"",0,0,1,0,0,"",0
1231,"都市传送网",0,"",0,0,1,0,0,"",0
1232,"商店",0,"",0,0,1,0,0,"",0
1233,"修理",0,"",0,0,1,0,0,"",0
1234,"莫古邮件",0,"",0,0,1,0,0,"",0
1235,"传唤铃",0,"",0,0,1,0,0,"",0
1236,"雇员柜台",0,"",0,0,1,0,0,"",0
1237,"通讯贝办理处",0,"",0,0,1,0,0,"",0
1238,"部队储物柜",0,"",0,0,1,0,0,"",0
1239,"传唤铃（旅馆内）",0,"",0,0,1,0,0,"",0
1240,"睡床（旅馆内）",0,"",0,0,1,0,0,"",0
1241,"访客留言本",0,"",0,0,1,0,0,"",0
1242,"简易以太之光",0,"",0,0,1,0,0,"",0
1243,"迷宫",0,"",0,0,1,0,0,"",0
1244,"码头",0,"",0,0,1,0,0,"",0
1245,"码头",0,"",0,0,1,0,0,"",0
1246,"飞艇坪",0,"",0,0,1,0,0,"",0
1247,"集落",0,"",0,0,1,0,0,"",0
1248,"旅馆",0,"",0,0,1,0,0,"",0
1249,"冒险者行会",0,"",0,0,1,0,0,"",0
1250,"通往上层",0,"",0,0,1,0,0,"",0
1251,"通往下层",0,"",0,0,1,0,0,"",0
1252,"切换场景",0,"",0,0,1,0,0,"",0
1253,"蜥蜴人族据点",0,"",0,0,1,0,0,"",0
1254,"妖精族据点",0,"",0,0,1,0,0,"",0
1255,"鸟人族据点",0,"",0,0,1,0,0,"",0
1256,"鱼人族据点",0,"",0,0,1,0,0,"",0
1257,"地灵族据点",0,"",0,0,1,0,0,"",0
1258,"剑术师行会",0,"",0,0,1,0,0,"",0
1259,"格斗家行会",0,"",0,0,1,0,0,"",0
1260,"斧术师行会",0,"",0,0,1,0,0,"",0
1261,"枪术师行会",0,"",0,0,1,0,0,"",0
1262,"弓箭手行会",0,"",0,0,1,0,0,"",0
1263,"幻术师行会",0,"",0,0,1,0,0,"",0
1264,"咒术师行会",0,"",0,0,1,0,0,"",0
1265,"秘术师行会",0,"",0,0,1,0,0,"",0
1266,"刻木匠行会",0,"",0,0,1,0,0,"",0
1267,"锻铁匠行会",0,"",0,0,1,0,0,"",0
1268,"铸甲匠行会",0,"",0,0,1,0,0,"",0
1269,"雕金匠行会",0,"",0,0,1,0,0,"",0
1270,"制革匠行会",0,"",0,0,1,0,0,"",0
1271,"裁衣匠行会",0,"",0,0,1,0,0,"",0
1272,"炼金术士行会",0,"",0,0,1,0,0,"",0
1273,"烹调师行会",0,"",0,0,1,0,0,"",0
1274,"采矿工行会",0,"",0,0,1,0,0,"",0
1275,"园艺工行会",0,"",0,0,1,0,0,"",0
1276,"捕鱼人行会",0,"",0,0,1,0,0,"",0
1277,"黑涡团军令部",0,"",0,0,1,0,0,"",0
1278,"蛇巢司令部",0,"",0,0,1,0,0,"",0
1279,"恒辉作战总部",0,"",0,0,1,0,0,"",0
1280,"",0,"",0,0,1,0,0,"",0
1281,"",0,"",0,0,1,0,0,"",0
1282,"",0,"",0,0,1,0,0,"",0
1283,"",0,"",0,0,1,0,0,"",0
1284,"",0,"",0,0,1,0,0,"",0
1285,"",0,"",0,0,1,0,0,"",0
1286,"",0,"",0,0,1,0,0,"",0
1287,"",0,"",0,0,1,0,0,"",0
1288,"",0,"",0,0,1,0,0,"",0
1289,"",0,"",0,0,1,0,0,"",0
1290,"",0,"",0,0,1,0,0,"",0
1291,"",0,"",0,0,1,0,0,"",0
1292,"",0,"",0,0,1,0,0,"",0
1293,"",0,"",0,0,1,0,0,"",0
1294,"",0,"",0,0,1,0,0,"",0
1295,"",0,"",0,0,1,0,0,"",0
1296,"",0,"",0,0,1,0,0,"",0
1297,"",0,"",0,0,1,0,0,"",0
1298,"",0,"",0,0,1,0,0,"",0
1299,"",0,"",0,0,1,0,0,"",0
1300,"",0,"",0,0,1,0,0,"",0
1301,"陨石背阴地",0,"",0,0,1,0,0,"",0
1302,"拘束舰外围",0,"",0,0,1,0,0,"",0
1303,"诸神黄昏级三号舰舰体中央",0,"",0,0,1,0,0,"",0
1304,"诸神黄昏级三号舰作战室",0,"",0,0,1,0,0,"",0
1305,"诸神黄昏级三号舰第一舰桥",0,"",0,0,1,0,0,"",0
1306,"开拓的山路",0,"",0,0,1,0,0,"",0
1307,"巨像兵血路",0,"",0,0,1,0,0,"",0
1308,"破损的门户",0,"",0,0,1,0,0,"",0
1309,"培养器搬运臂",0,"",0,0,1,0,0,"",0
1310,"生体管理区",0,"",0,0,1,0,0,"",0
1311,"生体传送区",0,"",0,0,1,0,0,"",0
1312,"毁坏的外部隔离壁",0,"",0,0,1,0,0,"",0
1313,"上甲板",0,"",0,0,1,0,0,"",0
1314,"主甲板",0,"",0,0,1,0,0,"",0
1315,"下甲板",0,"",0,0,1,0,0,"",0
1316,"左舷第14区间",0,"",0,0,1,0,0,"",0
1317,"右舷第13区间",0,"",0,0,1,0,0,"",0
1318,"左舷第12区间",0,"",0,0,1,0,0,"",0
1319,"右舷第11区间",0,"",0,0,1,0,0,"",0
1320,"左舷第10区间",0,"",0,0,1,0,0,"",0
1321,"右舷第9区间",0,"",0,0,1,0,0,"",0
1322,"中枢第8区间",0,"",0,0,1,0,0,"",0
1323,"中枢第7区间",0,"",0,0,1,0,0,"",0
1324,"左舷第6区间",0,"",0,0,1,0,0,"",0
1325,"右舷第5区间",0,"",0,0,1,0,0,"",0
1326,"左舷第4区间",0,"",0,0,1,0,0,"",0
1327,"右舷第3区间",0,"",0,0,1,0,0,"",0
1328,"左舷第2区间",0,"",0,0,1,0,0,"",0
1329,"右舷第1区间",0,"",0,0,1,0,0,"",0
1330,"中枢舰首区",0,"",0,0,1,0,0,"",0
1331,"蛮斗间",0,"",0,0,1,0,0,"",0
1332,"剑斗士大堂",0,"",0,0,1,0,0,"",0
1333,"日影地修炼所（剑斗领域）",0,"",0,0,1,0,0,"",0
1334,"对利维亚桑双体船",0,"",0,0,1,0,0,"",0
1335,"腐坏的街道",0,"",0,0,1,0,0,"",0
1336,"封魔洞",0,"",0,0,1,0,0,"",0
1337,"第一桥柱",0,"",0,0,1,0,0,"",0
1338,"第二桥柱",0,"",0,0,1,0,0,"",0
1339,"水源地近路",0,"",0,0,1,0,0,"",0
1340,"入侵者临时桥",0,"",0,0,1,0,0,"",0
1341,"布雷福洛克斯废品场",0,"",0,0,1,0,0,"",0
1342,"入侵者阵营",0,"",0,0,1,0,0,"",0
1343,"腐坏的大路",0,"",0,0,1,0,0,"",0
1344,"和平的残滓",0,"",0,0,1,0,0,"",0
1345,"白魔法师塔",0,"",0,0,1,0,0,"",0
1346,"梦想宫",0,"",0,0,1,0,0,"",0
1347,"封魔洞",0,"",0,0,1,0,0,"",0
1348,"恶梦舞场",0,"",0,0,1,0,0,"",0
1349,"临时关门",0,"",0,0,1,0,0,"",0
1350,"拂晓之间",0,"",0,0,1,0,0,"",0
1351,"布雷福洛克斯野营地（纷争要地）",0,"",0,0,1,0,0,"",0
1352,"来生回廊领路人",0,"",0,0,1,0,0,"",0
1353,"培养层",0,"",0,0,1,0,0,"",0
1354,"管理层",0,"",0,0,1,0,0,"",0
1355,"",0,"",0,0,1,0,0,"",0
1356,"",0,"",0,0,1,0,0,"",0
1357,"",0,"",0,0,1,0,0,"",0
1358,"",0,"",0,0,1,0,0,"",0
1359,"",0,"",0,0,1,0,0,"",0
1360,"",0,"",0,0,1,0,0,"",0
1361,"",0,"",0,0,1,0,0,"",0
1362,"",0,"",0,0,1,0,0,"",0
1363,"",0,"",0,0,1,0,0,"",0
1364,"",0,"",0,0,1,0,0,"",0
1365,"",0,"",0,0,1,0,0,"",0
1366,"",0,"",0,0,1,0,0,"",0
1367,"",0,"",0,0,1,0,0,"",0
1368,"",0,"",0,0,1,0,0,"",0
1369,"",0,"",0,0,1,0,0,"",0
1370,"",0,"",0,0,1,0,0,"",0
1371,"",0,"",0,0,1,0,0,"",0
1372,"",0,"",0,0,1,0,0,"",0
1373,"",0,"",0,0,1,0,0,"",0
1374,"",0,"",0,0,1,0,0,"",0
1375,"",0,"",0,0,1,0,0,"",0
1376,"",0,"",0,0,1,0,0,"",0
1377,"",0,"",0,0,1,0,0,"",0
1378,"",0,"",0,0,1,0,0,"",0
1379,"",0,"",0,0,1,0,0,"",0
1380,"",0,"",0,0,1,0,0,"",0
1381,"",0,"",0,0,1,0,0,"",0
1382,"",0,"",0,0,1,0,0,"",0
1383,"",0,"",0,0,1,0,0,"",0
1384,"",0,"",0,0,1,0,0,"",0
1385,"",0,"",0,0,1,0,0,"",0
1386,"",0,"",0,0,1,0,0,"",0
1387,"",0,"",0,0,1,0,0,"",0
1388,"",0,"",0,0,1,0,0,"",0
1389,"",0,"",0,0,1,0,0,"",0
1390,"",0,"",0,0,1,0,0,"",0
1391,"",0,"",0,0,1,0,0,"",0
1392,"",0,"",0,0,1,0,0,"",0
1393,"",0,"",0,0,1,0,0,"",0
1394,"",0,"",0,0,1,0,0,"",0
1395,"",0,"",0,0,1,0,0,"",0
1396,"",0,"",0,0,1,0,0,"",0
1397,"",0,"",0,0,1,0,0,"",0
1398,"",0,"",0,0,1,0,0,"",0
1399,"",0,"",0,0,1,0,0,"",0
1400,"",0,"",0,0,1,0,0,"",0
1401,"",0,"",0,0,1,0,0,"",0
1402,"",0,"",0,0,1,0,0,"",0
1403,"",0,"",0,0,1,0,0,"",0
1404,"",0,"",0,0,1,0,0,"",0
1405,"",0,"",0,0,1,0,0,"",0
1406,"",0,"",0,0,1,0,0,"",0
1407,"",0,"",0,0,1,0,0,"",0
1408,"",0,"",0,0,1,0,0,"",0
1409,"",0,"",0,0,1,0,0,"",0
1410,"",0,"",0,0,1,0,0,"",0
1411,"",0,"",0,0,1,0,0,"",0
1412,"",0,"",0,0,1,0,0,"",0
1413,"",0,"",0,0,1,0,0,"",0
1414,"",0,"",0,0,1,0,0,"",0
1415,"",0,"",0,0,1,0,0,"",0
1416,"",0,"",0,0,1,0,0,"",0
1417,"",0,"",0,0,1,0,0,"",0
1418,"",0,"",0,0,1,0,0,"",0
1419,"",0,"",0,0,1,0,0,"",0
1420,"",0,"",0,0,1,0,0,"",0
1421,"",0,"",0,0,1,0,0,"",0
1422,"",0,"",0,0,1,0,0,"",0
1423,"",0,"",0,0,1,0,0,"",0
1424,"",0,"",0,0,1,0,0,"",0
1425,"",0,"",0,0,1,0,0,"",0
1426,"",0,"",0,0,1,0,0,"",0
1427,"",0,"",0,0,1,0,0,"",0
1428,"",0,"",0,0,1,0,0,"",0
1429,"",0,"",0,0,1,0,0,"",0
1430,"",0,"",0,0,1,0,0,"",0
1431,"",0,"",0,0,1,0,0,"",0
1432,"",0,"",0,0,1,0,0,"",0
1433,"",0,"",0,0,1,0,0,"",0
1434,"",0,"",0,0,1,0,0,"",0
1435,"",0,"",0,0,1,0,0,"",0
1436,"",0,"",0,0,1,0,0,"",0
1437,"",0,"",0,0,1,0,0,"",0
1438,"",0,"",0,0,1,0,0,"",0
1439,"",0,"",0,0,1,0,0,"",0
1440,"",0,"",0,0,1,0,0,"",0
1441,"",0,"",0,0,1,0,0,"",0
1442,"",0,"",0,0,1,0,0,"",0
1443,"",0,"",0,0,1,0,0,"",0
1444,"",0,"",0,0,1,0,0,"",0
1445,"",0,"",0,0,1,0,0,"",0
1446,"",0,"",0,0,1,0,0,"",0
1447,"",0,"",0,0,1,0,0,"",0
1448,"",0,"",0,0,1,0,0,"",0
1449,"",0,"",0,0,1,0,0,"",0
1450,"",0,"",0,0,1,0,0,"",0
1451,"",0,"",0,0,1,0,0,"",0
1452,"",0,"",0,0,1,0,0,"",0
1453,"",0,"",0,0,1,0,0,"",0
1454,"",0,"",0,0,1,0,0,"",0
1455,"",0,"",0,0,1,0,0,"",0
1456,"",0,"",0,0,1,0,0,"",0
1457,"",0,"",0,0,1,0,0,"",0
1458,"",0,"",0,0,1,0,0,"",0
1459,"",0,"",0,0,1,0,0,"",0
1460,"",0,"",0,0,1,0,0,"",0
1461,"",0,"",0,0,1,0,0,"",0
1462,"",0,"",0,0,1,0,0,"",0
1463,"",0,"",0,0,1,0,0,"",0
1464,"",0,"",0,0,1,0,0,"",0
1465,"",0,"",0,0,1,0,0,"",0
1466,"",0,"",0,0,1,0,0,"",0
1467,"",0,"",0,0,1,0,0,"",0
1468,"",0,"",0,0,1,0,0,"",0
1469,"",0,"",0,0,1,0,0,"",0
1470,"",0,"",0,0,1,0,0,"",0
1471,"",0,"",0,0,1,0,0,"",0
1472,"",0,"",0,0,1,0,0,"",0
1473,"",0,"",0,0,1,0,0,"",0
1474,"",0,"",0,0,1,0,0,"",0
1475,"",0,"",0,0,1,0,0,"",0
1476,"",0,"",0,0,1,0,0,"",0
1477,"",0,"",0,0,1,0,0,"",0
1478,"",0,"",0,0,1,0,0,"",0
1479,"",0,"",0,0,1,0,0,"",0
1480,"",0,"",0,0,1,0,0,"",0
1481,"",0,"",0,0,1,0,0,"",0
1482,"",0,"",0,0,1,0,0,"",0
1483,"",0,"",0,0,1,0,0,"",0
1484,"",0,"",0,0,1,0,0,"",0
1485,"",0,"",0,0,1,0,0,"",0
1486,"",0,"",0,0,1,0,0,"",0
1487,"",0,"",0,0,1,0,0,"",0
1488,"",0,"",0,0,1,0,0,"",0
