Index,0 [UBYTE] [0x3C],1 [INT] [0x20],2 [UBYTE] [0x3D],3 [UBYTE] [0x3E],4 [UINT] [0x18],5 [USHORT] [0x34],6 [USHORT] [0x36],7 [USHORT] [0x38],8 [USHORT] [0x3A],9 [INT] [0x24],10 [INT] [0x28],11 [INT] [0x2C],12 [INT] [0x30],13 [UINT] [0x1C],14 [UBYTE] [0x3F],15 [UBYTE] [0x40],16 [UBYTE] [0x41],17 [BOOL] [0x42],18 [STRING] [0x0],19 [STRING] [0x4],20 [STRING] [0x8],21 [STRING] [0xC],22 [STRING] [0x10],23 [STRING] [0x14]
376,1,4105922,9,14,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"半熟英雄——半熟甲巴巴卢恩","半熟甲巴巴卢恩是卢恩族的英雄，能够利用绝妙的手腕将团队整体整合得犹如半熟蛋一样内柔外刚，一定要在他们的团队配合建立起来之前先将巴巴卢恩消灭！","","","",""
377,1,4105925,14,19,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"杀人鱼的末日","产卵期的鬼鮟鱇非常具有攻击性，一位可怜的孩子正是因为这个原因失去了他的父亲。虽然我们无法让孩子的父亲复活，但是可以避免其他的孩子也遇到这种情况，请尽快消灭这个威胁！","","","",""
378,2,4105938,5,10,2000256,0,1,0,0,60723,60503,0,0,0,33,34,35,true,"营养丰富的仙人掌","流民街已经出现了食物不足的苗头，为了解决这种情况，乌尔达哈王家下令捕捉仙人掌并采取它们的肉质茎作为应急食物。请协助采集一些肉质茎交给饥饿的少女吧！","将可食用的仙人掌肉质茎交给饥饿的少女","交纳的仙人掌肉质茎数量","",""
379,1,4105998,9,14,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"别惹灵蚁！","食人的灵蚁又开始行军了，这意味着我们的拉拉菲尔族儿童现在处于极度危险之中，请尽快将它们的巢穴封死，并消灭已经出动的灵蚁警卫！","","","",""
380,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
381,2,4106037,11,16,2000255,0,1,0,0,60723,60503,0,0,0,33,34,35,true,"屈伊伯龙家的人","原沙蝎众之一的艾奥兰德·屈伊伯龙在灵灾中失去了她的生命，而她的一所别墅现在也已经变成了盗贼的据点，这群盗贼经常抢掠来往的商人，请帮忙将被抢走的货物夺取回来！","将从盗贼那里夺回的货物交还给商人","交还的货物数量","",""
382,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
383,1,4121880,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"行走在街道上","采矿工们每天的工作都很辛苦，将开采出的矿石运输到目的地也很不容易，可是现在却有一群魔物对运输路线的安全造成了极大威胁，请协助铜刃团尽快驱逐它们！","","","",""
384,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
385,1,4106053,14,19,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"不净大蟾蜍——伏贾诺","伏贾诺是邪嗣附近最恶名昭彰的魔物之一，它经常潜伏在水里偷袭靠近水边的行人。这么危险的魔物绝对不能放置不管，请尽快将它消灭吧！","","","",""
386,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
387,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
388,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
389,1,4106055,7,12,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"愤怒的宝主人——爆发石火精","第七灵灾的爆发令库尔札斯地区的平均气温骤然降低，爆发石火精也向南移动来寻找温暖的地带。可是这种魔石精不但脾气十分暴躁，还占据了很多雕金匠行会最需要的矿石，为了行会的发展，请尽快将它赶回到老家去吧！","","","",""
390,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
391,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
392,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
393,1,4104716,12,17,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"沙城的猛将——蚁巢指挥官","狱门蚁穴的第一指挥官又开始进行觅食活动了，每次这只巨大的灵蚁出动总会对附近的居民产生极大的威胁，请尽快将它赶回到蚁巢中去！","","","",""
394,1,4108037,19,24,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"洞山羊之死","灵灾之后很多野生洞山羊从它们的生息地迁徙来到了低地地区，可是它们现在还没有安定下来，总是会影响到街道上的行人，教教它们什么叫做“规矩”吧！","","","",""
395,1,4108047,15,20,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"硬如钢铁","钢刺土针鼹背上的针十分坚硬，甚至可以与钢铁媲美。这些家伙还特别喜欢在街道上打洞，导致陆行鸟和车辆的行动都变得十分困难。请尽快处理掉这些道路的破坏者吧！","","","",""
396,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
397,1,4106191,18,23,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"蜥蜴人军迎击战","蜥蜴人为了建造新的阵地开始向西侧进军了！绝对不能让他们继续接近我们的乌尔达哈城！请立刻去击退蜥蜴人部队！","","","",""
398,1,4106224,18,23,0,0,0,0,0,60722,60502,0,4154839,0,33,34,35,true,"阻止敌人的侵略","蜥蜴人军阵地看起来正在为新的作战进行准备工作，不能让他们先发制人，请尽快破坏掉他们的军需物资，并打倒指挥官石英爪纳扎古·夏！","","","",""
399,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
400,1,4099281,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"黄金集市保卫战","蜥蜴人族侵略部队对黄金集市发起了进攻！为了保护黄金集市的居民和财物，一定要将他们击退！","","","",""
401,1,4106230,17,22,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"炼狱的掘墓人——送葬尸灵","灵灾造成的地壳变动令深埋在地下的消逝王都重见天日，可是却有很多前去调查的人再也没有归来。据传说那里存在一个巨汉的死灵会不断杀害调查者，并令他们成为死灵的一员。请尽快去查明这一事件的真相！","","","",""
402,1,4106673,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"伪装盗贼恶作剧","小魔精向来以喜欢恶作剧而闻名，这次它们又想出了一个新花招，模仿盗贼来打劫过往的行人。请尽快将这群捣蛋鬼给处理掉！","","","",""
403,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
404,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
405,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
406,1,4106679,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"东部战线无异常","有情报表示跨天桥的东部聚集了一批蜥蜴人族的枪兵，我们要先下手为强，赶在他们开始向跨天桥进发之前抢先出击！","","","",""
407,1,4106236,29,34,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"毛发掠夺者——游丝毛球","在主妇之间流传着这样的一个传说，有一种叫做游丝毛球的魔物会在人们睡觉的时候吸收走他们的毛发，如果这是真的，那么对于中年男人来说简直是一场灾难！","","","",""
408,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
409,1,4106689,26,31,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"妖花前线","乘着干燥的北风，一群陷阱草从黑衣森林飘到了萨纳兰地区。在这没有天敌的新世界，陷阱草们开始疯狂地生长，甚至已经影响到了道路上的行人。请尽快铲除这些疯狂的植物！","","","",""
410,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
411,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
412,1,4125796,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"乐园","干燥的枯骨地区有着一处重要的水源地，可是最近这里却出现了大量肮脏的魔物，这样下去洁净的水源也会受到污染，请尽快处理掉那些难缠的干燥蛞蝓！","","","",""
413,1,4106697,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"高高在上——巨角元老","巨角元老十分看重自己的领地，无论任何生物，只要胆敢靠近，身上便会留下巨角的痕迹。现在这只凶残的大山羊把一部分街道也划入了自己的领地中，导致出现了很多行人受伤的事件，请尽快将它驱逐走！","","","",""
414,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
415,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
416,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
417,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
418,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
419,1,4165253,28,33,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"群骸之首——奔走流转的米露达","骸旅团残党的首领，米露达已经很长时间没有了任何消息，不过现在她的藏身地终于暴露了，请尽快将其捉拿，不能再让骸旅团为非作歹了！","","","",""
420,1,4106708,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"尸骸盛宴","“骸旅团”是阿拉米格正规军的一部分残党，他们已经失去了当年的骄傲，沦落为靠抢劫偷盗为生的盗贼团。现在他们已经犯下了多种罪行，请尽快将这个集团捉拿归案！","","","",""
421,1,4106711,25,30,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"小阿拉米格保卫战","一群毒蜥蜴突然出现在小阿拉米格附近，这种魔物能够通过嗅觉辨别猎物的位置，它们一定是闻到了小阿拉米格中的人群的气味才集体发动袭击的。为了保卫居民们的安全，请立刻击退这些砂皮毒蜥蜴！","","","",""
422,2,4108098,29,34,2000257,0,1,0,0,60723,60503,0,0,0,33,34,35,true,"解开真理","一位研究古代魔法的学者希望能够有人协助她进行研究，打倒喀恩埋没圣堂中的巨像兵，并收集一定数量的“巨像兵的魂石”！","将巨像兵的魂石交给古代魔法的研究者","交纳的巨像兵的魂石数量","",""
423,1,4288495,46,51,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"庞然大物——蛇龟","生物学家声称一只精金龟需要几十年才能够成长到完整体的大小，如果这个理论是真的，那么这只蛇龟到底经过了多少个春夏秋冬……","","","",""
424,1,4322536,45,50,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"第二战斗大队","恒辉队第二战斗大队正在对蜥蜴人军阵地发动强攻作战，请立刻前来支援！","","","",""
425,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
426,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
427,1,4314078,48,53,0,0,0,0,0,60722,60502,115,4325027,0,33,34,35,true,"怒涛怪力——金刚爪奈寨德·夏","一位乌尔达哈将军曾经说过：“进攻是最好的防守。”因此先发制人攻打坐守赞拉克侧翼阵的“金刚爪”奈寨德·夏，才是阻止他们进军小阿拉米格的最快途径！","","","",""
428,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
429,1,4142253,31,36,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"沙漠之子","遗忘绿洲的乌氏部落还有一个别的称号，叫做“沙漠之子”。他们以狩猎为生，经常集体出动狩猎大型猎物。请协助他们狩猎那些巨大的沙地巨虫吧！","","","",""
430,1,4288511,49,54,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"命运代言人——灰煤烟佩古基·春","赞拉克祭场的占卜师“灰煤烟”佩古基·春能够预测出军事行动的吉凶，是一位非常棘手的咒术师，一定要尽快将其解决掉！","","","",""
431,1,4322742,49,54,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"猎人与猎物","蜥蜴人族的狩猎部队为了保证食物储备正在进行狩猎，歼灭这支部队一定可以极大削弱他们全军的士气，让他们也尝尝被当成猎物的滋味吧！","","","",""
432,3,4141188,32,37,0,0,0,0,0,60725,60505,0,4141186,4141186,33,34,35,true,"工艺神的守护者","工艺神击最近出土了大量古代的遗物，铁灯团准备将这些遗物运送到遗忘绿洲去，可是这附近的蜥蜴人一直虎视眈眈，万一遭到袭击会很危险，请加入到队伍中协助他们护送遗物吧！","","","",""
433,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
434,3,4098130,26,31,0,0,0,0,0,60725,60505,0,4098892,4098892,33,34,35,true,"侦察兵的工作","负责监视蜥蜴人军动向的恒辉队侦察兵成功从敌人的眼底下逃了出来，不过好像也已经引起了他们的警觉。这名侦察兵获取了相当重要的情报，请护送他回到小阿拉米格吧！","","","",""
435,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
436,1,4107752,32,37,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"惨无人道——咒言师马拉德·春","咒言师马拉德·春又一次令恒辉队的官兵失去了自己的亲人，这名蜥蜴人暗杀者的手段极其残忍，绝对不能让他继续逍遥法外了！","","","",""
437,1,4108107,31,36,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"涸泽之鱼","灵灾令大地的以太流失去了平衡，导致缺水的沙漠里竟然突然出现了大量的鮟鱇，这令园艺工和自然学者都感到十分诧异。但是诧异归诧异，这些鮟鱇的出现对附近的行人有着很大的威胁，一定要尽快铲除！","","","",""
438,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
439,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
440,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
441,1,4106715,28,33,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"精心培养的孩子","蜥蜴人族多年来一直在驯化野生的蛟类魔物，驯蛟师也都非常关照那些新出生的幼崽。现在终于培养出了专门经过了战斗强化的新品种火蛟，就用来试试身手吧！","","","",""
442,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
443,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
444,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
445,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
446,1,4317448,49,54,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"凌空怒视——虚像之眼阿里玛斯毗","灵灾之后，蓝雾营地的工人总会听到一个传说，空中飞行的巨大眼睛会在夜晚抓走沉睡的工人的传说。虽然原本没人相信，但是现在他们看到了虚像之眼阿里玛斯毗！","","","",""
447,1,4317494,49,54,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"卫月爪痕","青磷精炼所为了扩建设施，需要清理一部分灵灾残留下来的卫月爪痕。为了确保工作地点的安全，需要立刻将附近的石蜥蜴消灭！","","","",""
448,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
449,1,4317574,49,54,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"小心火烛","青磷精炼所中储存有大量的青磷水，这种材料非常易燃，整个精炼所都必须时刻禁止明火。现在突然出现了一批榴弹怪，为了保证所内的安全，一定要尽快将它们消灭！","","","",""
450,1,4317657,49,54,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"新机测试——魔导先锋试验型","帝国军疯狂的机械师们设计出了一种新型的魔导先锋，如果新装备试验成功了，会对我们造成非常大的威胁，一定要立刻阻止这次试验！","","","",""
451,4,4102592,20,25,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,"振兴贫女材场 保卫食料","原本隶属于“猎犬同盟”海盗团的海盗们现在已经放弃了老本行，准备让贫女材场再次振兴起来。可是这里的沟鼠却很是让人头疼，为了保护谷物不被偷吃，将那些肮脏的沟鼠都消灭掉吧！","","装谷物的木箱数量","",""
452,1,4102658,20,25,0,0,0,0,0,60722,60502,68,0,0,33,34,35,true,"振兴贫女材场 迎击地灵","第382团采集员格埠是地灵一个小集团的领袖，他带领一支部队来到贫女材场想要寻找补给。但是我们可没有那么好心！请立刻将格埠及其部队驱逐出去！","","","",""
453,1,4102690,20,25,0,230,0,0,0,60722,60502,68,0,0,33,34,35,true,"振兴贫女材场 讨伐猛兽","“猎犬同盟”的原成员们真是一刻都没法休息，不过当初海盗的日子已经磨练出了他们坚强的意志。现在又出现了一头长须豹想要冲进居住区内捕食，绝对要赶走这头“利刃豹”！","","","",""
454,1,4102701,20,25,0,0,0,0,0,60722,60502,171,0,0,37,38,35,true,"振兴贫女材场 讨伐野牛","在击退了一轮一轮的沟鼠、地灵、长须豹之后，贫女材场也已经便得很漂亮了。但是这时候却又来了更加威武的震天猛牛。无论使用什么方法，都要保护住我们的劳动成果！打倒震天猛牛！","","","",""
455,1,4142254,32,37,0,0,0,0,0,60721,60501,115,0,0,33,34,35,true,"沙漠皇帝——乌尔哈德希","乌氏的猎人们杀掉了太多了沙地巨虫，导致了沙漠的皇帝终于无法继续坐视不理了。这只巨虫很棘手，一定要小心谨慎才行！","","","",""
456,1,4164724,28,33,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"无法无天——破戒者吉斯弗里德","铜刃团准备捉拿成员均为原阿拉米格军的盗贼团体——“骸旅团”，其中一位名叫吉斯弗里德的人物力量非常强大，协助铜刃团一起将他捉拿归案吧！","","","",""
457,2,4303058,49,54,2001052,0,1,0,0,60723,60503,0,4308013,0,33,34,35,true,"逆向工程","艾玛吉娜矿山公司的技术工们想要尝试通过魔导兵器的部件找出动力装置“青磷机关”的秘密，请尽快收集零散的“青磷机关部件”交给技术工！","将青磷机关部件交给艾玛吉娜矿山公司的技术工","交纳的青磷机关部件数量","",""
458,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
459,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
460,1,4257879,35,40,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"白狼的纷争","饥饿的雪地白狼为了寻找食物盯上了阿德内尔占星台的居民，为了保护居民的生命安全，要尽快排除这些充满攻击性的白狼！","","","",""
461,1,4257920,35,40,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"","","","","",""
462,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
463,1,4257948,36,41,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"黑色子弹头——毛绒绒邓斯坦","在库尔札斯的牧羊人中间流传着这样一个说法，毛绒绒邓斯坦有着一身黑夜一样的黑毛，但是从来不让任何人靠近它。现在急需勇者来驯服这只漆黑的猛兽！","","","",""
464,1,4284060,35,40,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"河岸复仇者——伽威巨鳄","贵族总是有着随随便便养宠物之后又随随便便丢弃的恶习，曾经被贵族抛弃的伽威巨鳄现在成长成了巨大的威胁，并开始袭击所有路过的人来进行报复，一定要尽快将它消灭！","","","",""
465,1,4265965,36,41,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"寒冬将至","在寒冷的冬天里没有什么比食物更重要的问题了，看起来有一群古菩猩猩也同样遇到了这个问题，因此对人类的村庄发动了攻击，一定要尽快打倒它们才行！","","","",""
466,4,4316817,35,40,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,"星语记录","龙族的眷属对占星台发起了进攻，占星台中保存有重要的观测记录，龙族眷属的攻击很有可能令这些记录毁于一旦，一定要尽快阻止！","","占星台观测记录的数量","",""
467,1,4262481,36,41,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"冷血","一位运货人在前往巨龙首营地的途中被一群巨鳄拦住了去路，他由于过于害怕而左右为难，快去帮助这位可怜的运货人开辟道路！","","","",""
468,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
469,4,4265873,38,43,0,0,12,0,0,60724,60504,0,4265911,0,33,34,35,true,"库尔札斯的白狼","一位福尔唐家的哨兵被陷阱困住了，而在这危急关头又出现了一群渴求猎物的雪地白狼，尽快打倒这些白狼保障伤兵的安全！","","福尔唐家的伤兵","",""
470,1,4257971,38,43,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"移动要塞","红角食人魔有着“移动要塞”的别名，对人类有着极大的威胁，可是灵灾之后这种妖异的数量却越发增加，为了减少未来的风险，现在就要尽快减少它们的数量！","","","",""
471,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
472,2,4317594,38,43,2001051,0,1,0,0,60723,60503,0,0,0,33,34,35,true,"圣人的泪水","库尔札斯的商人为了取水而来到了圣人泪，可是面对泉水周围增值的元精却束手无策，请尽快协助他获取“圣人泪水”！","将圣人泪水交给库尔札斯的商人","交纳圣人泪水数量","",""
473,1,4258040,37,42,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"欢喜与惭愧的风雪夜","在风雪之夜，将妖火的光误认为村庄的光是最危险不过的事了，很多人因此走入了危险的洞窟而再也没有回来，因此需要尽量减少附近的妖火数量！","","","",""
474,1,4258057,37,42,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"龙头龙鸟","龙族眷属开始对巨龙首营地发起了进攻，它们已经将整个营地包围住了，协助营地的守卫尽快将这些龙鸟打倒！","","","",""
475,1,4258115,39,44,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"大口食人魔——加尔加梅勒","加尔加梅勒有着十分危险的性情，已经用它的大嘴吞下了十几个小孩，这只食人魔就潜伏在魔胃洞中，一定要尽快将它消灭！","","","",""
476,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
477,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
478,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
479,1,4258322,39,44,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"寒冰波动——吕坦","卫月降临为库尔札斯的山地带来了无尽的寒冬，天寒地冻的环境孕育出了变异的大型冰元精吕坦。吕坦的出现更令寒冬化进一步加速，一定要尽快阻止这恶性循环！","","","",""
480,1,4258340,40,45,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"骑兵天敌——妖蛇飞蜥","很多的伊修加德骑兵牺牲在了与龙族眷属的战斗里。在其中，妖蛇飞蜥爪下的性命更是远超其他所有眷属。为了替死去的战友报仇，这只魔物今天就必须在这里倒下！","","","",""
481,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
482,1,4279902,40,45,0,0,0,0,0,60721,60501,0,4279914,0,33,34,35,true,"巨人谜语","巨人族经常会拦住通向大冰壁的去路，并要求路人回答他们的谜语。但是即使那些谜语都被正确解开，他们也丝毫没有让路的打算。看来所有的谜语都只有唯一的正确答案——打倒所有拦路者！","","","",""
483,1,4280848,39,44,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"审判之战","龙族眷属对大审门发起了进攻！大审门是伊修加德的最后防线，如果这里失守后果将会不堪设想。为了保护城内的人们，一定要坚守到最后一刻！","","","",""
484,1,4258357,45,50,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"圣人劫难——啮齿雷蛟","每年，朝圣者都会沿着当年圣人达奈芬走过的路进行朝圣之旅。同时，每年也都会出现啮齿雷蛟在路上袭击朝圣者。这是圣人的劫难，也是不得不克服的难关！","","","",""
485,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
486,1,4266571,45,50,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"力量之塔","从北方移居到秘石塔附近的巨人族现在已经成为了一个新的威胁，可是伊修加德却没有足够的人手去应对，尽快协助艾因哈特家的卫兵去打倒巨人族！","","","",""
487,1,4283641,47,52,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"温暖的灯火","库尔札斯的寒冷令身躯庞大的巨人族也承受不住，他们被占星台的灯火所吸引，想要寻求温暖的场所。可是等他们恢复过来后很有可能对占星台造成极大的破坏，请立刻协助狄兰达尔家的卫兵赶走这些巨人！","","","",""
488,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
489,1,4285072,47,52,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"巡礼之路","关于虚无界人们至今仍没有足够的了解，无论是那些只有一只大眼球的飞行妖异还是凶残的食人恶魔，都仍然需要大量时间去研究。但是在伊修加德正教的神官眼里，所有来自异界的异形都需要被消灭！","","","",""
490,1,4258390,46,51,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"愚钝勇者——克吕提俄斯","克吕提俄斯是一位很有影响力的巨人族领导者，同时也是杰出的战士，打倒他可以有效抑制巨人族在库尔札斯的行动，绝对不要错过这次机会！","","","",""
491,3,4317641,36,41,0,0,0,0,0,60725,60505,0,4317644,4317644,33,34,35,true,"满天星光","这次的占星结果已经出来了，一位占星术士准备前往巨龙首营地进行汇报，可是最近路上非常不太平，请保护这位占星术士平安到达目的地！","","","",""
492,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
493,1,4301781,40,45,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"雪山袭击者——索贝克","大型魔物索贝克曾经为西部高地的难民带来了极大的损害，现在这只巨鳄又出现在了天火要塞群附近，现在到了血债血偿的时候了！","","","",""
494,1,4258408,39,44,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"赤翼巨鸟——大鹏","云海垂钓是一部分捕鱼人的生存手段，可是现在由于大鹏的出现，伊修加德大云海附近的浮游鱼几乎快要绝迹了。必须打倒这只巨鸟，恢复云海原有的生态！","","","",""
495,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,"","","","","",""
496,1,4258418,40,45,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"龙主之意","龙族对眷属们下达了攻击白云压前哨的命令，现在前哨营地周边已经集结了数量庞大的魔物，一定要协助镇守营地的卫兵们抵御住这次围攻！","","","",""
497,1,4285259,40,45,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"冰临壁下","一组自然学者长久以来一直在研究披雪大冰壁的成因和结构。现在他们发现，正是由于冰元精在不断地聚拢，才会导致冰壁越来越厚，这样下去可能会对生态造成进一步的影响，有必要削减这些冰元精！","","","",""
498,1,4291260,48,53,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"阻止新殖民","鸟人族又开始准备扩建殖民地了。他们已经将风扬殖民地附近的树木清理一空，这对森林的生态造成了极大的破坏，一定要破坏那些违法砍伐的木材！","","","",""
499,1,4291312,49,54,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"烈风勇士——怀罗克四姐妹","怀罗克家族在鸟人族中也一向以勇猛善战著名，其中的四姐妹更是所向披靡，打倒她们四人可以极大地提高我们的士气，绝对要取得胜利！","","","",""
500,1,4291340,49,54,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,"手斧神技——戈佐尔·伊茨坎","戈佐尔·伊茨坎是鸟人族中很有名望的工匠，他正在使用从黑衣森非法砍伐的木材建造新的野营地，要彻底杜绝鸟人族继续扩张的念头，就一定要先打倒戈佐尔·伊茨坎！","","","",""
501,3,4304049,38,43,0,0,0,0,0,60725,60505,0,4304051,4304051,33,34,35,true,"斯瓦拉的袭击","占星台报告说他们观察到黄龙斯瓦拉正在向石卫塔方面飞行，所有人员都需要做好迎战准备，请护送工兵平安到达石卫塔！","","","",""
502,1,4304102,38,43,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,"斯瓦拉的恐怖","工兵部队为了迎击黄龙斯瓦拉正在全力设置对龙加农炮，绝对不能让周围的魔物干扰他们的工作，请确保工兵部队的安全！","","","",""
