Index,0 [INT] [0xC],1 [BOOL] [0x20],2 [UINT] [0x0],3 [UINT] [0x4],4 [UINT] [0x8],5 [INT] [0x10],6 [INT] [0x14],7 [INT] [0x18],8 [INT] [0x1C]
1304,5158,false,100,100,100,0,0,0,0
1305,5119,false,100,100,100,0,0,0,0
1306,5268,false,100,100,100,0,0,0,0
1307,5269,false,100,100,100,0,0,0,0
1308,5270,false,100,100,100,0,0,0,0
1309,5271,false,100,100,100,0,0,0,0
1310,5273,false,100,100,100,0,0,0,0
1311,5228,false,100,100,100,0,0,0,0
1312,5124,false,100,100,100,0,0,0,0
1313,5258,false,100,100,100,0,0,0,0
1314,5229,false,100,100,100,0,0,0,0
1315,5152,false,100,100,100,0,0,0,0
1316,5157,false,100,100,100,0,0,0,0
1317,5155,false,100,100,100,0,0,0,0
1318,5153,false,100,100,100,0,0,0,0
1319,5154,false,100,100,100,0,0,0,0
1320,5156,false,100,100,100,0,0,0,0
1321,5231,false,100,100,100,0,0,0,0
1322,5125,false,100,100,100,0,0,0,0
1323,5263,false,100,100,100,0,0,0,0
1324,5259,false,100,100,100,0,0,0,0
1325,5260,false,100,100,100,0,0,0,0
1326,5262,false,100,100,100,0,0,0,0
1327,5128,false,100,100,100,0,0,0,0
1328,5131,false,100,100,100,0,0,0,0
1329,5129,false,100,100,100,0,0,0,0
1330,5132,false,100,100,100,0,0,0,0
1331,5130,false,100,100,100,0,0,0,0
1332,5133,false,100,100,100,0,0,0,0
1333,5139,false,100,100,100,0,0,0,0
1334,5138,false,100,100,100,0,0,0,0
1335,5134,false,100,100,100,0,0,0,0
1336,5135,false,100,100,100,0,0,0,0
1337,5137,false,100,100,100,0,0,0,0
1338,5136,false,100,100,100,0,0,0,0
1339,5143,false,100,100,100,0,0,0,0
1340,5141,false,100,100,100,0,0,0,0
1341,5144,false,100,100,100,0,0,0,0
1342,5145,false,100,100,100,0,0,0,0
1343,5142,false,100,100,100,0,0,0,0
1344,5140,false,100,100,100,0,0,0,0
1345,5169,false,100,100,100,0,0,0,0
1346,5172,false,100,100,100,0,0,0,0
1347,5173,false,100,100,100,0,0,0,0
1348,5171,false,100,100,100,0,0,0,0
1349,5174,false,100,100,100,0,0,0,0
1350,5170,false,100,100,100,0,0,0,0
1351,5180,false,100,100,100,0,0,0,0
1352,5179,false,100,100,100,0,0,0,0
1353,5175,false,100,100,100,0,0,0,0
1354,5176,false,100,100,100,0,0,0,0
1355,5178,false,100,100,100,0,0,0,0
1356,5177,false,100,100,100,0,0,0,0
1357,5168,false,100,100,100,0,0,0,0
1358,5197,false,100,100,100,0,0,0,0
1359,5201,false,100,100,100,0,0,0,0
1360,5199,false,100,100,100,0,0,0,0
1361,5200,false,100,100,100,0,0,0,0
1362,5203,false,100,100,100,0,0,0,0
1363,5198,false,100,100,100,0,0,0,0
1364,5202,false,100,100,100,0,0,0,0
1365,5062,false,100,100,100,0,0,0,0
1366,5056,false,100,100,100,0,0,0,0
1367,5057,false,100,100,100,0,0,0,0
1368,5063,false,100,100,100,0,0,0,0
1369,5064,false,100,100,100,0,0,0,0
1370,5058,false,100,100,100,0,0,0,0
1371,5065,false,100,100,100,0,0,0,0
1372,5091,false,100,100,100,0,0,0,0
1373,5092,false,100,100,100,0,0,0,0
1374,5093,false,100,100,100,0,0,0,0
1375,5099,false,100,100,100,0,0,0,0
1376,5081,false,100,100,100,0,0,0,0
1377,5086,false,100,100,100,0,0,0,0
1378,5087,false,100,100,100,0,0,0,0
1379,5082,false,100,100,100,0,0,0,0
1380,5088,false,100,100,100,0,0,0,0
1381,5083,false,100,100,100,0,0,0,0
1382,5089,false,100,100,100,0,0,0,0
1383,5071,false,100,100,100,0,0,0,0
1384,5072,false,100,100,100,0,0,0,0
1385,5073,false,100,100,100,0,0,0,0
1386,5079,false,100,100,100,0,0,0,0
1387,5341,false,100,100,100,0,0,0,0
1388,5342,false,100,100,100,0,0,0,0
1389,5343,false,100,100,100,0,0,0,0
1390,5345,false,100,100,100,0,0,0,0
1391,5346,false,100,100,100,0,0,0,0
1392,5347,false,100,100,100,0,0,0,0
1393,5349,false,100,100,100,0,0,0,0
1394,5350,false,100,100,100,0,0,0,0
1395,5333,false,100,100,100,0,0,0,0
1396,5334,false,100,100,100,0,0,0,0
1397,5335,false,100,100,100,0,0,0,0
1398,5336,false,100,100,100,0,0,0,0
1399,5337,false,100,100,100,0,0,0,0
1400,5324,false,100,100,100,0,0,0,0
1401,5325,false,100,100,100,0,0,0,0
1402,5326,false,100,100,100,0,0,0,0
1403,5327,false,100,100,100,0,0,0,0
1404,5328,false,100,100,100,0,0,0,0
1405,5351,false,100,100,100,0,0,0,0
1406,5352,false,100,100,100,0,0,0,0
1407,5355,false,100,100,100,0,0,0,0
1408,5359,false,100,100,100,0,0,0,0
1409,5360,false,100,100,100,0,0,0,0
1410,5348,false,100,100,100,0,0,0,0
1411,5291,false,100,100,100,0,0,0,0
1412,5292,false,100,100,100,0,0,0,0
1413,5296,false,100,100,100,0,0,0,0
1414,5300,false,100,100,100,0,0,0,0
1415,5303,false,100,100,100,0,0,0,0
1416,5306,false,100,100,100,0,0,0,0
1417,5308,false,100,100,100,0,0,0,0
1418,5310,false,100,100,100,0,0,0,0
1419,5275,false,100,100,100,0,0,0,0
1420,5276,false,100,100,100,0,0,0,0
1421,5277,false,100,100,100,0,0,0,0
1422,5280,false,100,100,100,0,0,0,0
1423,5282,false,100,100,100,0,0,0,0
1424,5284,false,100,100,100,0,0,0,0
1425,5318,false,100,100,100,0,0,0,0
1426,5319,false,100,100,100,0,0,0,0
1427,5320,false,100,100,100,0,0,0,0
1428,5321,false,100,100,100,0,0,0,0
1429,5322,false,100,100,100,0,0,0,0
1430,5433,false,100,100,100,0,0,0,0
1431,5432,false,100,100,100,0,0,0,0
1432,5434,false,100,100,100,0,0,0,0
1433,5460,false,100,100,100,0,0,0,0
1434,5442,false,100,100,100,0,0,0,0
1435,5454,false,100,100,100,0,0,0,0
1436,5435,false,100,100,100,0,0,0,0
1437,5446,false,100,100,100,0,0,0,0
1438,5465,false,100,100,100,0,0,0,0
1439,5456,false,100,100,100,0,0,0,0
1440,5436,false,100,100,100,0,0,0,0
1441,5461,false,100,100,100,0,0,0,0
1442,5444,false,100,100,100,0,0,0,0
1443,5455,false,100,100,100,0,0,0,0
1444,5468,false,100,100,100,0,0,0,0
1445,5447,false,100,100,100,0,0,0,0
1446,5458,false,100,100,100,0,0,0,0
1447,5462,false,100,100,100,0,0,0,0
1448,5466,false,100,100,100,0,0,0,0
1449,5439,false,100,100,100,0,0,0,0
1450,5437,false,100,100,100,0,0,0,0
1451,5470,false,100,100,100,0,0,0,0
1452,5482,false,100,100,100,0,0,0,0
1453,5503,false,100,100,100,0,0,0,0
1454,5498,false,100,100,100,0,0,0,0
1455,5518,false,100,100,100,0,0,0,0
1456,5487,false,100,100,100,0,0,0,0
1457,5519,false,100,100,100,0,0,0,0
1458,5510,false,100,100,100,0,0,0,0
1459,5489,false,100,100,100,0,0,0,0
1460,5516,false,100,100,100,0,0,0,0
1461,5560,false,100,100,100,0,0,0,0
1462,5509,false,100,100,100,0,0,0,0
1463,5492,false,100,100,100,0,0,0,0
1464,5475,false,100,100,100,0,0,0,0
1465,5538,false,100,100,100,0,0,0,0
1466,5534,false,100,100,100,0,0,0,0
1467,5548,false,100,100,100,0,0,0,0
1468,5483,false,100,100,100,0,0,0,0
1469,5488,false,100,100,100,0,0,0,0
1470,5515,false,100,100,100,0,0,0,0
1471,5539,false,100,100,100,0,0,0,0
1472,5556,false,100,100,100,0,0,0,0
1473,5491,false,100,100,100,0,0,0,0
1474,5540,false,100,100,100,0,0,0,0
1475,5550,false,100,100,100,0,0,0,0
1476,5512,false,100,100,100,0,0,0,0
1477,5495,false,100,100,100,0,0,0,0
1478,5522,false,100,100,100,0,0,0,0
1479,5476,false,100,100,100,0,0,0,0
1480,5551,false,100,100,100,0,0,0,0
1481,5557,false,100,100,100,0,0,0,0
1482,5471,false,100,100,100,0,0,0,0
1483,5552,false,100,100,100,0,0,0,0
1484,5524,false,100,100,100,0,0,0,0
1485,5541,false,100,100,100,0,0,0,0
1486,5484,false,100,100,100,0,0,0,0
1487,5563,false,100,100,100,0,0,0,0
1488,5477,false,100,100,100,0,0,0,0
1489,5496,false,100,100,100,0,0,0,0
1490,5542,false,100,100,100,0,0,0,0
1491,5535,false,100,100,100,0,0,0,0
1492,5499,false,100,100,100,0,0,0,0
1493,5517,false,100,100,100,0,0,0,0
1494,5523,false,100,100,100,0,0,0,0
1495,5493,false,100,100,100,0,0,0,0
1496,5528,false,100,100,100,0,0,0,0
1497,5527,false,100,100,100,0,0,0,0
1498,5554,false,100,100,100,0,0,0,0
1499,5549,false,100,100,100,0,0,0,0
1500,5472,false,100,100,100,0,0,0,0
1501,5485,false,100,100,100,0,0,0,0
1502,5505,false,100,100,100,0,0,0,0
1503,5559,false,100,100,100,0,0,0,0
1504,5543,false,100,100,100,0,0,0,0
1505,5497,false,100,100,100,0,0,0,0
1506,5478,false,100,100,100,0,0,0,0
1507,5562,false,100,100,100,0,0,0,0
1508,5525,false,100,100,100,0,0,0,0
1509,5526,false,100,100,100,0,0,0,0
1510,5558,false,100,100,100,0,0,0,0
1511,5494,false,100,100,100,0,0,0,0
1512,5564,false,100,100,100,0,0,0,0
1513,5553,false,100,100,100,0,0,0,0
1514,5536,false,100,100,100,0,0,0,0
1515,5545,false,100,100,100,0,0,0,0
1516,5546,false,100,100,100,0,0,0,0
1517,4828,false,100,100,100,0,0,0,0
1518,4829,false,100,100,100,0,0,0,0
1519,4834,false,100,100,100,0,0,0,0
1520,4830,false,100,100,100,0,0,0,0
1521,4831,false,100,100,100,0,0,0,0
1522,4833,false,100,100,100,0,0,0,0
1523,4785,false,100,100,100,0,0,0,0
1524,4832,false,100,100,100,0,0,0,0
1525,4836,false,100,100,100,0,0,0,0
1526,4837,false,100,100,100,0,0,0,0
1527,4839,false,100,100,100,0,0,0,0
1528,4838,false,100,100,100,0,0,0,0
1529,4840,false,100,100,100,0,0,0,0
1530,4842,false,100,100,100,0,0,0,0
1531,4841,false,100,100,100,0,0,0,0
1532,4843,false,100,100,100,0,0,0,0
1533,4845,false,100,100,100,0,0,0,0
1534,4844,false,100,100,100,0,0,0,0
1535,4846,false,100,100,100,0,0,0,0
1536,4852,false,100,100,100,0,0,0,0
1537,4853,false,100,100,100,0,0,0,0
1538,4854,false,100,100,100,0,0,0,0
1539,4855,false,100,100,100,0,0,0,0
1540,4862,false,100,100,100,0,0,0,0
1541,4861,false,100,100,100,0,0,0,0
1542,4866,false,100,100,100,0,0,0,0
1543,4835,false,100,100,100,0,0,0,0
1544,4867,false,100,100,100,0,0,0,0
1545,4801,false,100,100,100,0,0,0,0
1546,4802,false,100,100,100,0,0,0,0
1547,4808,false,100,100,100,0,0,0,0
1548,4809,false,100,100,100,0,0,0,0
1549,4803,false,100,100,100,0,0,0,0
1550,4804,false,100,100,100,0,0,0,0
1551,4810,false,100,100,100,0,0,0,0
1552,4805,false,100,100,100,0,0,0,0
1553,4806,false,100,100,100,0,0,0,0
1554,4811,false,100,100,100,0,0,0,0
1555,4812,false,100,100,100,0,0,0,0
1556,4813,false,100,100,100,0,0,0,0
1557,4814,false,100,100,100,0,0,0,0
1558,4807,false,100,100,100,0,0,0,0
1559,4815,false,100,100,100,0,0,0,0
1560,4816,false,100,100,100,0,0,0,0
1561,4863,false,100,100,100,0,0,0,0
1562,4762,false,100,100,100,0,0,0,0
1563,4770,false,100,100,100,0,0,0,0
1564,4769,false,100,100,100,0,0,0,0
1565,4825,false,100,100,100,0,0,0,0
1566,4823,false,100,100,100,0,0,0,0
1567,4817,false,100,100,100,0,0,0,0
1568,4824,false,100,100,100,0,0,0,0
1569,4826,false,100,100,100,0,0,0,0
1570,4818,false,100,100,100,0,0,0,0
1571,4821,false,100,100,100,0,0,0,0
1572,4820,false,100,100,100,0,0,0,0
1573,4819,false,100,100,100,0,0,0,0
1574,4822,false,100,100,100,0,0,0,0
1575,4827,false,100,100,100,0,0,0,0
1576,4758,false,100,100,100,0,0,0,0
1577,4759,false,100,100,100,0,0,0,0
1578,4760,false,100,100,100,0,0,0,0
1579,4761,false,100,100,100,0,0,0,0
1580,4763,false,100,100,100,0,0,0,0
1581,4764,false,100,100,100,0,0,0,0
1582,4765,false,100,100,100,0,0,0,0
1583,4766,false,100,100,100,0,0,0,0
1584,4767,false,100,100,100,0,0,0,0
1585,4768,false,100,100,100,0,0,0,0
1586,4771,false,100,100,100,0,0,0,0
1587,4794,false,100,100,100,0,0,0,0
1588,4795,false,100,100,100,0,0,0,0
1589,4796,false,100,100,100,0,0,0,0
1590,4797,false,100,100,100,0,0,0,0
1591,4798,false,100,100,100,0,0,0,0
1592,4799,false,100,100,100,0,0,0,0
1593,4800,false,100,100,100,0,0,0,0
1594,4848,false,100,100,100,0,0,0,0
1595,4847,false,100,100,100,0,0,0,0
1596,4849,false,100,100,100,0,0,0,0
1597,4850,false,100,100,100,0,0,0,0
1598,4865,false,100,100,100,0,0,0,0
1599,4859,false,100,100,100,0,0,0,0
1600,4860,false,100,100,100,0,0,0,0
1601,4753,false,100,100,100,0,0,0,0
1602,4752,false,100,100,100,0,0,0,0
1603,4754,false,100,100,100,0,0,0,0
1604,4755,false,100,100,100,0,0,0,0
1605,4756,false,100,100,100,0,0,0,0
1606,4757,false,100,100,100,0,0,0,0
1607,4776,false,100,100,100,0,0,0,0
1608,4777,false,100,100,100,0,0,0,0
1609,4778,false,100,100,100,0,0,0,0
1610,4779,false,100,100,100,0,0,0,0
1611,4780,false,100,100,100,0,0,0,0
1612,4783,false,100,100,100,0,0,0,0
1613,4781,false,100,100,100,0,0,0,0
1614,4782,false,100,100,100,0,0,0,0
1615,4784,false,100,100,100,0,0,0,0
1616,4786,false,100,100,100,0,0,0,0
1617,4787,false,100,100,100,0,0,0,0
1618,4868,false,100,100,100,0,0,0,0
1619,4788,false,100,100,100,0,0,0,0
1620,4789,false,100,100,100,0,0,0,0
1621,4790,false,100,100,100,0,0,0,0
1622,4791,false,100,100,100,0,0,0,0
1623,4792,false,100,100,100,0,0,0,0
1624,4793,false,100,100,100,0,0,0,0
1625,4772,false,100,100,100,0,0,0,0
1626,4856,false,100,100,100,0,0,0,0
1627,4857,false,100,100,100,0,0,0,0
1628,4773,false,100,100,100,0,0,0,0
1629,4858,false,100,100,100,0,0,0,0
1630,4774,false,100,100,100,0,0,0,0
1631,4775,false,100,100,100,0,0,0,0
1632,4751,false,100,100,100,0,0,0,0
1633,4871,false,100,100,100,0,0,0,0
1634,5050,false,100,100,100,0,0,0,0
1635,5051,false,100,100,100,0,0,0,0
1636,4930,false,100,100,100,0,0,0,0
1637,4932,false,100,100,100,0,0,0,0
1638,4933,false,100,100,100,0,0,0,0
1639,4935,false,100,100,100,0,0,0,0
1640,4936,false,100,100,100,0,0,0,0
1641,4879,false,100,100,100,0,0,0,0
1642,4881,false,100,100,100,0,0,0,0
1643,4884,false,100,100,100,0,0,0,0
1644,4886,false,100,100,100,0,0,0,0
1645,4887,false,100,100,100,0,0,0,0
1646,4958,false,100,100,100,0,0,0,0
1647,4891,false,100,100,100,0,0,0,0
1648,4892,false,100,100,100,0,0,0,0
1649,4893,false,100,100,100,0,0,0,0
1650,4967,false,100,100,100,0,0,0,0
1651,4896,false,100,100,100,0,0,0,0
1652,4899,false,100,100,100,0,0,0,0
1653,4982,false,100,100,100,0,0,0,0
1654,4903,false,100,100,100,0,0,0,0
1655,5054,false,100,100,100,0,0,0,0
1656,4997,false,100,100,100,0,0,0,0
1657,5055,false,100,100,100,0,0,0,0
1658,5590,false,100,100,100,0,0,0,0
1659,5594,false,100,100,100,0,0,0,0
1660,5595,false,100,100,100,0,0,0,0
1661,5596,false,100,100,100,0,0,0,0
1662,5597,false,100,100,100,0,0,0,0
1663,5598,false,100,100,100,0,0,0,0
1664,5998,false,100,100,100,0,0,0,0
1665,6005,false,100,100,100,0,0,0,0
1666,6004,false,100,100,100,0,0,0,0
1667,6003,false,100,100,100,0,0,0,0
1668,6174,false,100,100,100,0,0,0,0
1669,6186,false,100,100,100,0,0,0,0
1670,6187,false,100,100,100,0,0,0,0
1671,5728,false,100,100,100,0,0,0,0
1672,5762,false,100,100,100,0,0,0,0
1673,5769,false,100,100,100,0,0,0,0
1674,5771,false,100,100,100,0,0,0,0
1675,5774,false,100,100,100,0,0,0,0
1676,5730,false,100,100,100,0,0,0,0
1677,5731,false,100,100,100,0,0,0,0
1678,5806,false,100,100,100,0,0,0,0
1679,5746,false,100,100,100,0,0,0,0
1680,5752,false,100,100,100,0,0,0,0
1681,5756,false,100,100,100,0,0,0,0
1682,5760,false,100,100,100,0,0,0,0
1683,5788,false,100,100,100,0,0,0,0
1684,5789,false,100,100,100,0,0,0,0
1685,5794,false,100,100,100,0,0,0,0
1686,5735,false,100,100,100,0,0,0,0
1687,5742,false,100,100,100,0,0,0,0
1688,5743,false,100,100,100,0,0,0,0
1689,5764,false,100,100,100,0,0,0,0
1690,5768,false,100,100,100,0,0,0,0
1691,5776,false,100,100,100,0,0,0,0
1692,5783,false,100,100,100,0,0,0,0
1693,5732,false,100,100,100,0,0,0,0
1694,5733,false,100,100,100,0,0,0,0
1695,5809,false,100,100,100,0,0,0,0
1696,5745,false,100,100,100,0,0,0,0
1697,5747,false,100,100,100,0,0,0,0
1698,5748,false,100,100,100,0,0,0,0
1699,5757,false,100,100,100,0,0,0,0
1700,5796,false,100,100,100,0,0,0,0
1701,5802,false,100,100,100,0,0,0,0
1702,5737,false,100,100,100,0,0,0,0
1703,5739,false,100,100,100,0,0,0,0
1704,4925,false,100,100,100,0,0,0,0
1705,4931,false,100,100,100,0,0,0,0
1706,4876,false,100,100,100,0,0,0,0
1707,3337,false,100,100,100,29,0,0,0
1708,3339,false,100,100,100,46,0,0,0
1709,3563,false,100,100,100,81,0,0,0
1710,3559,false,100,100,100,46,0,0,0
1711,3791,false,100,100,100,46,0,0,0
1712,3793,false,100,100,100,36,0,0,0
1713,3985,false,100,100,100,0,0,0,0
1714,3983,false,100,100,100,0,0,0,0
1715,2703,false,100,100,100,14,0,0,0
1716,2710,false,100,100,100,74,0,0,0
1717,2708,false,100,100,100,36,0,0,0
1718,2712,false,100,100,100,46,0,0,0
1719,3045,false,100,100,100,46,0,0,0
1720,3043,false,100,100,100,81,0,0,0
1721,3568,false,100,100,100,36,0,0,0
1722,3987,false,100,100,100,0,0,0,0
1723,3050,false,100,100,100,74,0,0,0
1724,3343,false,100,100,100,14,0,0,0
1725,3800,false,100,100,100,81,0,0,0
1726,2719,false,100,100,100,46,0,0,0
1727,3347,false,100,100,100,29,0,0,0
1728,3345,false,100,100,100,36,0,0,0
1729,3570,false,100,100,100,14,0,0,0
1730,3572,false,100,100,100,36,0,0,0
1731,3574,false,100,100,100,29,0,0,0
1732,3802,false,100,100,100,46,0,0,0
1733,3804,false,100,100,100,14,0,0,0
1734,3991,false,100,100,100,0,0,0,0
1735,3989,false,100,100,100,0,0,0,0
1736,2723,false,100,100,100,46,0,0,0
1737,2725,false,100,100,100,14,0,0,0
1738,3060,false,100,100,100,36,0,0,0
1739,3057,false,100,100,100,74,0,0,0
1740,3806,false,100,100,100,36,0,0,0
1741,3062,false,100,100,100,14,0,0,0
1742,3352,false,100,100,100,74,0,0,0
1743,3349,false,100,100,100,14,0,0,0
1744,3354,false,100,100,100,46,0,0,0
1745,3576,false,100,100,100,36,0,0,0
1746,3579,false,100,100,100,14,0,0,0
1747,3808,false,100,100,100,14,0,0,0
1748,3998,false,100,100,100,0,0,0,0
1749,3996,false,100,100,100,0,0,0,0
1750,2728,false,100,100,100,81,0,0,0
1751,2729,false,100,100,100,36,0,0,0
1752,3066,false,100,100,100,81,0,0,0
1753,3068,false,100,100,100,36,0,0,0
1754,3581,false,100,100,100,46,0,0,0
1755,3821,false,100,100,100,14,0,0,0
1756,4001,false,100,100,100,0,0,0,0
1757,3355,false,100,100,100,46,0,0,0
1758,4003,false,100,100,100,0,0,0,0
1759,3090,false,100,100,100,29,0,0,0
1760,3365,false,100,100,100,29,0,0,0
1761,3586,false,100,100,100,46,0,0,0
1762,4007,false,100,100,100,0,0,0,0
1763,2735,false,100,100,100,0,0,0,0
1764,2737,false,100,100,100,0,0,0,0
1765,3096,false,100,100,100,36,0,0,0
1766,3367,false,100,100,100,29,0,0,0
1767,3370,false,100,100,100,14,0,0,0
1768,3599,false,100,100,100,36,0,0,0
1769,3597,false,100,100,100,29,0,0,0
1770,4009,false,100,100,100,0,0,0,0
1771,4011,false,100,100,100,0,0,0,0
1772,2753,false,100,100,100,36,0,0,0
1773,2755,false,100,100,100,46,0,0,0
1774,3102,false,100,100,100,29,0,0,0
1775,3100,false,100,100,100,14,0,0,0
1776,3372,false,100,100,100,74,0,0,0
1777,3603,false,100,100,100,36,0,0,0
1778,4013,false,100,100,100,0,0,0,0
1779,3106,false,100,100,100,29,0,0,0
1780,3377,false,100,100,100,14,0,0,0
1781,3605,false,100,100,100,46,0,0,0
1782,2763,false,100,100,100,81,0,0,0
1783,2765,false,100,100,100,29,0,0,0
1784,3118,false,100,100,100,74,0,0,0
1785,4016,false,100,100,100,0,0,0,0
1786,4202,false,100,100,100,0,0,0,0
1787,2638,false,100,100,100,0,0,0,0
1788,2639,false,100,100,100,0,0,0,0
1789,2640,false,100,100,100,0,0,0,0
1790,2641,false,100,100,100,0,0,0,0
1791,4203,false,100,100,100,0,0,0,0
1792,6108,false,100,100,100,0,0,0,0
1793,6320,false,100,100,100,0,0,0,0
1794,6321,false,100,100,100,0,0,0,0
1795,6322,false,100,100,100,0,0,0,0
1796,6323,false,100,100,100,0,0,0,0
1797,6324,false,100,100,100,0,0,0,0
1798,6325,false,100,100,100,0,0,0,0
1799,6326,false,100,100,100,0,0,0,0
1800,6327,false,100,100,100,0,0,0,0
1801,6328,false,100,100,100,0,0,0,0
1802,6329,false,100,100,100,0,0,0,0
1803,6330,false,100,100,100,0,0,0,0
1804,6331,false,100,100,100,0,0,0,0
1805,6332,false,100,100,100,0,0,0,0
1806,6333,false,100,100,100,0,0,0,0
1807,6334,false,100,100,100,0,0,0,0
1808,6335,false,100,100,100,0,0,0,0
1809,6336,false,100,100,100,0,0,0,0
1810,6337,false,100,100,100,0,0,0,0
1811,6338,false,100,100,100,0,0,0,0
1812,6339,false,100,100,100,0,0,0,0
1813,6340,false,100,100,100,0,0,0,0
1814,6341,false,100,100,100,0,0,0,0
1815,6342,false,100,100,100,0,0,0,0
1816,6343,false,100,100,100,0,0,0,0
1817,6344,false,100,100,100,0,0,0,0
1818,6345,false,100,100,100,0,0,0,0
1819,6346,false,100,100,100,0,0,0,0
1820,6486,false,100,100,100,0,0,0,0
1821,6437,false,100,100,100,0,0,0,0
1822,6446,false,100,100,100,0,0,0,0
1823,6420,false,100,100,100,0,0,0,0
1824,6428,false,100,100,100,0,0,0,0
1825,6513,false,100,100,100,0,0,0,0
1826,6636,false,100,100,100,0,0,0,0
1827,6673,false,100,100,100,0,0,0,0
1828,6542,false,100,100,100,0,0,0,0
1829,6438,false,100,100,100,0,0,0,0
1830,6450,false,100,100,100,0,0,0,0
1831,6421,false,100,100,100,0,0,0,0
1832,6430,false,100,100,100,0,0,0,0
1833,6603,false,100,100,100,0,0,0,0
1834,6514,false,100,100,100,0,0,0,0
1835,6637,false,100,100,100,0,0,0,0
1836,6543,false,100,100,100,0,0,0,0
1837,6439,false,100,100,100,0,0,0,0
1838,6452,false,100,100,100,0,0,0,0
1839,6423,false,100,100,100,0,0,0,0
1840,6432,false,100,100,100,0,0,0,0
1841,6602,false,100,100,100,0,0,0,0
1842,6594,false,100,100,100,0,0,0,0
1843,6578,false,100,100,100,0,0,0,0
1844,6612,false,100,100,100,0,0,0,0
1845,2644,false,100,100,100,0,0,0,0
1846,2706,false,100,100,100,0,0,0,0
1847,2705,false,100,100,100,0,0,0,0
1848,2645,false,100,100,100,0,0,0,0
1849,2646,false,100,100,100,0,0,0,0
1850,2647,false,100,100,100,0,0,0,0
1851,2648,false,100,100,100,0,0,0,0
1852,6106,false,100,100,100,0,0,0,0
1853,4680,false,100,100,100,0,0,0,0
1854,4301,false,100,100,100,0,0,0,0
1855,4302,false,100,100,100,0,0,0,0
1856,4303,false,100,100,100,0,0,0,0
1857,4200,false,100,100,100,0,0,0,0
1858,5888,false,100,100,100,0,0,0,0
1859,4744,false,100,100,100,0,0,0,0
1860,6996,false,100,100,100,0,0,0,0
1861,6997,false,100,100,100,0,0,0,0
1862,7028,false,100,100,100,0,0,0,0
1863,5753,false,100,100,100,0,0,0,0
1864,5759,false,100,100,100,0,0,0,0
1865,5773,false,100,100,100,0,0,0,0
1866,5777,false,100,100,100,0,0,0,0
1867,5751,false,100,100,100,0,0,0,0
1868,5755,false,100,100,100,0,0,0,0
1869,5779,false,100,100,100,0,0,0,0
1870,5786,false,100,100,100,0,0,0,0
1871,5767,false,100,100,100,0,0,0,0
1872,5790,false,100,100,100,0,0,0,0
1873,5797,false,100,100,100,0,0,0,0
1874,5770,false,100,100,100,0,0,0,0
1875,5791,false,100,100,100,0,0,0,0
1876,5807,false,100,100,100,0,0,0,0
1877,6211,false,100,100,100,0,0,0,0
1878,6992,false,100,100,100,0,0,0,0
1879,6495,false,100,100,100,0,0,0,0
1880,6496,false,100,100,100,0,0,0,0
1881,6984,false,100,100,100,0,0,0,0
1882,6991,false,100,100,100,0,0,0,0
1883,6686,false,100,100,100,0,0,0,0
1884,6687,false,100,100,100,0,0,0,0
1885,5999,false,100,100,100,0,0,0,0
1886,6659,false,100,100,100,0,0,0,0
1887,6660,false,100,100,100,0,0,0,0
1888,6661,false,100,100,100,0,0,0,0
1889,6544,false,100,100,100,0,0,0,0
1890,5513,false,100,100,100,0,0,0,0
1891,2897,false,100,100,100,0,66594,0,0
1892,2898,false,100,100,100,0,66601,0,0
1893,2899,false,100,100,100,0,66588,0,0
1894,2900,false,100,100,100,0,66606,0,0
1895,2901,false,100,100,100,0,66625,0,0
1896,2902,false,100,100,100,0,66618,0,0
1897,2903,false,100,100,100,0,66613,0,0
1898,2904,false,100,100,100,0,66630,0,0
1899,2905,false,100,100,100,0,66636,0,0
1900,3220,false,100,100,100,0,66596,0,0
1901,3221,false,100,100,100,0,66602,0,0
1902,3222,false,100,100,100,0,66590,0,0
1903,3223,false,100,100,100,0,66608,0,0
1904,3224,false,100,100,100,0,66626,0,0
1905,3225,false,100,100,100,0,66620,0,0
1906,3226,false,100,100,100,0,66614,0,0
1907,3227,false,100,100,100,0,66632,0,0
1908,3228,false,100,100,100,0,66638,0,0
1909,3682,false,100,100,100,0,66594,0,0
1910,3683,false,100,100,100,0,66601,0,0
1911,3684,false,100,100,100,0,66588,0,0
1912,3685,false,100,100,100,0,66606,0,0
1913,3686,false,100,100,100,0,66625,0,0
1914,3687,false,100,100,100,0,66618,0,0
1915,3690,false,100,100,100,0,66613,0,0
1916,3688,false,100,100,100,0,66630,0,0
1917,3689,false,100,100,100,0,66636,0,0
1918,3458,false,100,100,100,0,66594,0,0
1919,3459,false,100,100,100,0,66601,0,0
1920,3460,false,100,100,100,0,66588,0,0
1921,3461,false,100,100,100,0,66606,0,0
1922,3462,false,100,100,100,0,66625,0,0
1923,3463,false,100,100,100,0,66618,0,0
1924,3464,false,100,100,100,0,66613,0,0
1925,3465,false,100,100,100,0,66630,0,0
1926,3466,false,100,100,100,0,66636,0,0
1927,3889,false,100,100,100,0,66594,0,0
1928,3890,false,100,100,100,0,66601,0,0
1929,3891,false,100,100,100,0,66588,0,0
1930,3892,false,100,100,100,0,66606,0,0
1931,3893,false,100,100,100,0,66625,0,0
1932,3894,false,100,100,100,0,66618,0,0
