Index,0 [BBOOL] [0x4],1 [STRING] [0x0]
1578,false,"未使用：海：会話01071"
1579,false,"未使用：海：会話01072"
1580,false,"未使用：海：会話01073"
1581,false,"未使用：海：会話01074"
1582,false,"未使用：海：会話01075"
1583,false,"未使用：海：会話01076"
1584,false,"未使用：海：会話01077"
1585,false,"呜呜。"
1586,false,"准备好了吗？"
1587,false,"别输啊！"
1588,false,"上啊！"
1589,false,"未使用：海：会話01082"
1590,false,"未使用：海：会話01083"
1591,false,"造船师真是不容易啊。"
1592,false,"未使用：海：会話01085"
1593,false,"真热啊……"
1594,false,"晒得很好嘛。"
1595,false,"未使用：海：会話01088"
1596,false,"未使用：海：会話01089"
1597,false,"未使用：海：会話01090"
1598,false,"未使用：海：会話01091"
1599,false,"未使用：海：会話01092"
1600,false,"未使用：海：会話01093"
1601,false,"真没出息！"
1602,false,"呦吼吼哎，强取豪夺我擅长。"
1603,false,"清醒了吗？！"
1604,false,"未使用：海：会話00820"
1605,false,"未使用：海：会話00821"
1606,false,"太慢了太慢了！"
1607,false,"是……"
1608,false,"我想与提督见面。"
1609,false,"要去顶上吗？"
1610,false,"来吧，出发了。"
1611,false,"说详细一点。"
1612,false,"那个货物来50袋。"
1613,false,"好吃吗？"
1614,false,"什么是幸福呢……"
1615,false,"之后该怎么办呢……"
1616,false,"未使用：海：会話00833"
1617,false,"有没有酒啊？"
1618,false,"肚子饿了……"
1619,false,"努力什么的都是徒劳……"
1620,false,"未使用：海：会話00837"
1621,false,"饶不了你！"
1622,false,"怎么了，来啊！"
1623,false,"未使用：海：会話00840"
1624,false,"未使用：海：会話00841"
1625,false,"未使用：海：会話00842"
1626,false,"呦吼吼哎，我们就是群海盗。"
1627,false,"呦吼吼哎，强取豪夺我擅长。"
1628,false,"未使用：海：会話00845"
1629,false,"未使用：海：会話00846"
1630,false,"想回大海啊。"
1631,false,"嗝。"
1632,false,"未使用：海：会話00849"
1633,false,"混蛋！看我收拾你！"
1634,false,"目标是茉门之壶吗？！"
1635,false,"一、二、三……"
1636,false,"唔，还早得很。"
1637,false,"差不多放弃吧。"
1638,false,"未使用：海：会話01097"
1639,false,"未使用：海：会話01098"
1640,false,"未使用：海：会話01099"
1641,false,"未使用：海：会話01100"
1642,false,"未使用：海：会話01101"
1643,false,"未使用：海：会話01102"
1644,false,"未使用：海：会話01103"
1645,false,"未使用：海：会話01104"
1646,false,"未使用：海：会話01105"
1647,false,"未使用：海：会話01106"
1648,false,"未使用：海：会話01107"
1649,false,"未使用：海：会話01108"
1650,false,"未使用：海：会話01109"
1651,false,"未使用：海：会話01110"
1652,false,"接下来去哪？"
1653,false,"砂盐滩怎么样？"
1654,false,"未使用：海：会話01113"
1655,false,"未使用：海：会話01114"
1656,false,"哈哈哈……"
1657,false,"今天该我赢了……"
1658,false,"被压制了？！"
1659,false,"未使用：海：会話01118"
1660,false,"有什么特长？"
1661,false,"爬桅杆！"
1662,false,"真紧张……"
1663,false,"未使用：海：会話01122"
1664,false,"哎，有两下子啊。"
1665,false,"哈哈哈……"
1666,false,"不来我们船吗？"
1667,false,"再低一点……"
1668,false,"呜呜。"
1669,false,"未使用：海：会話01128"
1670,false,"呜呜呜。"
1671,false,"请登记货物。"
1672,false,"因为是违法商品。"
1673,false,"很多闪闪发光的。"
1674,false,"呼哧……检查 好紧张。"
1675,false,"我们的商品就是佣兵。"
1676,false,"正在训练，安静点。"
1677,false,"对付临时检查的计划是……"
1678,false,"使用诱饵如何。"
1679,false,"好好，50箱宝石……"
1680,false,"未使用：海：会話01139"
1681,false,"哈哈！"
1682,false,"接待处就在前面！"
1683,false,"未使用：海：会話01142"
1684,false,"看招！"
1685,false,"哎呀哎呀，又来了么……"
1686,false,"举枪，射击！"
1687,false,"未使用：海：会話01146"
1688,false,"未使用：海：会話01147"
1689,false,"未使用：海：会話01148"
1690,false,"未使用：海：会話01149"
1691,false,"到底想怎么样？！"
1692,false,"我一定注意……"
1693,false,"未使用：海：会話01152"
1694,false,"所以才说新兵……"
1695,false,"还早，还早得很！"
1696,false,"未使用：海：会話01155"
1697,false,"未使用：海：会話01156"
1698,false,"未使用：海：会話01157"
1699,false,"未使用：海：会話01158"
1700,false,"未使用：海：会話01159"
1701,false,"最后的作料是爱……"
1702,false,"未使用：海：会話01161"
1703,false,"未使用：海：会話01162"
1704,false,"活下来真是太好了……"
1705,false,"未使用：海：会話01164"
1706,false,"菜单上挨个来吧。"
1707,false,"随便点你喜欢的菜。"
1708,false,"再过来就要逮捕你了！"
1709,false,"你试试看啊！"
1710,false,"摆什么架子啊！"
1711,false,"未使用：海：会話01170"
1712,false,"未使用：海：会話01171"
1713,false,"未使用：海：会話01172"
1714,false,"未使用：海：会話01173"
1715,false,"叭啦叭啦，呜噜呜噜。"
1716,false,"有很多 好武器哦。"
1717,false,"谈判，成功。"
1718,false,"金币不是问题。"
1719,false,"未使用：海：会話01178"
1720,false,"要出远门呢。"
1721,false,"温度刚刚好。"
1722,false,"能等15年吗？"
1723,false,"我想订购一艘。"
1724,false,"哇！"
1725,false,"未使用：海：会話01184"
1726,false,"哎！哎呀！"
1727,false,"未使用：海：会話01186"
1728,false,"之后要去哪个港口？"
1729,false,"未使用：海：会話01188"
1730,false,"未使用：海：会話01189"
1731,false,"未使用：海：会話01190"
1732,false,"未使用：海：会話01191"
1733,false,"未使用：海：会話01192"
1734,false,"未使用：海：会話01193"
1735,false,"未使用：海：会話01194"
1736,false,"未使用：海：会話01195"
1737,false,"未使用：海：会話01196"
1738,false,"未使用：海：会話01197"
1739,false,"未使用：海：会話01198"
1740,false,"未使用：海：会話01199"
1741,false,"未使用：海：会話01200"
1742,false,"未使用：海：会話01201"
1743,false,"未使用：海：会話01202"
1744,false,"哎呀，真难弄啊……"
1745,false,"呦吼吼哎，绝对不输给风暴。"
1746,false,"未使用：海：会話01205"
1747,false,"真香啊……"
1748,false,"给我、来两块、肉。"
1749,false,"未使用：海：会話01208"
1750,false,"未使用：海：会話01209"
1751,false,"未使用：海：会話01210"
1752,false,"未使用：海：会話01211"
1753,false,"未使用：海：会話01212"
1754,false,"未使用：海：会話01213"
1755,false,"未使用：海：会話01214"
1756,false,"未使用：海：会話01215"
1757,false,"未使用：海：会話01216"
1758,false,"未使用：海：会話01217"
1759,false,"未使用：海：会話01218"
1760,false,"未使用：海：会話01219"
1761,false,"未使用：海：会話01220"
1762,false,"未使用：海：会話01221"
1763,false,"未使用：海：会話01222"
1764,false,"未使用：海：会話01223"
1765,false,"未使用：海：会話01224"
1766,false,"未使用：海：会話01225"
1767,false,"这是规定。"
1768,false,"解禁火枪！"
1769,false,"未使用：海：会話01228"
1770,false,"未使用：海：会話01229"
1771,false,"未使用：海：会話01230"
1772,false,"未使用：海：会話01231"
1773,false,"当差的快滚。"
1774,false,"揍他，揍他！"
1775,false,"我来给你涂些草药油。"
1776,false,"全身酸痛啊。"
1777,false,"鱼干有多少要多少。"
1778,false,"30桶如何。"
1779,false,"未使用：海：会話01238"
1780,false,"未使用：海：会話01239"
1781,false,"未使用：海：会話01240"
1782,false,"未使用：海：会話01241"
1783,false,"未使用：海：会話01242"
1784,false,"未使用：海：会話01243"
1785,false,"未使用：海：会話01244"
1786,false,"未使用：海：会話01245"
1787,false,"未使用：海：会話01246"
1788,false,"未使用：海：会話01247"
1789,false,"未使用：海：会話01248"
1790,false,"未使用：海：会話01249"
1791,false,"未使用：海：会話01250"
1792,false,"未使用：海：会話01251"
1793,false,"未使用：海：会話01252"
1794,false,"未使用：海：会話01253"
1795,false,"未使用：海：会話01254"
1796,false,"未使用：海：会話01255"
1797,false,"未使用：海：会話01256"
1798,false,"未使用：海：会話01257"
1799,false,"未使用：海：会話01258"
1800,false,"未使用：海：会話01259"
1801,false,"未使用：海：会話01260"
1802,false,"未使用：海：会話01261"
1803,false,"未使用：海：会話01262"
1804,false,"未使用：海：会話01263"
1805,false,"未使用：海：会話01264"
1806,false,"未使用：海：会話01265"
1807,false,"未使用：海：会話01266"
1808,false,"未使用：海：会話01267"
1809,false,"未使用：海：会話01268"
1810,false,"请稍微来帮帮忙。"
1811,false,"闭嘴，说什么废话。"
1812,false,"把葡萄酒给我。"
1813,false,"未使用：海：会話01272"
1814,false,"未使用：海：会話01273"
1815,false,"来上吧！"
1816,false,"我会赢的。"
1817,false,"要赢啊！"
1818,false,"来温暖我的怀抱吧！"
1819,false,"未使用：海：会話01278"
1820,false,"哈哈哈，嘻嘻嘻。"
1821,false,"呦吼吼哎，绝对不输给风暴。"
1822,false,"呦吼吼哎，边喝酒来边划船。"
1823,false,"未使用：海：会話01282"
1824,false,"未使用：海：会話01283"
1825,false,"未使用：海：会話01284"
1826,false,"未使用：海：会話01285"
1827,false,"未使用：海：会話01286"
1828,false,"未使用：海：会話01287"
1829,false,"未使用：海：会話01288"
1830,false,"未使用：海：会話01289"
1831,false,"未使用：海：会話01290"
1832,false,"未使用：海：会話01291"
1833,false,"雄蕊和雌蕊接吻。"
1834,false,"未使用：海：会話01293"
1835,false,"未使用：海：会話01294"
1836,false,"未使用：海：会話01295"
1837,false,"都晒成干了……"
1838,false,"干不完……"
1839,false,"未使用：海：会話01298"
1840,false,"未使用：海：会話01299"
1841,false,"未使用：海：会話01300"
1842,false,"未使用：海：会話01301"
1843,false,"呦吼吼哎，我们就是群海盗。"
1844,false,"呦吼吼哎，边喝酒来边划船。"
1845,false,"未使用：海：会話01304"
1846,false,"未使用：海：会話01305"
1847,false,"呦吼吼哎，强取豪夺我擅长。"
1848,false,"呼呼……"
1849,false,"未使用：海：会話01308"
1850,false,"未使用：海：会話01309"
1851,false,"未使用：海：会話01310"
1852,false,"未使用：海：会話01311"
1853,false,"升起升降梯！"
1854,false,"来啦来啦！"
1855,false,"未使用：海：会話01314"
1856,false,"未使用：海：会話01315"
1857,false,"未使用：海：会話01316"
1858,false,"未使用：海：会話01317"
1859,false,"好！好！"
1860,false,"货物多到应付不过来。"
1861,false,"是！"
1862,false,"是！"
1863,false,"是！"
1864,false,"是！"
1865,false,"是！"
1866,false,"喵！"
1867,false,"未使用：海：会話01326"
1868,false,"未使用：海：会話01327"
1869,false,"未使用：海：会話01328"
1870,false,"未使用：海：会話01329"
1871,false,"汤可不能断！"
1872,false,"未使用：海：会話01331"
1873,false,"好嘞！<br>是要扣到敌人脑袋上是吧！"
1874,false,"未使用：海：会話01333"
1875,false,"为夜间的袭击做准备。"
1876,false,"我来负责瞭望！"
1877,false,"未使用：海：会話01336"
1878,false,"开始巡逻！"
1879,false,"未使用：海：会話01338"
1880,false,"未使用：海：会話01339"
1881,false,"未使用：海：会話01340"
1882,false,"未使用：海：会話01341"
1883,false,"未使用：海：会話01342"
1884,false,"未使用：海：会話01343"
1885,false,"未使用：海：会話01344"
1886,false,"未使用：海：会話01345"
1887,false,"未使用：海：会話01346"
1888,false,"未使用：海：会話01347"
1889,false,"未使用：海：会話01348"
1890,false,"未使用：海：会話01349"
1891,false,"漂亮地绽放吧。"
1892,false,"未使用：海：会話01351"
1893,false,"未使用：海：会話01352"
1894,false,"未使用：海：会話01353"
1895,false,"新肥料哦。"
1896,false,"未使用：海：会話01355"
1897,false,"未使用：海：会話01356"
1898,false,"未使用：海：会話01357"
1899,false,"未使用：海：会話01358"
1900,false,"未使用：海：会話01359"
1901,false,"未使用：海：会話01360"
1902,false,"未使用：海：会話01361"
1903,false,"未使用：海：会話01362"
1904,false,"未使用：海：会話01363"
1905,false,"未使用：海：会話01364"
1906,false,"未使用：海：会話01365"
1907,false,"未使用：海：会話01366"
1908,false,"未使用：海：会話01367"
1909,false,"不会害怕么。"
1910,false,"未使用：海：会話01369"
1911,false,"未使用：海：会話01370"
1912,false,"未使用：海：会話01371"
1913,false,"未使用：海：会話01372"
1914,false,"未使用：海：会話01373"
1915,false,"未使用：海：会話01374"
1916,false,"未使用：海：会話01375"
1917,false,"未使用：海：会話01376"
1918,false,"未使用：海：会話01377"
1919,false,"未使用：海：会話01378"
1920,false,"未使用：海：会話01379"
1921,false,"未使用：海：会話01380"
1922,false,"未使用：海：会話01381"
1923,false,"未使用：海：会話01382"
1924,false,"未使用：海：会話01383"
1925,false,"未使用：海：会話01384"
1926,false,"未使用：海：会話01385"
1927,false,"未使用：海：会話01386"
1928,false,"未使用：海：会話01387"
1929,false,"未使用：海：会話01388"
1930,false,"未使用：海：会話01389"
1931,false,"未使用：海：会話01390"
1932,false,"未使用：海：会話01391"
1933,false,"未使用：海：会話01392"
1934,false,"未使用：海：会話01393"
1935,false,"未使用：海：会話01394"
1936,false,"未使用：海：会話01395"
1937,false,"未使用：海：会話01396"
1938,false,"未使用：海：会話01397"
1939,false,"未使用：海：会話01398"
1940,false,"未使用：海：会話01399"
1941,false,"未使用：海：会話01400"
1942,false,"未使用：海：会話01401"
1943,false,"未使用：海：会話01402"
1944,false,"未使用：海：会話01403"
1945,false,"未使用：海：会話01404"
1946,false,"未使用：海：会話01405"
1947,false,"未使用：海：会話01406"
1948,false,"未使用：海：会話01407"
1949,false,"未使用：海：会話01408"
1950,false,"未使用：海：会話01409"
1951,false,"未使用：海：会話01410"
1952,false,"未使用：海：会話01411"
1953,false,"未使用：海：会話01412"
1954,false,"未使用：海：会話01413"
1955,false,"未使用：海：会話01414"
1956,false,"未使用：海：会話01415"
1957,false,"未使用：海：会話01416"
1958,false,"未使用：海：会話01417"
1959,false,"未使用：海：会話01418"
1960,false,"未使用：海：会話01419"
1961,false,"未使用：海：会話01420"
1962,false,"在干活呢……"
1963,false,"未使用：海：会話01422"
1964,false,"未使用：海：会話01423"
1965,false,"未使用：海：会話01424"
1966,false,"未使用：海：会話01425"
1967,false,"船遭到袭击了。"
1968,false,"货物都被抢走了。"
1969,false,"未使用：海：会話01428"
1970,false,"未使用：海：会話01429"
1971,false,"未使用：海：会話01430"
1972,false,"未使用：海：会話01431"
1973,false,"未使用：海：会話01432"
1974,false,"喂，快躲开，快躲开！"
1975,false,"未使用：海：会話01434"
1976,false,"未使用：海：会話01435"
1977,false,"这边，这边。"
1978,false,"未使用：海：会話01437"
1979,false,"未使用：海：会話01438"
1980,false,"未使用：海：会話01439"
1981,false,"未使用：海：会話01440"
1982,false,"未使用：海：会話01441"
1983,false,"未使用：海：会話01442"
1984,false,"未使用：海：会話01443"
1985,false,"未使用：海：会話01444"
1986,false,"会不会有捣乱的……"
1987,false,"未使用：海：会話01446"
1988,false,"未使用：海：会話01447"
1989,false,"未使用：海：会話01448"
1990,false,"未使用：海：会話01449"
1991,false,"好了，这就齐了。"
1992,false,"未使用：海：会話01451"
1993,false,"未使用：海：会話01452"
1994,false,"未使用：海：会話01453"
1995,false,"饲料足够了。"
1996,false,"未使用：海：会話01455"
1997,false,"那不是放在这里的。"
1998,false,"可恶，真沉啊！"
1999,false,"渡渡鸟肉齐了。"
2000,false,"这就是所有的了。"
2001,false,"真烦人老太婆。"
2002,false,"已经累了吧？"
2003,false,"下季的小麦已经买完了。"
2004,false,"不是你们家的不好使啊！"
2005,false,"特意跑来了呢。"
2006,false,"来晚了么。"
2007,false,"打起精神来……"
2008,false,"薰衣草的订单。"
2009,false,"最近很受欢迎呢。"
2010,false,"我们家的小麦啊。"
2011,false,"未使用：海：会話01470"
2012,false,"未使用：海：会話01471"
2013,false,"未使用：海：会話01472"
2014,false,"未使用：海：会話01473"
2015,false,"这味道的秘诀是什么？"
2016,false,"未使用：海：会話01475"
2017,false,"咕哎。"
2018,false,"未使用：海：会話01477"
2019,false,"快点干活。"
2020,false,"干了好多活……"
2021,false,"未使用：海：会話01480"
2022,false,"未使用：海：会話01481"
2023,false,"呜噜呜噜……"
2024,false,"明天是晚班。"
2025,false,"未使用：海：会話01484"
2026,false,"未使用：海：会話01485"
2027,false,"未使用：海：会話01486"
2028,false,"未使用：海：会話01487"
2029,false,"未使用：海：会話01488"
2030,false,"咳咳……"
2031,false,"未使用：海：会話01490"
2032,false,"未使用：海：会話01491"
2033,false,"未使用：海：会話01492"
2034,false,"回栅栏里去吧。"
2035,false,"未使用：海：会話01494"
2036,false,"未使用：海：会話01495"
2037,false,"未使用：海：会話01496"
2038,false,"未使用：海：会話01497"
2039,false,"未使用：海：会話01498"
2040,false,"未使用：海：会話01499"
2041,false,"未使用：海：会話01500"
2042,false,"振作点……"
2043,false,"多溜溜，让它们疲惫些。"
2044,false,"未使用：海：会話01503"
2045,false,"换换肥料吧。"
2046,false,"种大豆如何？"
2047,false,"先让我放这里一会儿。"
2048,false,"未使用：海：会話01507"
2049,false,"羊毛不够啊。"
2050,false,"未使用：海：会話01509"
2051,false,"未使用：海：会話01510"
2052,false,"未使用：海：会話01511"
2053,false,"未使用：海：会話01512"
2054,false,"未使用：海：会話01513"
2055,false,"未使用：海：会話01514"
2056,false,"那边的空桌也都有人订了么……"
2057,false,"很困扰啊。"
2058,false,"居然要没收？！"
2059,false,"鱼啊，快上钩吧。"
2060,false,"未使用：海：会話01519"
2061,false,"有生意要谈？"
2062,false,"栅栏坏了啊。"
2063,false,"来玩玩吧。"
2064,false,"真出色的商人。"
2065,false,"啊哈哈哈。"
2066,false,"呜。"
2067,false,"嘘……不要吵醒他。"
2068,false,"不知帝国军又有什么动向。"
2069,false,"这可是1565年的红酒。"
2070,false,"嗯，那给我来三瓶。"
2071,false,"呃，对不起……"
2072,false,"你看看这满树的葡萄！"
2073,false,"这些葡萄看起来就很好吃啊。"
2074,false,"大姐，再来一瓶！"
2075,false,"唉，酒品够差的……"
2076,false,"喝红酒果然要吃肉才对吧？"
2077,false,"浇浇水，浇浇水"
2078,false,"这些草料都湿了呢。"
2079,false,"呼啊……"
2080,false,"呼……"
2081,false,"他们都到哪里去了？"
2082,false,"这破损得很严重啊。"
2083,false,"让我们试一次吧！"
2084,false,"唉，今晚也是吃水母啊……"
2085,false,"必杀！鱼人大切断！"
2086,false,"对这个作战有什么其他意见吗？"
2087,false,"现在正是好机会！"
2088,false,"理解这次的作战计划了吗？"
2089,false,"这些可是新兵器的试验品……"
2090,false,"更重要的是武器和弹药！"
2091,false,"快一点。"
2092,false,"储备品数量充足！"
2093,false,"真的？"
2094,false,"真的出现了哦……"
2095,false,"来一杯特制的小麦酒咯！"
2096,false,"我才没醉呢！"
2097,false,"在这个价钱时就出手吧。"
2098,false,"有需要时请一定找我们！"
2099,false,"小菜一碟。"
2100,false,"这货物可不太妙啊……"
2101,false,"说啥啊……嗝！"
2102,false,"酒品税一分都不能少。"
2103,false,"快下来，你不害臊么？"
2104,false,"哇，好大的船啊！"
2105,false,"你来这里有什么事？"
2106,false,"和火药打交道时要小心谨慎！"
2107,false,"呃，按照教科书上做的话……"
2108,false,"喝小麦酒时就要吃鱼才好啊。"
2109,false,"那艘船的临检记录在哪来着……"
2110,false,"从理论上来讲是没错。"
2111,false,"嗝，好像喝多啦。"
2112,false,"要准备大型船只……"
2113,false,"你们都别偷懒！"
2114,false,"你知道吗？硝石的原料……"
2115,false,"喂，最好适可而止啊。"
2116,false,"嗝，烦死了！"
2117,false,"哦，从乌尔达哈来的？"
2118,false,"你要更优雅！更美丽！"
2119,false,"下一场战事好像会持续很久……"
2120,false,"呜哦哦……肚子……好疼……"
2121,false,"未使用：海：会話01580"
2122,false,"呜啊啊啊啊……"
2123,false,"纳尔札尔神啊……请救救我……"
2124,false,"我做了个十分甜美的梦……<br>是个永远都不会醒来的梦……"
2125,false,"……小耶萝·姆恩……"
2126,false,"咕……振作点啊……我的胃！"
2127,false,"我看到了早就去世的奶奶<br>在河对岸向我招手……"
2128,false,"耶萝·姆恩……真是个好女人！"
2129,false,"呜咕……好难受呜呜呜……"
2130,false,"那是什么？！"
2131,false,"陆行鸟？！好像不对啊……"
2132,false,"真是充满活力啊……"
2133,false,"真是神奇的生物……"
2134,false,"妈妈，那是什么啊？"
2135,false,"呃……是什么呢……"
2136,false,"哇！好厉害啊！快来看啊！"
2137,false,"是人？还是陆行鸟？"
2138,false,"是马！"
2139,false,"虽然不知道是在干啥不过加油啊！"
2140,false,"冲啊冲啊！"
2141,false,"哦，还挺有意思的啊。"
2142,false,"这比陆行鸟跑得还快呢！"
2143,false,"加油！"
2144,false,"哟！挺帅气的嘛！"
2145,false,"就差一点了！加油！"
2146,false,"有奇怪的东西在奔跑！"
2147,false,"哇哦！好帅！"
2148,false,"未使用：海：会話01607"
2149,false,"未使用：海：会話01608"
2150,false,"未使用：海：会話01609"
2151,false,"未使用：海：会話01610"
2152,false,"未使用：海：会話01611"
2153,false,"未使用：海：会話01612"
2154,false,"未使用：海：会話01613"
2155,false,"未使用：海：会話01614"
2156,false,"未使用：海：会話01615"
2157,false,"未使用：海：会話01616"
2158,false,"未使用：海：会話01617"
2159,false,"未使用：海：会話01618"
2160,false,"未使用：海：会話01619"
2161,false,"未使用：海：会話01620"
2162,false,"未使用：海：会話01621"
2163,false,"未使用：海：会話01622"
2164,false,"未使用：海：会話01623"
2165,false,"未使用：海：会話01624"
2166,false,"未使用：海：会話01625"
2167,false,"未使用：海：会話01626"
2168,false,"未使用：海：会話01627"
2169,false,"未使用：海：会話01628"
2170,false,"未使用：海：会話01629"
2171,false,"未使用：海：会話01630"
2172,false,"未使用：海：会話01631"
2173,false,"未使用：海：会話01632"
2174,false,"未使用：海：会話01633"
2175,false,"未使用：海：会話01634"
2176,false,"未使用：海：会話01635"
2177,false,"未使用：海：会話01636"
2178,false,"未使用：海：会話01637"
2179,false,"未使用：海：会話01638"
2180,false,"未使用：海：会話01639"
2181,false,"未使用：海：会話01640"
2182,false,"未使用：海：会話01641"
2183,false,"未使用：海：会話01642"
2184,false,"未使用：海：会話01643"
2185,false,"未使用：海：会話01644"
2186,false,"未使用：海：会話01645"
2187,false,"未使用：海：会話01646"
2188,false,"未使用：海：会話01647"
2189,false,"未使用：海：会話01648"
2190,false,"未使用：海：会話01649"
2191,false,"未使用：海：会話01650"
2192,false,"未使用：海：会話01651"
2193,false,"未使用：海：会話01652"
2194,false,"未使用：海：会話01653"
2195,false,"未使用：海：会話01654"
2196,false,"未使用：海：会話01655"
2197,false,"未使用：海：会話01656"
2198,false,"未使用：海：会話01657"
2199,false,"未使用：海：会話01658"
2200,false,"未使用：海：会話01659"
2201,false,"未使用：海：会話01660"
2202,false,"未使用：海：会話01661"
2203,false,"未使用：海：会話01662"
2204,false,"未使用：海：会話01663"
2205,false,"未使用：海：会話01664"
2206,false,"未使用：海：会話01665"
2207,false,"未使用：海：会話01666"
2208,false,"未使用：海：会話01667"
2209,false,"未使用：海：会話01668"
2210,false,"未使用：海：会話01669"
2211,false,"未使用：海：会話01670"
2212,false,"未使用：海：会話01671"
2213,false,"未使用：海：会話01672"
2214,false,"未使用：海：会話01673"
2215,false,"未使用：海：会話01674"
2216,false,"未使用：海：会話01675"
2217,false,"未使用：海：会話01676"
2218,false,"未使用：海：会話01677"
2219,false,"未使用：海：会話01678"
2220,false,"未使用：海：会話01679"
2221,false,"未使用：海：会話01680"
2222,false,"未使用：海：会話01681"
2223,false,"未使用：海：会話01682"
2224,false,"未使用：海：会話01683"
2225,false,"未使用：海：会話01684"
2226,false,"未使用：海：会話01685"
2227,false,"未使用：海：会話01686"
2228,false,"未使用：海：会話01687"
2229,false,"未使用：海：会話01688"
2230,false,"未使用：海：会話01689"
2231,false,"未使用：海：会話01690"
2232,false,"未使用：海：会話01691"
2233,false,"未使用：海：会話01692"
2234,false,"未使用：海：会話01693"
2235,false,"未使用：海：会話01694"
2236,false,"未使用：海：会話01695"
2237,false,"未使用：海：会話01696"
2238,false,"未使用：海：会話01697"
2239,false,"未使用：海：会話01698"
2240,false,"未使用：海：会話01699"
2241,false,"未使用：海：会話01700"
2242,false,"未使用：海：会話01701"
2243,false,"未使用：海：会話01702"
2244,false,"未使用：海：会話01703"
2245,false,"未使用：海：会話01704"
2246,false,"未使用：海：会話01705"
2247,false,"未使用：海：会話01706"
2248,false,"未使用：海：会話01707"
2249,false,"未使用：海：会話01708"
2250,false,"未使用：海：会話01709"
2251,false,"未使用：海：会話01710"
2252,false,"未使用：海：会話01711"
2253,false,"未使用：海：会話01712"
2254,false,"未使用：海：会話01713"
2255,false,"未使用：海：会話01714"
2256,false,"未使用：海：会話01715"
2257,false,"未使用：海：会話01716"
2258,false,"未使用：海：会話01717"
2259,false,"未使用：海：会話01718"
2260,false,"未使用：海：会話01719"
2261,false,"未使用：海：会話01720"
2262,false,"未使用：海：会話01721"
2263,false,"未使用：海：会話01722"
2264,false,"未使用：海：会話01723"
2265,false,"未使用：海：会話01724"
2266,false,"未使用：海：会話01725"
2267,false,"未使用：海：会話01726"
2268,false,"未使用：海：会話01727"
2269,false,"未使用：海：会話01728"
2270,false,"未使用：海：会話01729"
2271,false,"未使用：海：会話01730"
2272,false,"未使用：海：会話01731"
2273,false,"未使用：海：会話01732"
2274,false,"未使用：海：会話01733"
2275,false,"未使用：海：会話01734"
2276,false,"未使用：海：会話01735"
2277,false,"未使用：海：会話01736"
2278,false,"未使用：海：会話01737"
2279,false,"未使用：海：会話01738"
2280,false,"未使用：海：会話01739"
2281,false,"未使用：海：会話01740"
2282,false,"未使用：海：会話01741"
2283,false,"未使用：海：会話01742"
2284,false,"未使用：海：会話01743"
2285,false,"未使用：海：会話01744"
2286,false,"未使用：海：会話01745"
2287,false,"未使用：海：会話01746"
2288,false,"未使用：海：会話01747"
2289,false,"未使用：海：会話01748"
2290,false,"未使用：海：会話01749"
2291,false,"未使用：海：会話01750"
2292,false,"未使用：海：会話01751"
2293,false,"未使用：海：会話01752"
2294,false,"未使用：海：会話01753"
2295,false,"未使用：海：会話01754"
2296,false,"未使用：海：会話01755"
2297,false,"未使用：海：会話01756"
2298,false,"未使用：海：会話01757"
2299,false,"未使用：海：会話01758"
2300,false,"看招！利沃尔德！"
2301,false,"哇哈哈哈！<br>去死吧，去死吧，去死吧！"
2302,false,"啊！救命！"
2303,false,"我才不是海盗呢！<br>绝对不是！"
2304,false,"什么人？！"
2305,false,"哎呀，欢迎回来……<br>你是谁？！"
2306,false,"饶了我吧，<br>求求你饶了我吧。"
2307,false,"这下就能逃了吗？"
2308,false,"有人来救我们了呢！"
2309,false,"我不会再反抗了……"
2310,false,"呜呜……<br>妈妈……"
2311,false,"我们被海盗绑架了……"
2312,false,"还要陪你几次才行……<br>哎，你是来救我们的？"
2313,false,"把海盗们狠狠揍一顿！"
2314,false,"尝尝我这能量弹的厉害！"
2315,false,"你逃不掉的！"
2316,false,"呜嗷嗷！"
2317,false,"献上我的怨恨！<br>降临吧，异界的虫王！"
2318,false,"……我会等的。"
2319,false,"这水再深点，我就要淹死了……"
2320,false,"呜呜……泡太久了，头好晕。"
2321,false,"好想赶紧回到岗位上去啊。"
2322,false,"机会难得，不去泡一泡吗？"
2323,false,"需要长期疗养吗？"
2324,false,"我的皮肤滑溜溜喵！"
2325,false,"头……好晕……"
2326,false,"会不会有点高？"
2327,false,"欢迎光临！"
2328,false,"呼！哈！"
2329,false,"这里也热闹起来了啊。"
2330,false,"全都搬走。"
2331,false,"没有异常！"
2332,false,"干农活的好时节到了啊……"
2333,false,"哈啊，真是让人受不了。"
2334,false,"要一个人干掉一只龙！"
2335,false,"啊，暖和起来了。"
2336,false,"下次休息是什么时候来着？"
2337,false,"呜呜……可恶的龙族……"
2338,false,"又有一个小队在暴风雪中……"
2339,false,"这天可真是冷啊。"
2340,false,"不要在遗迹乱来啊！"
2341,false,"再往北挖吧。"
2342,false,"应该值得一试。"
2343,false,"巨人族实在很麻烦啊。"
2344,false,"唔……这些图案是……"
2345,false,"起雾的话调查就必须停下了。"
2346,false,"大审门现在已经封锁。"
2347,false,"这不是冒险者该来的地方。"
2348,false,"总觉得最近不太平啊。"
2349,false,"嗯，我也有同感。"
2350,false,"肉干又不够啦。"
2351,false,"啊啊，真不想值班。"
