Index,0 Name Lower [0x0],1 [BYTE] [0x10],2 Name Plural [0x4],3 [BYTE] [0x11],4 Starts With Vowel [0x12],5 [BYTE] [0x13],6 [BYTE] [0x14],7 [BYTE] [0x15],8 Item Description [0x8],9 Name Upper [0xC],10 Icon Id [0x7C],11 Item Level [0x9E],12 Required Level [0x9F],13 PvP Rank [0xA0],14 Stack Size [0x28],15 [UBYTE] [0xA1],16 Stain Index [0x2C],17 ItemUICategory Index [0xA2],18 ItemSearchCategory Index [0xA3],19 Rarity [0xA4],20 Is HQ [0xB8],21 [BOOL] [0xB9],22 Is Dyeable [0xBA],23 Is Crest [0xBB],24 [UBYTE] [0xA5],25 Materia Count [0xA6],26 [BOOL] [0xBC],27 EquipSlotCategory Index [0xA7],28 Model Primary [0x18],29 Model Secondary [0x20],30 [USHORT] [0x7E],31 BaseParam Index 1 [0x40],32 Param Value 1 [0x92],33 BaseParam Index 2 [0x44],34 Param Value 2 [0x94],35 BaseParam Index 3 [0x48],36 Param Value 3 [0x96],37 BaseParam Index 4 [0x4C],38 Param Value 4 [0x98],39 BaseParam Index 5 [0x50],40 Param Value 5 [0x9A],41 BaseParam Index 6 [0x54],42 Param Value 6 [0x9C],43 ItemSpecialBonus Index [0xA8],44 BaseParam Prime HQ Index 1 [0x58],45 Prime HQ Addition 1 [0xB2],46 BaseParam Prime HQ Index 2 [0x5C],47 Prime HQ Addition 2 [0xB3],48 BaseParam HQ Index 1 [0x60],49 Stat HQ Addition 1 [0xB4],50 BaseParam HQ Index 2 [0x64],51 Stat HQ Addition 2 [0xB5],52 BaseParam HQ Index 3 [0x68],53 Stat HQ Addition 3 [0xB6],54 BaseParam HQ Index 4 [0x6C],55 Stat HQ Addition 4 [0xB7],56 ClassJob Index (Repairer Requirement) [0x70],57 Item Index (Repair Item Requirement) [0x74],58 ClassJob Index (Usage Requirement) [0xA9],59 [UBYTE] [0xAA],60 Physical Damage [0x80],61 Magical Damage [0x82],62 Delay (Miliseconds) [0x84],63 [UBYTE] [0xAB],64 Block Rate [0x86],65 Block [0x88],66 Physical Defense [0x8A],67 Magical Defense [0x8C],68 [UBYTE] [0xAC],69 Cooldown (Seconds) [0x8E],70 ItemAction Index [0x90],71 Is Not Disposable [0xBD],72 Is Unique [0xBE],73 Is Untradeable [0xBF],74 [BOOL] [0xC0],75 Vendor Price A [0x30],76 Vendor Price B [0x34],77 Vendor Price C [0x38],78 Can _ Equip [0xC1],79 Can _ Equip [0xC2],80 Can _ Equip [0xC3],81 Can _ Equip [0xC4],82 Can _ Equip [0xC5],83 Can _ Equip [0xC6],84 Can Males Equip [0xC7],85 Can Females Equip [0xAD],86 ClassJobCategory Index [0x3C],87 [UBYTE] [0xAE],88 GrandCompany Index [0xAF],89 [UBYTE] [0xB0],90 ItemSeries Index [0xB1],91 BaseparamModifier Index [0xC8],92 Is PvP [0x78]
4585,"失明剧毒药",0,"",0,0,1,0,0,"夺走光明的剧毒药。效果：失明<br>[对50级之前的大部分敌人有效]<br>持续时间：12秒","失明剧毒药",20685,50,1,0,99,7,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,27,false,false,false,false,554,1108,2772,false,false,false,false,false,false,false,0,787,0,3,0,0,false,0
4586,"沉默剧毒药",0,"",0,0,1,0,0,"夺走声音的剧毒药。效果：沉默<br>[对50级之前的大部分敌人有效]<br>持续时间：1秒","沉默剧毒药",20684,50,1,0,99,7,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,39,false,false,false,false,554,1108,2772,false,false,false,false,false,false,false,0,777,0,3,0,0,false,0
4587,"睡眠剧毒药",0,"",0,0,1,0,0,"催生睡意的剧毒药。效果：睡眠<br>[对50级之前的大部分敌人有效]<br>持续时间：20秒","睡眠剧毒药",20683,50,1,0,99,7,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,35,false,false,false,false,554,1108,2772,false,false,false,false,false,false,false,0,767,0,3,0,0,false,0
4588,"麻痹剧毒药",0,"",0,0,1,0,0,"封锁行动的剧毒药。效果：麻痹<br>[对50级之前的大部分敌人有效]<br>持续时间：10秒","麻痹剧毒药",20682,50,1,0,99,7,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,31,false,false,false,false,554,1108,2772,false,false,false,false,false,false,false,0,757,0,3,0,0,false,0
4589,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,false,false,false,false,false,false,false,0,0,0,0,0,0,false,0
4590,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,false,false,false,false,false,false,false,0,0,0,0,0,0,false,0
4591,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,false,false,false,false,false,false,false,0,0,0,0,0,0,false,0
4592,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,false,false,false,false,false,false,false,0,0,0,0,0,0,false,0
4593,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,false,false,false,false,false,false,false,0,0,0,0,0,0,false,0
4594,"刚力之药",0,"",0,0,1,0,0,"提高力量的药剂<br>持续时间：15秒","刚力之药",20665,20,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,184,false,false,false,false,72,108,144,false,false,false,false,false,false,false,0,699,0,3,0,0,false,0
4595,"巧力之药",0,"",0,0,1,0,0,"提高灵巧的药剂<br>持续时间：15秒","巧力之药",20667,20,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,182,false,false,false,false,72,108,144,false,false,false,false,false,false,false,0,689,0,3,0,0,false,0
4596,"耐力之药",0,"",0,0,1,0,0,"提高耐力的药剂<br>持续时间：15秒","耐力之药",20666,20,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,183,false,false,false,false,72,108,144,false,false,false,false,false,false,false,0,679,0,3,0,0,false,0
4597,"智力之药",0,"",0,0,1,0,0,"提高智力的药剂<br>持续时间：15秒","智力之药",20668,20,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,181,false,false,false,false,72,108,144,false,false,false,false,false,false,false,0,669,0,3,0,0,false,0
4598,"意力之药",0,"",0,0,1,0,0,"提高精神的药剂<br>持续时间：15秒","意力之药",20669,20,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,180,false,false,false,false,72,108,144,false,false,false,false,false,false,false,0,659,0,3,0,0,false,0
4599,"刚力之妙药",0,"",0,0,1,0,0,"提高力量的妙药<br>持续时间：15秒","刚力之妙药",20665,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,190,false,false,false,false,259,518,1296,false,false,false,false,false,false,false,0,698,0,3,0,0,false,0
4600,"巧力之妙药",0,"",0,0,1,0,0,"提高灵巧的妙药<br>持续时间：15秒","巧力之妙药",20667,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,188,false,false,false,false,259,518,1296,false,false,false,false,false,false,false,0,688,0,3,0,0,false,0
4601,"耐力之妙药",0,"",0,0,1,0,0,"提高耐力的妙药<br>持续时间：15秒","耐力之妙药",20666,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,189,false,false,false,false,259,518,1296,false,false,false,false,false,false,false,0,678,0,3,0,0,false,0
4602,"智力之妙药",0,"",0,0,1,0,0,"提高智力的妙药<br>持续时间：15秒","智力之妙药",20668,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,187,false,false,false,false,259,518,1296,false,false,false,false,false,false,false,0,668,0,3,0,0,false,0
4603,"意力之妙药",0,"",0,0,1,0,0,"提高精神的妙药<br>持续时间：15秒","意力之妙药",20669,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,186,false,false,false,false,259,518,1296,false,false,false,false,false,false,false,0,658,0,3,0,0,false,0
4604,"刚力之秘药",0,"",0,0,1,0,0,"提高力量的秘药<br>持续时间：15秒","刚力之秘药",20665,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,196,false,false,false,false,475,950,2376,false,false,false,false,false,false,false,0,697,0,3,0,0,false,0
4605,"巧力之秘药",0,"",0,0,1,0,0,"提高灵巧的秘药<br>持续时间：15秒","巧力之秘药",20667,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,194,false,false,false,false,475,950,2376,false,false,false,false,false,false,false,0,687,0,3,0,0,false,0
4606,"耐力之秘药",0,"",0,0,1,0,0,"提高耐力的秘药<br>持续时间：15秒","耐力之秘药",20666,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,195,false,false,false,false,475,950,2376,false,false,false,false,false,false,false,0,677,0,3,0,0,false,0
4607,"智力之秘药",0,"",0,0,1,0,0,"提高智力的秘药<br>持续时间：15秒","智力之秘药",20668,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,193,false,false,false,false,475,950,2376,false,false,false,false,false,false,false,0,667,0,3,0,0,false,0
4608,"意力之秘药",0,"",0,0,1,0,0,"提高精神的秘药<br>持续时间：15秒","意力之秘药",20669,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,192,false,false,false,false,475,950,2376,false,false,false,false,false,false,false,0,657,0,3,0,0,false,0
4609,"刚力之灵药",0,"",0,0,1,0,0,"提高力量的灵药<br>持续时间：15秒","刚力之灵药",20665,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,201,false,false,false,false,665,1330,3326,false,false,false,false,false,false,false,0,696,0,3,0,0,false,0
4610,"巧力之灵药",0,"",0,0,1,0,0,"提高灵巧的灵药<br>持续时间：15秒","巧力之灵药",20667,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,199,false,false,false,false,665,1330,3326,false,false,false,false,false,false,false,0,686,0,3,0,0,false,0
4611,"耐力之灵药",0,"",0,0,1,0,0,"提高耐力的灵药<br>持续时间：15秒","耐力之灵药",20666,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,200,false,false,false,false,665,1330,3326,false,false,false,false,false,false,false,0,676,0,3,0,0,false,0
4612,"智力之灵药",0,"",0,0,1,0,0,"提高智力的灵药<br>持续时间：15秒","智力之灵药",20668,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,198,false,false,false,false,665,1330,3326,false,false,false,false,false,false,false,0,666,0,3,0,0,false,0
4613,"意力之灵药",0,"",0,0,1,0,0,"提高精神的灵药<br>持续时间：15秒","意力之灵药",20669,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,197,false,false,false,false,665,1330,3326,false,false,false,false,false,false,false,0,656,0,3,0,0,false,0
4614,"御火药",0,"",0,0,1,0,0,"提高火属性耐性的药剂<br>持续时间：15秒","御火药",20670,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,203,false,false,false,false,248,496,1242,false,false,false,false,false,false,false,0,599,0,3,0,0,false,0
4615,"御冰药",0,"",0,0,1,0,0,"提高冰属性耐性的药剂<br>持续时间：15秒","御冰药",20675,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,208,false,false,false,false,248,496,1242,false,false,false,false,false,false,false,0,589,0,3,0,0,false,0
4616,"御风药",0,"",0,0,1,0,0,"提高风属性耐性的药剂<br>持续时间：15秒","御风药",20672,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,205,false,false,false,false,248,496,1242,false,false,false,false,false,false,false,0,579,0,3,0,0,false,0
4617,"御土药",0,"",0,0,1,0,0,"提高土属性耐性的药剂<br>持续时间：15秒","御土药",20673,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,206,false,false,false,false,248,496,1242,false,false,false,false,false,false,false,0,569,0,3,0,0,false,0
4618,"御雷药",0,"",0,0,1,0,0,"提高雷属性耐性的药剂<br>持续时间：15秒","御雷药",20674,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,207,false,false,false,false,248,496,1242,false,false,false,false,false,false,false,0,559,0,3,0,0,false,0
4619,"御水药",0,"",0,0,1,0,0,"提高水属性耐性的药剂<br>持续时间：15秒","御水药",20671,35,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,204,false,false,false,false,248,496,1242,false,false,false,false,false,false,false,0,549,0,3,0,0,false,0
4620,"御火妙药",0,"",0,0,1,0,0,"提高火属性耐性的妙药<br>持续时间：15秒","御火妙药",20670,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,210,false,false,false,false,455,910,2277,false,false,false,false,false,false,false,0,598,0,3,0,0,false,0
4621,"御冰妙药",0,"",0,0,1,0,0,"提高冰属性耐性的妙药<br>持续时间：15秒","御冰妙药",20675,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,215,false,false,false,false,455,910,2277,false,false,false,false,false,false,false,0,588,0,3,0,0,false,0
4622,"御风妙药",0,"",0,0,1,0,0,"提高风属性耐性的妙药<br>持续时间：15秒","御风妙药",20672,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,212,false,false,false,false,455,910,2277,false,false,false,false,false,false,false,0,578,0,3,0,0,false,0
4623,"御土妙药",0,"",0,0,1,0,0,"提高土属性耐性的妙药<br>持续时间：15秒","御土妙药",20673,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,213,false,false,false,false,455,910,2277,false,false,false,false,false,false,false,0,568,0,3,0,0,false,0
4624,"御雷妙药",0,"",0,0,1,0,0,"提高雷属性耐性的妙药<br>持续时间：15秒","御雷妙药",20674,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,214,false,false,false,false,455,910,2277,false,false,false,false,false,false,false,0,558,0,3,0,0,false,0
4625,"御水妙药",0,"",0,0,1,0,0,"提高水属性耐性的妙药<br>持续时间：15秒","御水妙药",20671,50,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,211,false,false,false,false,455,910,2277,false,false,false,false,false,false,false,0,548,0,3,0,0,false,0
4626,"御火秘药",0,"",0,0,1,0,0,"提高火属性耐性的秘药<br>持续时间：15秒","御火秘药",20670,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,209,false,false,false,false,637,1275,3187,false,false,false,false,false,false,false,0,597,0,3,0,0,false,0
4627,"御冰秘药",0,"",0,0,1,0,0,"提高冰属性耐性的秘药<br>持续时间：15秒","御冰秘药",20675,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,220,false,false,false,false,637,1275,3187,false,false,false,false,false,false,false,0,587,0,3,0,0,false,0
4628,"御风秘药",0,"",0,0,1,0,0,"提高风属性耐性的秘药<br>持续时间：15秒","御风秘药",20672,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,217,false,false,false,false,637,1275,3187,false,false,false,false,false,false,false,0,577,0,3,0,0,false,0
4629,"御土秘药",0,"",0,0,1,0,0,"提高土属性耐性的秘药<br>持续时间：15秒","御土秘药",20673,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,218,false,false,false,false,637,1275,3187,false,false,false,false,false,false,false,0,567,0,3,0,0,false,0
4630,"御雷秘药",0,"",0,0,1,0,0,"提高雷属性耐性的秘药<br>持续时间：15秒","御雷秘药",20674,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,219,false,false,false,false,637,1275,3187,false,false,false,false,false,false,false,0,557,0,3,0,0,false,0
4631,"御水秘药",0,"",0,0,1,0,0,"提高水属性耐性的秘药<br>持续时间：15秒","御水秘药",20671,70,1,0,99,6,0,44,43,1,true,false,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,216,false,false,false,false,637,1275,3187,false,false,false,false,false,false,false,0,547,0,3,0,0,false,0
4632,"军用工程学指南",0,"",0,0,1,0,0,"指导制作技术的军用教科书，有在一定时间内提升制作系经验值的效果。<br>经过一定时间或累计获得一定量经验时效果消失。<br>取得经验值+50%，效果上限为20000<br>持续时间：180分","军用工程学指南",26153,1,1,0,1,7,0,63,0,1,false,true,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,false,true,true,false,6,9,12,false,false,false,false,false,false,false,0,999,0,0,0,0,false,0
4633,"军用生存学指南",0,"",0,0,1,0,0,"指导采集技术的军用教科书，有在一定时间内提升采集系经验值的效果。<br>经过一定时间或累计获得一定量经验时效果消失。<br>取得经验值+50%，效果上限为20000<br>持续时间：180分","军用生存学指南",26152,1,1,0,1,7,0,63,0,1,false,true,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47,false,true,true,false,6,9,12,false,false,false,false,false,false,false,0,998,0,0,0,0,false,0
4634,"军用工程学指南第二卷",0,"",0,0,1,0,0,"指导制作技术的军用教科书，有在一定时间内提升制作系经验值的效果。<br>经过一定时间或累计获得一定量经验时效果消失。<br>取得经验值+50%，效果上限为40000<br>持续时间：180分","军用工程学指南第二卷",26153,1,1,0,1,7,0,63,0,1,false,true,false,false,0,0,false,0,"0, 0, 0, 0","0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,46,false,true,true,false,6,9,12,false,false,false,false,false,false,false,0,997,0,0,0,0,false,0
