Index,0 [UBYTE] [0x82],1 [UBYTE] [0x83],2 [USHORT] [0x20],3 [UINT] [0x0],4 [UBYTE] [0x84],5 [BOOL] [0x9C],6 [USHORT] [0x22],7 [USHORT] [0x32],8 [USHORT] [0x42],9 [USHORT] [0x52],10 [USHORT] [0x62],11 [UBYTE] [0x8C],12 [USHORT] [0x72],13 [UBYTE] [0x94],14 [UINT] [0x4],15 [UBYTE] [0x85],16 [BOOL] [0x9D],17 [USHORT] [0x24],18 [USHORT] [0x34],19 [USHORT] [0x44],20 [USHORT] [0x54],21 [USHORT] [0x64],22 [UBYTE] [0x8D],23 [USHORT] [0x74],24 [UBYTE] [0x95],25 [UINT] [0x8],26 [UBYTE] [0x86],27 [BOOL] [0x9E],28 [USHORT] [0x26],29 [USHORT] [0x36],30 [USHORT] [0x46],31 [USHORT] [0x56],32 [USHORT] [0x66],33 [UBYTE] [0x8E],34 [USHORT] [0x76],35 [UBYTE] [0x96],36 [UINT] [0xC],37 [UBYTE] [0x87],38 [BOOL] [0x9F],39 [USHORT] [0x28],40 [USHORT] [0x38],41 [USHORT] [0x48],42 [USHORT] [0x58],43 [USHORT] [0x68],44 [UBYTE] [0x8F],45 [USHORT] [0x78],46 [UBYTE] [0x97],47 [UINT] [0x10],48 [UBYTE] [0x88],49 [BOOL] [0xA0],50 [USHORT] [0x2A],51 [USHORT] [0x3A],52 [USHORT] [0x4A],53 [USHORT] [0x5A],54 [USHORT] [0x6A],55 [UBYTE] [0x90],56 [USHORT] [0x7A],57 [UBYTE] [0x98],58 [UINT] [0x14],59 [UBYTE] [0x89],60 [BOOL] [0xA1],61 [USHORT] [0x2C],62 [USHORT] [0x3C],63 [USHORT] [0x4C],64 [USHORT] [0x5C],65 [USHORT] [0x6C],66 [UBYTE] [0x91],67 [USHORT] [0x7C],68 [UBYTE] [0x99],69 [UINT] [0x18],70 [UBYTE] [0x8A],71 [BOOL] [0xA2],72 [USHORT] [0x2E],73 [USHORT] [0x3E],74 [USHORT] [0x4E],75 [USHORT] [0x5E],76 [USHORT] [0x6E],77 [UBYTE] [0x92],78 [USHORT] [0x7E],79 [UBYTE] [0x9A],80 [UINT] [0x1C],81 [UBYTE] [0x8B],82 [BOOL] [0xA3],83 [USHORT] [0x30],84 [USHORT] [0x40],85 [USHORT] [0x50],86 [USHORT] [0x60],87 [USHORT] [0x70],88 [UBYTE] [0x93],89 [USHORT] [0x80],90 [UBYTE] [0x9B]
126,16,61,4,19970,1,false,500,470,450,40,35,8,63,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
127,16,66,4,19971,1,false,500,470,450,40,40,8,66,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
128,17,50,4,5384,1,false,370,340,240,20,0,2,50,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
129,17,50,4,12896,1,false,370,340,240,80,0,6,50,3,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
130,17,51,4,12899,1,false,370,340,240,80,0,6,51,0,12877,1,false,500,450,320,80,0,6,52,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
131,17,53,4,12882,1,false,500,450,320,80,0,6,53,0,12943,1,false,500,450,400,80,0,6,54,0,12884,1,false,500,450,400,80,0,6,55,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
132,17,56,4,13764,1,false,500,470,450,30,8,3,56,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
133,17,59,4,13763,1,false,500,470,450,30,9,3,59,0,13762,1,false,500,470,450,30,10,3,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
134,17,56,4,12889,1,false,500,470,450,80,20,7,56,0,12897,1,false,500,470,450,80,20,7,57,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
135,17,58,4,12944,1,false,500,470,450,80,22,7,58,0,12898,1,false,500,470,450,80,22,7,59,0,17689,1,false,500,470,450,80,22,7,59,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
136,17,60,4,12900,1,false,500,470,450,80,23,7,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
137,17,60,4,4833,1,false,500,470,450,80,23,7,60,1,12903,1,false,500,470,450,80,23,7,60,1,14154,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
138,17,60,4,12634,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
139,17,60,4,12902,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
140,17,60,4,12904,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
141,17,60,4,12587,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
142,17,60,4,14957,1,false,500,470,450,80,23,7,60,1,15647,1,false,500,470,450,80,23,7,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
143,17,60,4,19868,1,false,500,470,450,20,12,4,60,2,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
144,17,61,4,19930,1,false,500,470,450,20,13,4,61,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
145,17,61,4,19931,1,false,500,470,450,20,13,4,63,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
146,17,66,4,19855,1,false,500,470,450,20,14,4,66,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
147,17,66,4,19914,1,false,500,470,450,20,15,4,68,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
148,17,60,4,19936,1,false,500,470,450,43,25,8,60,2,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
149,17,61,4,19860,1,false,500,470,450,40,35,8,63,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
150,17,66,4,19865,1,false,500,470,450,40,40,8,66,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
151,18,50,4,12713,1,false,116,114,105,50,0,1,51,0,12724,1,false,338,332,310,50,0,1,51,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
152,18,52,4,12721,1,false,499,491,459,50,0,1,52,0,12726,1,false,703,691,646,50,0,1,53,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
153,18,54,4,12739,1,false,176,173,161,50,0,1,54,0,12742,1,false,172,170,158,50,0,1,55,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
154,18,56,4,12767,1,false,743,731,683,50,12,1,56,0,12768,1,false,281,277,258,50,12,1,57,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
155,18,58,4,12792,1,false,410,403,376,50,12,1,58,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
156,18,59,4,12804,1,false,898,883,826,50,12,1,59,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
157,18,60,4,12814,1,false,1215,1194,1062,60,12,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
158,18,60,4,13729,1,false,92,90,81,1,12,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
159,18,60,4,12834,1,false,1332,1309,1225,60,12,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
160,18,60,4,12828,1,false,828,814,761,60,22,1,60,0,12774,1,false,326,321,299,60,22,1,60,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
161,18,60,4,12837,1,false,92,90,81,60,33,1,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
162,18,60,4,12830,1,false,2485,2442,2286,60,33,1,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
163,18,60,4,14211,1,false,909,901,869,60,33,1,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
164,18,60,4,12825,1,false,1554,1527,1429,60,22,1,60,1,12827,1,false,940,924,864,60,200,1,60,1,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
165,18,60,4,20087,1,false,752,738,690,25,18,1,61,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
166,18,62,4,20098,1,false,127,124,115,25,10,1,63,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
167,18,64,4,20118,1,false,492,483,451,25,18,1,64,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
168,18,64,4,20036,1,false,12,11,9,25,20,1,65,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
169,18,66,4,20044,1,false,55,54,49,25,65,1,67,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
170,18,66,4,20028,1,false,17,16,14,25,45,1,67,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
171,18,68,4,20104,1,false,1125,1105,1034,25,40,1,68,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
172,18,68,4,20210,1,false,944,927,819,30,21,10,68,0,20220,1,false,309,303,267,70,21,10,69,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
173,18,68,4,20233,1,false,48,47,40,30,21,10,69,0,20238,1,false,884,868,767,70,21,10,69,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
174,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
175,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
176,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
177,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
178,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
179,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
180,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
181,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
182,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
183,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
184,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
185,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
186,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
187,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
188,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
189,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
190,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
191,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0,0,0,false,0,0,0,1000,0,0,0,0
