Index,0 [UINT] [0xFC],1 [UINT] [0x100],2 [STRING] [0xF8],3 [STRING] [0x0],4 [STRING] [0x8],5 [STRING] [0x10],6 [STRING] [0x18],7 [STRING] [0x20],8 [STRING] [0x28],9 [STRING] [0x30],10 [STRING] [0x38],11 [STRING] [0x40],12 [STRING] [0x48],13 [STRING] [0x50],14 [STRING] [0x58],15 [STRING] [0x60],16 [STRING] [0x68],17 [STRING] [0x70],18 [STRING] [0x78],19 [STRING] [0x80],20 [STRING] [0x88],21 [STRING] [0x90],22 [STRING] [0x98],23 [STRING] [0xA0],24 [STRING] [0xA8],25 [STRING] [0xB0],26 [STRING] [0xB8],27 [STRING] [0xC0],28 [STRING] [0xC8],29 [STRING] [0xD0],30 [STRING] [0xD8],31 [STRING] [0xE0],32 [STRING] [0xE8],33 [UINT] [0x4],34 [UINT] [0xC],35 [UINT] [0x14],36 [UINT] [0x1C],37 [UINT] [0x24],38 [UINT] [0x2C],39 [UINT] [0x34],40 [UINT] [0x3C],41 [UINT] [0x44],42 [UINT] [0x4C],43 [UINT] [0x54],44 [UINT] [0x5C],45 [UINT] [0x64],46 [UINT] [0x6C],47 [UINT] [0x74],48 [UINT] [0x7C],49 [UINT] [0x84],50 [UINT] [0x8C],51 [UINT] [0x94],52 [UINT] [0x9C],53 [UINT] [0xA4],54 [UINT] [0xAC],55 [UINT] [0xB4],56 [UINT] [0xBC],57 [UINT] [0xC4],58 [UINT] [0xCC],59 [UINT] [0xD4],60 [UINT] [0xDC],61 [UINT] [0xE4],62 [UINT] [0xEC],63 [BBOOL] [0x104],64 [STRING] [0xF0],65 [STRING] [0xF4],66 [BBOOL] [0x104],67 [BBOOL] [0x104],68 [BBOOL] [0x104],69 [BBOOL] [0x104],70 [BBOOL] [0x104],71 [BBOOL] [0x104],72 [BBOOL] [0x104],73 [BBOOL] [0x105],74 [BBOOL] [0x105]
721033,0,0,"CmnDefUltimaWeaponNormalOpener_00137","LOC_ACTOR1","LOC_POS_ACTOR1","MOT_BASE_BAD_CHAIR_HARP","MOT_EVENT_BASE_CHAIR_SIT","","","","","","","","","","","","","","","","","","","","","","","","","","",1008326,4505914,871,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721034,0,0,"CmnDefMinstrel01_00138","QUEST_ID","INSTANCE_CONTENT_ID","LOC_ACTOR1","LOC_POS_ACTOR1","MOT_BASE_BAD_CHAIR_HARP","MOT_EVENT_BASE_CHAIR_SIT","QUEST_ID1","INSTANCE_CONTENT_ID1","","","","","","","","","","","","","","","","","","","","","","",66844,20013,1008326,4505914,871,788,67082,30015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721035,0,0,"RegWilSandsUrianger_00139","CONTENT_ID_01","CONTENT_ID_11","CONTENT_ID_12","CONTENT_ID_13","QUEST_ID_01","QUEST_ID_02","QUEST_ID_03","QUEST_ID_04","QUEST_ID_05","QUEST_ID_06","QUEST_ID_07","QUEST_ID_08","QUEST_ID_09","QUEST_ID_10","QUEST_ID_11","QUEST_ID_12","QUEST_ID_13","QUEST_ID_14","QUEST_ID_15","QUEST_ID_16","QUEST_ID_17","QUEST_ID_18","QUEST_ID_19","QUEST_ID_20","QUEST_ID_21","QUEST_ID_22","QUEST_ID_23","QUEST_ID_24","","",20005,20008,20012,20018,66729,66881,66882,66899,66583,66695,66730,66696,66850,66989,67066,65580,65623,65626,65969,65905,65964,67137,67189,67199,67205,67131,67650,67886,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721036,0,0,"CmnDefMrHousing_00140","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","","","","","","","","","","","","","","","","","","","","","","","","","","","",1005637,1005651,1005644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721037,0,0,"CmnDefHousingObject_00141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721038,0,0,"FesXmsShop2013_00142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721039,0,0,"RegWilRingofAsh_00143","QUEST0","QUEST1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66757,67009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721040,0,0,"FesNyrAmbassador2014_00144","ITEM","QUEST","LOGMSG_EVENT_INVENTORY_FULL_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",6964,66828,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721041,0,0,"FesNyrFstShogun2014_00145","ITEM","QUEST","LOGMSG_EVENT_INVENTORY_FULL_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",6966,66829,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721042,0,0,"FesNyrWilShogun2014_00146","ITEM","QUEST","LOGMSG_EVENT_INVENTORY_FULL_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",6967,66830,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721043,0,0,"FesNyrSeaShogun2014_00147","ITEM","QUEST","LOGMSG_EVENT_INVENTORY_FULL_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",6965,66831,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721044,0,0,"CmnDefBeautySalon_00148","BEAUTY_SALON_TICKET","LOGMSG_GIL_NOT_ENOUGH","QUEST","TERRITORY_TYPE_S1T1","TERRITORY_TYPE_W1T1","TERRITORY_TYPE_F1T1","LOC_ACTOR0","LOC_POS_SEA","LOC_POS_WIL","LOC_POS_FST","REGISTERING_CONTENT_FINDER","OTHER_WORLD","REWARD_BEAUTY_SALON","LOC_BGM0","LOC_ACTION0","LOC_ACTION1","LOC_POS_ISH","TERRITORY_TYPE_R2T1","","","","","","","","","","","","",7005,3901,66746,177,178,179,1005882,4576990,4576992,4576993,25,40,26,191,1012,577,5878293,429,0,0,0,0,0,0,0,0,0,0,0,0,false,"叫出美容师","",false,false,false,false,false,false,false,false,false
721045,0,0,"CmnDefHousingBuildHouse_00149","SE_ID_EVENT_HOUSING_BUILD","HOUSING_YOU_GOTA_HOUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",69,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,true,false,false,false,false,false,true,false
721046,0,0,"CmnDefCompanyManufactory_00150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"","",false,false,false,true,false,false,false,false,false
721047,0,0,"CmnDefHousingGardeningPlant_00151","PLANT_TITLE","FC_AUTHORITY_SEEDING","FC_AUTHORITY_HARVESTING","GARDENING_ERR_NO_AUTHORITY_SEED","GARDENING_ERR_NO_AUTHORITY_HARVEST","HOUSING_ERR_FC_NG_01","ITEM_CATEGORY_SEED","ITEM_CATEGORY_SOIL","ITEM_CATEGORY_FERTILIZER","GARDENING_ERR_NO_SEED","GARDENING_ERR_NO_SOIL","GARDENING_ERR_NO_FERTILIZER","GARDENING_ERR_FULL_FERTILIZER","HOWTO_OUTLINE","HOWTO_HARVEST","HOWTO_GROW","FC_AUTHORITY_DISPOSE","GARDENING_ERR_NO_AUTHORITY_DISPOSE_PLANT","LAND_TYPE_FCHOUSE","LAND_TYPE_MATEHOUSE","LAND_TYPE_INVALID","HOUSING_ERR_HOUSE_MATE_NO_AUTHORITY_SEED","HOUSING_ERR_HOUSE_MATE_NO_AUTHORITY_HARVEST","HOUSING_ERR_HOUSE_MATE_NO_AUTHORITY_DISPOSE_PLANT","MATE_AUTHORITY_SEEDING","MATE_AUTHORITY_HARVESTING","MATE_AUTHORITY_DISPOSE","","","",6420,55,56,4009,4014,3300,20,21,22,4005,4006,4010,4012,165,167,166,57,4026,0,4,255,3405,3406,3407,2,3,4,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721048,0,0,"CmnDefHousingCraftFacility_00152","STATUS_CREATE_FACILITY","LOGMSG_HOUSING_CRAFT_FACILITIES_USE","LOGMSG_HOUSING_CRAFT_FACILITIES_USE_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",41,1270,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721049,0,0,"CmnDefTomestoneExchange_00153","TOMESTONE_FROM","TOMESTONE_TO","EXCHANGE_RATE","ADDON_TOMESTONE_OVER_CONFIRM","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,25,4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"将亚拉戈禁书神典石换为传承神典石","",false,false,false,false,false,false,false,false,false
721050,0,0,"RegSeaDigging_00154","QUEST0","QUEST1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66856,66860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721051,0,0,"RegSeaNovvTrainingGround_00155","QUEST0","QUEST1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66910,66914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721052,0,0,"RegFstCarlineCanopy_00156","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","","","","","","","","","","","","","","","","","","","","","","","","",65985,66060,67018,65964,67168,67895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721053,0,0,"RegWilTheQuicksand_00157","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","","","","","","","","","","","","","","","","","","","","","","","","",66088,66060,67020,65963,67167,67895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721054,0,0,"RegSeaTheDrowningWench_00158","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","","","","","","","","","","","","","","","","","","","","","","","","",66081,66060,67019,65964,67168,67895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721055,0,0,"RegFstArmorCraftsmanLegendary_00159","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","QUEST8","QUEST9","QUEST_JOB_REL_001","QUEST_JOB_REL_002","QUEST_JOB_REL_004","QUEST_JOB_REL_007","QUEST_JOB_REL_010","QUEST_JOB_REL_017","QUEST_JOB_REL_016","QUEST_JOB_REL_103","QUEST_SUB_FST_980","QUEST_JOB_REL_200","QUEST_JOB_REL_300","QUEST_JOB_REL_400","QUEST_JOB_REL_510","","","","","","","",66655,66656,66657,66658,66659,66660,66661,66662,66663,67115,66971,66972,67000,65742,65892,66097,66096,67750,67206,67820,67864,67915,67934,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721056,0,0,"RegLakMasterCrafter_00160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721057,0,0,"RegLakMasterGatherer_00161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721058,0,0,"RegFstArmorCraftsmanDisciple_00162","QUEST_ZW","QUEST_SUB_FST_980","ACHIEVEMENT_RELIC6","","","","","","","","","","","","","","","","","","","","","","","","","","","",66097,67206,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721059,0,0,"FesEstEggDreamer2014_00163","ENPC0","ENPC1","ENPC2","","","","","","","","","","","","","","","","","","","","","","","","","","","",1007904,1007905,1007906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721060,0,0,"CmnRadBahamutEventTerritory_00164","TERRITORY_FOREST","CUTSCENE_FOREST_1","CUTSCENE_FOREST_2","TERRITORY_WILD","CUTSCENE_WILD_1","CUTSCENE_WILD_2","CUTSCENE_WILD_3","","","","","","","","","","","","","","","","","","","","","","","",370,491,492,246,635,636,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,true,false,false,false,false,true,false,false
721061,0,0,"CmnDefRelicWeapon020Trade_00165","QUEST_JOB_REL_001","LOC_ACTION1","LOC_VFX1","ITEM_EPIC_PLD_020","ITEM_EPIC_PLD_SUB_020","ITEM_EPIC_PLD_010","","","","","","","","","","","","","","","","","","","","","","","","",66971,995,241,7824,7833,6257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"强化“上古武器·天极”","",true,false,false,false,false,false,false,false,false
721062,0,0,"CmnDefRelicWeapon025Trade_00166","QUEST_JOB_REL_002","ACHIEVEMENT","LOC_ACTION1","LOC_VFX1","ITEM_EPIC_PLD_SUB_025","","","","","","","","","","","","","","","","","","","","","","","","","",66972,925,1042,241,7843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"强化“上古武器·魂晶”","",true,false,false,false,false,false,false,false,false
721063,0,0,"CmnDefRelicWeapon025GetNote_00167","QUEST_JOB_REL_002","ITEM_EPIC_PLD_020","ITEM_EPIC_PLD_SUB_020","TOMESTONE","NUM_OF_TOMESTONES","","","","","","","","","","","","","","","","","","","","","","","","","",66972,7824,7833,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"交换«黄道文书»","",true,false,false,false,false,false,false,false,false
721064,0,0,"CmnDefRelicWeapon025CancelNote_00168","QUEST_JOB_REL_002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"放弃«黄道文书»","",true,false,false,false,false,false,false,false,false
721065,0,0,"CmnDefRelicWeaponTalk_00169","QUEST_JOB_REL_001","QUEST_JOB_REL_002","ACHIEVEMENT","ACHIEVEMENT_RELIC3","QUEST_JOB_REL_004","ACHIEVEMENT_RELIC4","ACHIEVEMENT_RELIC5","QUEST_JOB_REL_010","QUEST_JOB_REL_017","ACHIEVEMENT_RELIC6","QUEST_SUB_FST_980","","","","","","","","","","","","","","","","","","","",66971,66972,925,926,67000,1028,1054,65892,66097,1081,67206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721066,0,0,"CmnDefRelicWeapon025NoteTalk_00170","QUEST_JOB_REL_002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"关于«黄道文书»","",true,false,false,false,false,false,false,false,false
721067,0,0,"CmnDefRelicWeapon030GetReplica_00171","QUEST_JOB_REL_003","ITEM_MAGIC_INK","HOWTO","","","","","","","","","","","","","","","","","","","","","","","","","","","",66998,7885,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"关于«天球书卷»","",true,false,false,false,false,false,false,false,false
721068,0,0,"CmnDefRelicWeapon030GetTreasureMap_00172","QUEST_JOB_REL_003","REWARD_TREASUREHUNT","ITEM_RELIC_TREASURE_MAP","TOMESTONE","NUM_OF_TOMESTONES","","","","","","","","","","","","","","","","","","","","","","","","","",66998,25,7884,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"交换“神秘地图”","",true,false,false,false,false,false,false,false,false
721069,0,0,"CmnDefRelicWeapon030Trade_00173","QUEST_JOB_REL_004","LOC_ACTION1","LOC_VFX1","ITEM_EPIC_PLD_SUB_030","","","","","","","","","","","","","","","","","","","","","","","","","","",67000,1042,241,7872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"强化“上古武器·魂灵”","",true,false,false,false,false,false,false,false,false
721070,0,0,"CmnDefMateriaSlot_00174","QUEST_SUB_CTS_814","LEVEL_EOBJ","SG_LOOP_SE","SG_NORMAL_SUCCESS","SG_GREAT_SUCCESS","LOC_ACTION1","LOGMSG_TRADE_MULTIPLE_LOG01_SUCCESS","","","","","","","","","","","","","","","","","","","","","","","",66999,4740570,0,1,2,974,4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"合成魔晶石","",true,false,false,false,false,false,false,false,false
721071,0,0,"CmnDefMateriaSlotTalk_00175","QUEST_SUB_CTS_814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"关于魔晶石合成","",true,false,false,false,false,false,false,false,false
721072,0,0,"CmnDefRelicWeapon030ReplicaTalk_00176","QUEST_JOB_REL_003","ACHIEVEMENT_ITEM_EPIC_EVOLVE_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66998,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721073,0,0,"RegFstExploreNote_00177","QUEST_SUB_CTS_817","QUEST_HEA_VNY_807","","","","","","","","","","","","","","","","","","","","","","","","","","","","",65698,67643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721074,0,0,"CmnDefHousingPersonalRoomEntrance_00178","SCREEN_IMAGE_BUY_ROOM_SUCCESS","DEFAULT_NAME_PRIVATE_ROOM","SCREEN_IMAGE_BUY_WORKSHOP_SUCCESS","","","","","","","","","","","","","","","","","","","","","","","","","","","",235,6487,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",true,false,false,true,false,false,false,false,false
721075,0,0,"CmnDefHousingPersonalRoomExit_00179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721076,0,0,"ComDefMobOfficer_00180","REWARD_MOB_HUNT","GRAND_COMPANY_INVALID","GRAND_COMPANY_LIM","GRAND_COMPANY_GRD","GRAND_COMPANY_ULD","ENPC_LIM","ENPC_GRD","ENPC_ULD","","","","","","","","","","","","","","","","","","","","","","",99,0,1,2,3,1009552,1009152,1001379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721077,0,0,"FesChn2015_00181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721078,0,0,"ComDefFrontLine_00182","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","GRAND_COMPANY_INVALID","MAELSTROM","ORDER_OF_TWIN_ADDER","IMMORTAL_FLAMES","QUEST_LINE1_GRD","QUEST_LINE1_LIM","QUEST_LINE1_ULD","LINE_02_1","LINE_01_1","NPC_OF_LIMSA_02","NPC_OF_GRIDANIA_02","NPC_OF_ULDAH_02","IC_CHECK_01","","","","","","","","","","","","","","",1009236,1009235,1009237,0,1,2,3,67063,67064,67065,50003,50001,1011820,1011819,1011818,50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721079,0,0,"RegSeaNotoriousMonsterHintF1_00183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721080,0,0,"RegSeaNotoriousMonsterHintF2_00184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721081,0,0,"RegSeaNotoriousMonsterHintF3_00185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721082,0,0,"RegSeaNotoriousMonsterHintF4_00186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721083,0,0,"RegSeaNotoriousMonsterHintF5_00187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721084,0,0,"RegSeaNotoriousMonsterHintF6_00188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721085,0,0,"RegWilNotoriousMonsterHintF1_00189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721086,0,0,"RegWilNotoriousMonsterHintF2_00190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721087,0,0,"RegWilNotoriousMonsterHintF3_00191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721088,0,0,"RegWilNotoriousMonsterHintF4_00192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721089,0,0,"RegWilNotoriousMonsterHintF5_00193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721090,0,0,"RegFstNotoriousMonsterHintF1_00194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721091,0,0,"RegFstNotoriousMonsterHintF2_00195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721092,0,0,"RegFstNotoriousMonsterHintF3_00196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721093,0,0,"RegFstNotoriousMonsterHintF4_00197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721094,0,0,"RegRocNotoriousMonsterHintF1_00198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721095,0,0,"RegLakNotoriousMonsterHintF1_00199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
721096,0,0,"CmnDefMiniGame_00200","REWARD_MINIGAME_PAZZLE","REWARD_MINIGAME_NEGOTIATION","REWARD_MINIGAME_CONCENTRATION","","","","","","","","","","","","","","","","","","","","","","","","","","","",223,224,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"进行谈话","",false,false,false,false,false,false,false,false,false
